text,emocion
4 minutos y ya estoy al borde de la silla #ChampionsLeague,otra
En el #DiaDelLibro recuerdo que tiene años que no termino un libro completo. Que triste.,tristeza
"Después de ver un debate donde solo se menciona el #CambioClimatico dos veces en un momento histórico en el que nos enfrentamos al inminente colapso de la civilización debido a la inacción de los gobiernos, hay que organizar una #HuelgaGeneral como dice #GretaThunberg. https://t.co/vqazqqCx5L",otra
"Me encanta leer, es uno de mis grandes vicios. Una gran biblioteca es un paraiso. ¿Te gusta leer? #DiaDelLibro #IgersMadrid #Addicted_to_Madrid https://t.co/wNM62vsEY5",alegria
"Desde los orígenes, la humanidad ha tenido que hacer frente a una cuestión fundamental: la forma de preservar y transmitir su cultura, es decir, sus creencias y conocimientos, tanto en el espacio como en el tiempo #DiaDelLibro https://t.co/czWVZoI3gN",otra
"Ver a #NotreDameEnLlamas da tristeza, pero no más que la tristeza e impotencia que se siente ante la destrucción de Bagdad (por ejemplo) y tantos tesoros de la humanidad y VIDAS q se despachan sin una sola lágrima de est USER que destruyen y matan sin perder su hilarante perversidad",tristeza
El capítulo #juegodetronos8x03 de #JuegodeTronos es tan oscuro que he probado a poner una hoja en blanco a ver si lo decodificaba como cuando lo hacía para ver el porno en Canal+ #GameofThrones #NotToday https://t.co/sryBfWdYz8,otra
"Llovía a mares, pero me miento y cuento que brillaba el sol... . USER #notredame #mibuenosaires https://t.co/52henlQ0i1",alegria
#ChampionsLeague USER jugando 12 minutos muy buenos. Se ve más equipo. Pero en USER hay varios monstruos que no necesitan empalmarse con sus compañeros,otra
"⚡️ Muchos son los recuerdos y fotografías que tiene la gente de la catedral de #NotreDame: ""Se reconstruirá y volveremos. Claro que la volveremos a ver!"" https://t.co/QB3hjXOGQo",alegria
Muy buen análisis de USER sobre la situación en #Venezuela y los intereses de las grandes potencias que están detrás 👇🏼 https://t.co/YK72SD3EVG,otra
"Me voy a dormir orgasmada perdida. Gracias por tanto y perdón por tan poco, USER . #VivePoniente #GameofThrones #JuegodeTronos",alegria
Nuevamente Messi enamorando en la #ChampionsLeague y los memes están recién salidos del horno. 🤣😁🤣https://t.co/NvfAn1V4GX,alegria
La maldición del apellido con Z como requisito para ser Presidente continúa... Nota*: Rajoyz #ElecccionesGenerales28A #EleccionesL6 #28A,otra
La madre que te parió #messi 😲 valla golazo. #ChampionsLeague,sorpresa
Que pena lo de #Venezuela . Parece que la democracia y la gente perdió otra vez a manos del odio de unos pocos que se aferran al poder de puro capricho. Una lástima. Mucha fuerza a los venezolanos. 🙏🙏,tristeza
"Hola, abuela: Hoy hace exactamente un año desde que hablamos por última vez, y no sabes lo especial que resulta. #imissugrandma #Díadellibro #DíadeCastillayLeón #yosiempretendréabuela… https://t.co/23YyL9z7eG",alegria
"El USER jugando mal, golea 3-0 al USER #ChampionsLeague",otra
¿Cuál es el libro de #PolíticaDigital🗳📲 que no debe faltar en tu biblioteca personal? ¡Coméntanos! #DíaDelLibro📗 https://t.co/YrCPP4zJhz,otra
#ChampionsLeague | ¡Leyenda Messi! 600 goles de Leo con la camiseta del Barcelona. ➡️ https://t.co/tXwv52jw8b #Messi #Barcelona #LionelMessi #Lionel https://t.co/lx9d13pvrI,alegria
Mucho ánimo a todos los estudiantes que hoy se movilizan contra el cambio climático. Los mayores tenemos que aprender de los más jóvenes. Vosotros sois la esperanza y el futuro. #NoIncineración #BasuraCero #15M #gretathunberg #Bierzo #ClimateStrike https://t.co/jAr2mKSHZX,alegria
Más sobre la marcha en Lima 🔜 A seguir difundiendo y desde el rol que tengamos sigamos luchando por un mundo más sostenible día a día 💪🏼🙌🏼 #FridayForFuture #GretaThunberg https://t.co/HPOmXWPS2Q,otra
"Aprovechando que todavía estamos en el #DíaDelLibro, voy con una recomendación perfecta para amantes del #Neuromarketing. No sé si lo conocéis #Buyology, pero merece la pena echarle un vistazo. https://t.co/iSu1eCTTkt",otra
Messi le acaba de meter un gol de otro planeta al Liverpool en la #ChampionsLeague ¡INCREÍBLE ese tiro libre!,alegria
"Por favor amo internet, pongo este tweet de broma pero me solidarizo con parís, ES UNA TRAGEDIA TERRIBLE, una perdida INCALCULABLE #NotreDame Captura de twitter USER https://t.co/1nQl959VDK",tristeza
USER tiene disponible su Base de Datos en USER hoy especial en #DiadelLibro en https://t.co/PsNwZZxYId,otra
"Liverpool está paseando al barcelona, hace tiempo no lo veía tan presionado al barca ..!! #ChampionsLeague",sorpresa
Aprovecho el dia del libro para decie que Canción de Hielo y Fuego es lo mejor que vais a leer nunca. Adiós #DiaDelLibro,alegria
"#Edd Edd el penas, el lord comandante 1000, deja su guardia y descansa con sus otros hermanos juramentados de la guardia de la noche que ya no vieron la luz del día. #JuegodeTronos",tristeza
BUSCAS UN ABDOMEN PLANO???? DIETY te hará seguir la dieta al pie de la letra ADEMAS te dará energía para hacer tu rutina de ejercicio #Madero #Tampico #Dieta #BTSOnE #ChampionsLeague #YNWA #Fit #fitnessgirl #FitMom #MiercolesDeEllas #MiercolesDeBarbas https://t.co/Ab2ZqNlEkb,otra
Luego pasan catástrofes de verdad y no donamos ni un puto euro. #NotreDameEnLlamas,ira
Ahora puedo dormir en paz 🐺 #GameofThrones #JuegodeTronos https://t.co/r6wOHRhPXp,otra
"#EcoMartes ‘¡Queridos adultos, usen su poder!’ Ya hemos hablado de #GretaThunberg tiene 16 años y es la activista sueca contra el cambio climático, pero ahora es nominada al Premio Nobel de la Paz. Conócela en 👉 https://t.co/ZdHMhqnOlg https://t.co/dZNWGmfn9u",alegria
"Hace un año lo compre y apenas voy a la mitad no valgo queso como lector, perdón .-. #DíaDelLibro https://t.co/Hu0oGITgoN",otra
"Pablo Iglesias compara el 28A con #JuegoDeTronos: ""Veremos si triunfan los caminantes blancos"". El líder de Podemos hace la analogía con la serie en la #JornadadeReflexión: ""El mundo está velando armas"". (VÍDEO 🎥) https://t.co/o4PJmCmdtS",otra
"No cacho nada de fútbol, pero siempre es agradable ver la #ChampionsLeague la calidad del fútbol europeo es espectacular. . . . . . . . . . . . Mientras mi marido pelea con la tele.... Yo vitrineo..... 😜",alegria
Messi Y punto #BarcaLiverpool #ChampionsLeague https://t.co/Kt8DECLPGo,otra
USER publiquen el link a través del cuál los venezolanos podremos escuchar al Presidente (E) . USER por favor #30Abr #Venezuela,otra
"#ChampionsLeague #Messi Como jugador es crack pero como persona deja mucho que desear, me cae muy mal su personalidad",ira
"Esto no lo dirán, Otra liga peligrosamente preparada para #VARsa, verdad cholo?. #HalaMadrid #LaLiga #AtletiRealValladolid https://t.co/ply4Yht9Hp",otra
El mejor jugdor de todos los tiempos⚽️ #Messi #UCL USER #CHAMPIONSxESPN #ChampionsLeague https://t.co/qoNn5DUAeJ,otra
"Era penalti chavales, de libro. #BARLIV #ChampionsLeague",ira
Mi enhorabuena al PSOE. Los españoles han hablado. Ahora solo espero que el Gobierno de España no dependa de los independentistas. #ElecccionesGenerales28A #EleccionesL6,alegria
"Hoy celebramos el #DíaDelLibro 📖 Sobre los Altos de Jalisco se han escrito muchos libros, tanto de autores Alteños como no nacidos aquí ¿Qué libro y/o autor nos recomendarías? Cuáles son tus obras favoritas? Recuerda que la lectura es otro medio para conocer los #AltosdeJalisco https://t.co/5fUq71U2Dl",otra
¿por qué tantos venezolanos rechazan el golpe de Estado #EEUU? La Asamblea Nacional de USER aprobó una ley para privatizar estos hogares y bajar uno de los logros distintivos de la Revolución Bolivariana de #Venezuela https://t.co/WUQAMahsro Misión: https://t.co/utvJBzHxlX https://t.co/KrQ4lYpE9v,ira
Pues esto es lo que vamos a tener... #ElecccionesGenerales28A #28A #EleccionesL6 https://t.co/SLXO72F6UX,otra
Tenía miedo pero debo decir que dormiré tranquila. #ElecccionesGenerales28A,miedo
#LaLiga 🏆 | #BarçaLevante ⚽ 👋 Ter Stegen evitó el empate https://t.co/IwlF0mL88u https://t.co/kw9EPSOHiB,alegria
"#Barcelona es Campeón de #LaLiga Española!!!! Yes, yes!!! Muchas felicidades a todo el equipo, al cuerpo Técnico y a todos los involucrados!! 👏👏🙌🏆 https://t.co/ctIBSBf6kD",alegria
+FOTOS | Llueven los anuncios de donaciones millonarias para reconstruir #NotreDame https://t.co/WoVuWYhKqW #800noticias #noticias #internacionales #16abr https://t.co/56sVBs2c1q,otra
"#NotreDame leo algunos twits de imbéciles que se alegran por el incendio y destrucción de esta maravillosa obra, los pongo al mismo nivel de aquellos talibanes que destruyeron imágenes de Buda, en el fondo son tan hijos de puta como aquellos",ira
"España, te quiero, gracias por frenar a la derecha del odio y la división!! #ElecccionesGenerales28A",alegria
En #Venezuela se están inmolando para ser una república libre del dictador Maduro y acá estamos pensando en que vuelva la aliada nro 1 de Maduro. USER . Desde qué lógica se puede entender? Qué pais! #NoVuelvenMas,ira
"#GretaThunberg: ""Cuando le digo a los políticos que hay que actuar ya, la respuesta habitual es que no pueden hacer algo drástico porque los votantes no lo entenderían."" #Thunberg lamentó que haya más cumbres sobre el Brexit que sobre el clima. https://t.co/Zb013CKVin",tristeza
"Jajajajajajajajajaajajajajaj déjate de joder #Messi cómo vas a hacer ese gol!! Estás demente, chabon!! Cuando Dios decide jugar al fútbol, lo hace como él... #Barcelona #ChampionsLeague",otra
"USER Esto no se hace, es de malas personas vaya sinvergüenzas #JuegodeTronos",ira
"Dadle unos minutitos, ahora está con nosotros #ElecccionesGenerales28A https://t.co/HOOfwU87wH",otra
No le deis más vueltas. La sorpresa es que no ha habido sorpresas #ElecccionesGenerales28A,alegria
Como cojones duermo yo ahora ?????? #JuegodeTronos,sorpresa
Que nunca se le olvide a USER el ZASCA internacional que le acaban de propinar. #Venezuela #VenezuelaLibre https://t.co/9iXQLEgEqb,otra
No se puede creer más lo de Messi!!! 👏🏽👏🏽👏🏽👏🏽👏🏽 sos ENORME pulga #ChampionsLeague #Messi #BarcelonaVsLiberpool,alegria
Triste ver las terribles imágenes que llegan de #Venezuela. Un régimen que insiste en atropellar sistemáticamente los derechos de sus ciudadanos.,tristeza
"Pensar que decian no les gustaba Vidal porque pasaba expulsado. La clase, talento, categoría y espíritu de combate que tiene, lo hacen un fuera de serie. #ChampionsLeague #CHAMPIONSxESPN",alegria
"Y CON USTEDES, UNA OBRA DE ARTE... 14 años después de su primer gol oficial y en el mismo día, #LionelMessi, en una semifinal de #ChampionsLeague y de tiro libre hizo su gol 600. UNA JOYA 💎 #EstásLocoLionel 🤪 https://t.co/KhekwfmPo2",alegria
Mi libro favorito es _la novia gitana__ y puede hacerme ganar un ebook con USER #milibromytaxi #diadellibro #SantJordi +información: https://t.co/NVVkY71ofk,alegria
"Le acabo de ver a Valverde un polo que decía 8 de 11, ridículo total! Cuando te sabes chico en comparación de tu enemigo y quieres que lo vea el mundo entero. #BarçaLevante #Barcelona #LaLiga",otra
#Venezuela | Opositores y oficialistas se enfrentan a tiros en protestas contra #Maduro https://t.co/K3LgEcOLyR https://t.co/SHTKDWaqrJ,otra
SOLUCIONADO!!! USER USER USER pacto y mayoría absoluta sin los independentistas 👍🏼🎉💃🏼 #ElecccionesGenerales28A,alegria
Lista de jugadores SANCIONADOS para la jornada 35 de #LaLiga https://t.co/qy7VEGxBIf,otra
El Ajax logra ventaja con su fútbol arriesgado en casa de un Tottenham que fue mejorando (0-1) #ChampionsLeague https://t.co/oGsdfyfoNi https://t.co/y2oTEe88as,otra
"Disfruta del #DíaDelLibro con los últimos ganadores del premio Fernando Lara y recuerda que para viajar lejos, no hay mejor nave que un libro. https://t.co/IuuHLhcbqt",alegria
"#Venezuela Verle a USER libre y liderando con el Presidente Interino USER el levantamiento esta mañana, fue lo más emocionante de los últimos tiempos. Parece una película de Hollywood. Ojalá Maburro NO salga ileso.",alegria
Sus tweets de que es bien triste lo de #NotreDame 🙄 https://t.co/Hz5vtCLUSw,tristeza
Hoy si voy a sacar la bandera de España. Orgullosa de este país! ♥️💜 #ElecccionesGenerales28A,alegria
Pablo Iglesias de Vicepresidente me da pavor. #ElecccionesGenerales28A,otra
"Pedazo de capítulo... En tensión toooodo el tiempo. Joder, q mal lo he pasado. Ganas de ver el siguiente... #juegodetronos8x03 #JuegodeTronos #GOT #GameofThrones #GOTWomens",sorpresa
Te presentamos el único resultado de este miércoles en la USER #ChampionsLeague #Semifinales #UCL https://t.co/wA1u1u0DQh,otra
"Sin duda alguna el capítulo de ayer, ha superado al capítulo de la boda roja y a la batalla de los bastardos, que en mi opinión, eran los dos mejores...! Estoy que no puedo! Cuando acabe, quiero tenerla toda en 4K Gracias USER No quiero que acabe! #JuegoDeTronos #Got8x03",alegria
Los memes saludaron al campeón Barcelona y se acordaron de un equipo blanco. 🤣 #LaLiga https://t.co/MmMJsJA0B9 https://t.co/ddrRDtwEdP,otra
En Juegos de Tronos va a ver una matanza🗡⚒pues en España va a ver otra....el mundo se va a la mierda😭🤬😖 #JuegoDeTronos #Elecciones28A #EleccionesGenerales28A,tristeza
No confíes en la gente que no lee nada de nada. Feliz día del libro. #diadellibro #libros #bookstagram #estanteriasdeikea #paisajesliterarios https://t.co/M0dfkLze8A,otra
Campeóne Campeóne Olé Olé Olé ♥️💙♥️💙♥️💙🏆♥️💙♥️💙♥️💙!!! #ForçaBarça #Laliga https://t.co/wWIPXDygxl,alegria
Hoy #DiadelLibro este post no pierde vigencia https://t.co/IaAM8sCjjc,otra
Secretario de la Comisión Militar del Congreso de Estados Unidos “El mensaje de TODOS los miembros del Congreso es Maduro sal del país y deja que el nuevo Lider restaure el orden en #Venezuela” #EstamosUnidosVE USER USER USER USER https://t.co/KGX0YZrYn9,otra
"Ayer lloré por la pérdida. Hoy por los perdidos en boludeces que, vía TV, incendiaron mi ira: ¿“No había nadie que pudiera detenerlo a tiempo”? ¿“Se temía en París que fuera a pasar”? ¿”Se sabe si la estructura está en condiciones para tener otra dentro""? Mon Dieu. #NotreDame #TV https://t.co/J5ECnHMXYy",tristeza
Suarez esta reventado y vuelve a ser titular a pocos días de jugar contra el Liverpool.... hay equipo como para darle descanso. #FCB #fcblive #LaLiga,otra
"Bueno, ya dejen de comentar, hay que repetirse el capítulo .... #Got8x03 #JuegodeTronos",otra
"Me da pena que se queme la aguja de la catedral de #NotreDame pero es que los franceses son retrasados, iba a acabar pasando con esa gente",tristeza
El último capitulo de #JuegoDeTronos ha sido sencillamente espectacular. Vaya final... la banda sonora es también brutal. Pero que le den un #razzie al de imagen (casi me dejo los ojos tratando de vislumbrar algunas escenas) #juegodetronos8x03,alegria
"USER Sus años en política doblan la edad de #GretaThunberg. Ha pasado por PP, PSOE y Ciudadanos. No creo, sin embargo, que usted esté confundido. Su conservadurismo es coherente a los partidos que dañan la tierra. Yo apoyo la ciencia, yo apoyo a USER y USER .",otra
"Lo que sea?...de que se trata ese ""Lo que sea""?...en verdad no sé, que tiene que ver una cosa con la otra?...creo que sólo tratas de generar tu show mientras en #Venezuela se sigue sufriendo con un dictador como USER https://t.co/Bd8GxMiR2x",otra
🎥 ¿Qué visitar? | Los 3 escenarios de #JuegodeTronos en #Bizkaia 👉https://t.co/zd2kTBIAoV https://t.co/PsDG6eHh8h,otra
"No ha habido daños personales... no hago más que leer esto. Solo un necio puede contemplar esta foto de Notre Dame en llamas y decir que no hay daños personales. PUES CLARO QUE HAY DAÑOS PERSONALES!! Cuantiosos y terribles daños personales. Hoy, todo el mundo llora. 😢 #NotreDame https://t.co/CvsiXluzhk",tristeza
"#NotiPost #30Abr Secretario general de la OEA USER manifestó su apoyo a la adhesión de militares a la Constitución: ""Es necesario el más pleno respaldo al proceso de transición democrática de forma pacífica"" #Venezuela 📸 USER / USER https://t.co/8PxZTiltJM",otra
"La lectura nunca va vacia, siempre nos deja algún conocimiento, gracias a los Libros por librarnos de la ignorancia #DiaDelLibro",alegria
Es una pena Venezuela. Pero así debía ser. Es la única manera. #VenezuelaLibre,tristeza
"Gracias a mi madre pude conocer #NotreDame en un viaje de reencuentro entre padre e hijo por Europa, el corazón se me hace pequeño cuando se ratifica lo efímera que es la vida... Hoy estamos aquí y mañana no...Más de 800 años de historia ardieron pero jamas el resultado del viaje https://t.co/ZprixhSowG",alegria
Y se ríe el cabrón. JAJAJAJAJA ME MEO #JuegodeTronos #VivePoniente,alegria
No se que cojones hacen dando voz al payaso éste. #ElecccionesGenerales28A,ira
USER ¡Ahora si que han perdido la cabeza Fanáticos Obradoristas! Quieren ir a #Venezuela a matar inocentes Pero que clase de tontos #LopezPierdeTerreno #AmloElFracasoPresidencial,asco
La mejor lectura para terminar este #DiadelLibro 👇👇 #NavegantesEnUnBarcoDePapel https://t.co/dZVtA7xE5t,otra
"Cuando acabe la temporada 8 de #JuegodeTronos voy a ver la serie entera (no de golpe, jajajaja). ¿Alguien más piensa hacerlo? https://t.co/Ijap39n1Ck",alegria
Lo de #JuegodeTronos ha dado tal giro que ahora mismo se me han ido todas las teorías a la mierda y hay alguien que da más miedo. OLRAIT,otra
"El presidente de Francia prometió reconstruir el templo, uno de los más visitados de ese país. #NotreDame https://t.co/WJVtnsg6qW",otra
#NotreDame | #Incendio en la catedral de Notre Dame en #París ▸ https://t.co/Ndp0a0Eyxe El mundo está conmocionado con el siniestro de una de las obras arquitectónicas más bellas de la humanidad https://t.co/R1S1LIxU6I,tristeza
manuela bolívar salud chacao iker casillas #championsleague 1ero de mayo pompeo #1may av cedeño brutal #trabajadoresporlapatria https://t.co/Hv2775bhsx,otra
"Tengo una sensación de miedo, intriga, preocupación por lo que está sucediendo en #Venezuela",miedo
es aterrador lo que esta pasando en #Venezuela se desato una guerra civil,miedo
"Hay tantas cosas chulas hoy. Por ejemplo, ir al trabajo en Fuencarral y Chueca y ver un barrio que respira con alivio, libre #ElecccionesGenerales28A #Elecciones2019 #ChuecaMadrid",alegria
"VIDEO | Dolor inundó los rostros de los parisinos, relata periodista tico en #NotreDame | https://t.co/uSNRz9F2Tr https://t.co/kDmd1xIfPy",tristeza
Enhorabuena vi el capítulo totalmente a oscuras. Una maravilla de producción. A pesar de los vacíos argumentales en el guión. ¡Visualmente es épico! #GameOfThrones #Got #JuegodeTronos,alegria
Messi no anda al 100% está al 200% #championsleague,alegria
NO PUEDO CON TANTA INTENSIDAD #JuegodeTronos,otra
Desconsolada me siento #NotreDameEnLlamas Todo mi apoyo!,tristeza
El golazo de #Messi en la #ChampionsLeague para decretar el 3x0 frente a #Liverpool y así llegar a los 600 goles #Messi600 https://t.co/dGE3U0eZgc,otra
Muy interesante para saber cómo se desarrollaron los acontecimientos antes de lo visto en #juegodetronos: https://t.co/GTQuNkVFgQ,otra
Eras la mejor y la + indicada para gobernar España. El PP lo ha jodido todo y tiene la culpa por no saber elegir a la que más votos podía reunir y borrar del mapa la izquierda que llevará a España a la mierda otra vez #ElecccionesGenerales28A #EleccionesGenerales2019   USER ,ira
Infierno controlado en #NotreDame; construiremos entre todos dice USER . https://t.co/SgbQF1jnGg https://t.co/P5gv7BDZC6,otra
Hay q ser bien CTM para mandar a morir al pueblo a la calle para después refugiarse en la embajada de Chile...Ratas malditas #Venezuela,ira
"Sr. Sánchez, haga caso a sus votantes: “con Rivera no”. #28A #EleccionesGenerales2019 #ElecccionesGenerales28A",otra
Y si el rey de la noche es el rey loco? #JuegodeTronos,sorpresa
Que animados están los del PP #ElecccionesGenerales28A https://t.co/51VU7BWKxL,otra
Probablemente es verdad. Lo triste es el punto sigue siendo la cantidad de gente que va a morir hoy en los enfrentamientos :( Será que logran algo? #VenezuelaLibre https://t.co/ibNOkNpOiY,tristeza
USER USER Tira pues un comentario épico Santi😁 #JuegodeTronos,otra
"Leer un libro te alegra el alma, te da conciencia de la unidad. Acabo de leer uno #DiaDelLibro",alegria
Me siguen llegando mar videos de la situación de #Venezuela. No puedo precisar cuando sucedió eso pero debe de hacer 2 o 3h horas. #VenezuelaLibre #VenezuelaSeRespeta #30DeAbril #VenezuelaEnBatallaYVictoria https://t.co/vnuNU80Un2,otra
La familia #Pinault y el grupo #LouisVuitton donan 300 millones de euros para reconstruir #NotreDame https://t.co/sDLHMQhJY7,otra
Incendio en #NotreDame https://t.co/jWoHZINpeb tesoros de valor incalculable que alberga https://t.co/cPYM9OanqR la catedral #paris BBC News Mundo https://t.co/302fG1Zx31,otra
¿Ha sobrevivido FANTASMA a la Batalla de Invernalia? #JuegoDeTronos https://t.co/QQAjHmMYiV https://t.co/iamQGmm3OE,sorpresa
"""Siempre hay alguna jodida interferencia que me hace dejar de lado lo que DESEO hacer..."" (en este #DiaDelLibro un fragmento del libro que más he disfrutado en los últimos meses: ""El Hambre Invisible"", de USER ) https://t.co/5a6qlsXN4y",otra
"11 minutos bien invertidos. Pequeñas acciones pueden evitar esta locura que se nos viene. Como dice #GretaThunberg ""un susurro a veces es más fuerte que gritar"". https://t.co/5Pj4v3SJI9 #climatechange",otra
"""Vivir sin leer es peligroso, porque obliga a conformarse con la vida"" Michael Houellebecq #DiaDelLibro",otra
EL MEDICAMENTO HERBOLARIO del momento activa el metabolismo de forma natural #Madero #Tampico #Dieta #BTSOnE #ChampionsLeague #YNWA #Fit #fitnessgirl #FitMom #MiercolesDeEllas #MiercolesDeBarbas https://t.co/bpuoM2NO15,otra
"Lo mejor de mi experiencia como Presidenta de Mesa: Se acerca una señora con una sonrisa de oreja a oreja y me dice “maja, tengo 102 años y vengo a votar con una ilusión bárbara” Entrañable no, lo siguiente #ElecccionesGenerales28A",alegria
Teodoro Egea vestido de luto riguroso #ppdeblacle #ElecccionesGenerales28A #EleccionesRTVE #eleccionesmediaset #eleccionesgenerales2019,otra
Siento pena y empatía por #NotreDame . Lamentablemente gasté la pena y ahora no me queda empatía por la destrucción de bosques y otras tragedias mundiales 🙄,tristeza
Esperando ansioso la postura de USER sobre #Venezuela y USER . https://t.co/Wodx5FoU9F,otra
pablo iglesias respira aliviado. La millonada por la seguridad de su casoplón la seguiremos pagando entre todos #ElecccionesGenerales28A #EleccionesGenerales #EleccionesL6,asco
"Con todo el respeto hacia todo el mundo, aunque quizás no se me entienda, solo tengo dos palabras: Pobre España. #ElecccionesGenerales28A",tristeza
USER Muy irresponsablemente el señor John Bolton continúa mintiendo sobre #Cuba en #Venezuela con la más absoluta frialdad y cálculo político para intentar engañar al mundo y a sus propios jefes. Este señor necesita ser cuidadosamente monitoreado y desmentido.,ira
"Al receso... USER le gana 1-0 a USER , con anotación de Luis Suárez que aprovecha a la perfección un estupendo pase filtrado, para empujar la de gajos a la red. #BARvsLIV #Semifinal #UCL #Champions #ChampionsLeague",otra
#ChampionsLeague Rakitic: “Estamos muy motivados porque tenemos con nosotros al mejor jugador de la historia” #BARLIV,otra
[VIDEO] Así fue el tierno festejo de #LionelMessi con sus hijos en la gramilla del #CampNou tras coronarse Campeón de #LaLiga 2018-2019. https://t.co/itu8jDWSWJ,otra
"Manifiesto mi enérgico rechazo a este intento de golpe de Estado del diputado Juan Guaidó en #Venezuela. Las crisis no se resuelven con golpes militares y eso lo sabemos bien acá en Chile. Por eso, me parece muy grave el apoyo que le está dando USER #NoAlGolpe https://t.co/vnDo2kDvnX",asco
Ferreras dando el escrutinio a cada minuto. #optimismo #cautela #Medaunchungo #EleccionesL6 #ElecccionesGenerales28A,otra
"Otro año ganando un equipo español, la puta madre #ChampionsLeague",ira
Lo que verdaderamente me preocupa : con estos resultados se les van a mejorar los trenes a los extremeños? #ElecccionesGenerales28A,miedo
"#Venezuela en La Calle y el CABRON INDIGNO de USER Guindando de Una ""BOLA"" de USER en su Incondicional Posición de ARRASTRADO y sin VERGÜENZA ya Militares #FANB Leales a sus Principios No Acatan sus SÚPLICAS a Favor del USURPADOR USER USER ",ira
Que funcional al gato es todo este tema de #Venezuela,otra
"#DíadelLibro Una isla perdida en el Mediterráneo que ha puesto sus esperanzas de futuro en la construcción de un complejo termal. Un día aparecen en la playa los cuerpos de tres jóvenes negros, que hay que hacer desaparecer USER https://t.co/qOYY7zMrhN https://t.co/SkzaA93LiA",otra
#Venezuela: Más de 400 mil niños han migrado por crisis en Venezuela. https://t.co/wrHtMdku1t,otra
"#ConRiveraNo grita la calle. Ojalá sea verdad. Cosas que tener en cuenta y no dejar de vigilar, esos peligrosos 24 escaños, pero una buena noche. La izquierda se ha movilizado por fin. #NoPasaran #SiSePuede #ElecccionesGenerales28A",otra
Que a gusto me voy a dormir sabiendo que mañana no tendré que salir a la calle con esto puesto... #ElecccionesGenerales28A https://t.co/WEVzlHXMdq,otra
"#ElecccionesGenerales28A El #PSOE gana las elecciones y el #PP obtiene el peor resultado de su historia, con el 75% escrutado.",otra
"Dios querido, protege a Venezuela y a todos sus habitantes,y a todas las personas en el planeta tierra. Mi corazón se rompe cuando veo todo el sufrimiento y la desesperación de un país. #Venezuela USER USER USER USER USER USER https://t.co/SvRQljlCMH",tristeza
"Página guardada en favoritos y directas a la librería. Hoy, #DíaDelLibro, apuntamos los títulos de las novelas más adictivas de la temporada. Estos son nuestros imprescindibles. https://t.co/cCnmdWgwXO https://t.co/sZfBrlzj3S",otra
Según USER Messi es el 5to mejor jugador del mundo. 🤣🤣 #francefotball #messi #fcbarcelona #laliga #balondeoro https://t.co/ZGd1z0L2F8,sorpresa
"Qué gran tragedia #NotreDame, es una pena que tanta historia y cultura de la humanidad se desvanezca en un abrir y cerrar de ojos 😓",tristeza
"#DiaDelLibro, la mejor conmemoración. Lee un libro... https://t.co/yC4QOF6F7o",otra
"#notredame #paris #france Fuimos hace tres años y me pareció impresionante, su historia y todo su interior. Entramos varias veces pq siempre se… https://t.co/6abYLeRPgu",alegria
"Y si, siempre se cumple la inexorable “ley del ex”, el 9 USER #ChampionsLeague",otra
No puedo creer que festejan que se incendia #NotreDame https://t.co/e7NDVvJFYi,sorpresa
en cataluña todo bien nada mal #EleccionesGenerales #28A #ElecccionesGenerales28A https://t.co/c54VI2P5wm,otra
"Que brutalidad de capítulo, que brutalidad #JuegoDeTronos #PorElTrono #VivePoniente",sorpresa
"El olor del papel, el pasar las hojas y verlas crecer cuando se acerca al final siempre será un placer #DíaDelLibro https://t.co/1Rn7LiFR3h",alegria
Mano grosera del central de USER #ChampionsLeague USER ,otra
Menudo abril terminamos.. Primero #AvengersEndame Después los #socialistas ganan las #ElecccionesGenerales28A Y por último #episodio3 de #juegodetronos8x03 Solo ha fallado la liga ganada por el #barca y hubiera sido redondo... PD: #felicidades al #Barca y mis amigos #cules,alegria
Los militares siguen pidiendo asilo a países vecinos. #30Abr #Venezuela https://t.co/6lhrzc6Pyx,otra
"""Una niña 👧🏽 Un maestro 👩🏽‍🏫 Un libro 📕 Un lápiz ✏️ ...pueden cambiar el 🌎"" En el #DíaDelLibro recordamos las palabras de nuestra Mensajera de la Paz, USER , defensora del derecho de las niñas a la educación. https://t.co/2hZzWMk5Dm #ObjetivosMundiales https://t.co/Ae7pJKsACA",otra
ARYA ERES LA PUTA AMA #JuegodeTronos,alegria
Canciller de #Venezuela niega golpe de Estado; asegura que USER opera bajo órdenes de #EU https://t.co/ZtqNt6ctrA,otra
"Para muchos el incendio de #NotreDame es algo lejano, pero a mí me duele perder lugares así en el mundo. Triste perder vitrales góticos de semejante antigüedad 😓",tristeza
"Dice mi tia (la sandi) que en #Venezuela no esta pasando nada, que todos son ""fake news"", que maburro esta mas apoyado que nunca por wl pueblo. O sea, ella ve CNN y dice que es falso. 🤦🏽‍♀️",otra
Cómo se queda Edwina a las 4 de la mañana tras ver el tremendo capitulazo de #JuegoDeTronos ? https://t.co/h938ZvFXAS,otra
¿Dónde está Nicolás Maduro? #Venezuela,otra
Lean este imperdible Hilo de USER sobre la construcción y la estructura de #NotreDame https://t.co/SiDrxleMbg,otra
La mejor noticia que dejaron las #ElecccionesGenerales28A en #EspañaDecide https://t.co/DNL9g82tDo,otra
