text,emocion,label
"@HistoryLA Muy lamentable, 😭",tristeza,2
@nahuivan15 innecesario comentario en mi opinión. Es q me ponia nerviosa man ataje mas q vos. 1 solo gol me hicieron,ira,0
@JonaaJuarez Ya veo que estás re cagado de hambre porque te comiste la h jajajajajaja  ,alegria,3
Tb a cuando mi hermano le atropello a mi hermana el pie JAJJAJA,alegria,3
Mami rol tuvo una pesadilla... y aquí estoy,miedo,1
@lilycaulfield que cuando estas deprimido severamente no se te ocurre algo tan simple como decir QUE PENDEJADA ESTOY PENSANDO,tristeza,2
"El sábado andaba como pico y las pibas de tango me trataron re bien, re cariñosas. Parece que tengo que andar así, para que me traten bien ",alegria,3
@vicky_rayada Nambre como crees? Sabes mucho más que los que se dicen periodistas👉 (Víctor Hdz)👈 ,otra,6
Creí que dejar de fumar weed durante el día me haría sentirme less shitty y más productiva pero veeerga es demasiado aburrido estar sobria,tristeza,2
"Se duerme el enano y ya no se que hacer. Despertate ,dale,no ,mejor seguí durmiendo 😅",alegria,3
Cuando escucho a Naranjito la ira se apodera de mí. Al final tendré que ignorarlo completamente. Mi salud es lo primero.,ira,0
Recién @jlespert recordó que la última vez que vistió a ML fue en noviembre de 2001 ,sorpresa,5
@MariferBanda ??¿ me siento ofendida,ira,0
@pablopecaro @poderAGMX @arnemx @arelibiciteka @banquetalibre @LBallesterosM @ReyPeatonCDMX @Peaton_No A pesar de que mueran ciclistas.,otra,6
@mannolly Mi tia esta orgullosa de ti y de @manuelcastillol yo tambien la extraño hasta cuando me regañaba!,alegria,3
Asi cuando le dicen a la orquesta que estará el alcalde de Valencia y de Puerto Cabello..... ojoi ojoi ojoi! xD #Ironico,asco,4
Tremendo estalcaso con mg incluido jaja,alegria,3
"—Feliz día de la amistad, mí estúpida. @H0LYEMMS",alegria,3
"@EspiralCanal11 que tema, esta muy bueno y casi no se toca entre nosotros los hombres por temor a ser criticado",miedo,1
Que aburrido mi dia del amigo!!!,tristeza,2
Si me gusto la feria 😍,alegria,3
Este dilema financiero me tiene con una zozobra tan brava.: me siento pensativo,miedo,1
Ahora si a dormir.. Mañana temprano viene mi amiga! 😀,alegria,3
"Lamentablemente ""por uno pagan todos"".",tristeza,2
@Pezonia Así será querida Natalia ,alegria,3
“El batir de las alas de una mariposa puede provocar un huracán en otra parte del mundo”… #TheButterflyEffect,otra,6
"EXPECTATIVA:  —Cuando hablemos le voy a decir esto, le preguntaré esto, hay tantas cosas por hablar  REALIDAD:  —¿Y qué más? —Bien  —Ah ya 😅",alegria,3
Pocos pero los mejores. ¡Feliz día!,alegria,3
¡FELIZ #DiaDeLaIndependencia COLOMBIA! 😎😎😎😇😇🙌🙌🙌🙌🙌🙌🙌 @eldiariodedross @GermanGarmendia @JolinboYT,alegria,3
"#MeEmocionaQue Publiquen fotos antes, durante y después del ejercicio, y si hay video, mejor. #Sarcasmo",alegria,3
@muriodeasco es re gracioso ver saludos de compañeros de la secundaria que si ahora nos vemos agachamos la mirada para no saludarnos,asco,4
Estoy de suerte este otoño. ¡Se llevan los puntinos blancos sobre fondo negro!😍 Hoy añadí a mi colección un pantalón y un cinturón. #Feliz🙆,alegria,3
"@YoSoyAlita Amiga sería mega genial que puedas ir a ese lugar el 26!🙈🙊, esperemos que si se cumpla tu deseo!😉",alegria,3
"Cuando era chiquito queria ser Jimmy Neutron, y ahora voy a estudiar animacion.  ¿Dónde quedaron mis sueños? #nostalgia",tristeza,2
—Tengo miedo. —¿De qué? —De que te canses de mí. —¿Tú te cansas de respirar? —No. —Pues es lo mismo.,miedo,1
"Y tu libro dice eso.  —Sus labios fruncen hacía dentro para luego separarlos con un chasquido.—  No me tomes del pelo, amigo.",ira,0
@JSalazar9 Nah es entretenido sacarlo de sus casillas...,alegria,3
"Mis viejos recien ahora me cargan por algo que paso hace como dos días, ya se de dónde salí tan colgada ",ira,0
Todavía tengo amigos que me quieren como soy.  ¡Feliz día del amigo!,alegria,3
Yo me encargo del presente el futuro es asunto de Dios ,otra,6
"@Norwichtty Buenas, señorita. Algo aburrida, usted?",tristeza,2
Cabeza e' mango està perdido. La Humanidad en vilo porque su reserva intelectual està en peligro...,ira,0
En mi trabajo hay una app donde  nos tenemos que dar estrellas entre compañeros.. #BlackMirror #IsHappening 😱🤔 ,sorpresa,5
"Dime si es verdad, me dijeron que estás cansado #SebastianVillalobos #PDCs #KCAMexico",otra,6
"@salvaoret pues ya, cargar con un disgusto sin garantizar solucionarlo para la siguiente... :(",tristeza,2
"Ah, pues después de esto súper arreglado, no? #ironía",otra,6
Cierta oscuridad a veces es necesaria para ver las estrellas. 🌌,otra,6
EL GATO EN SU CONDICION ; CREE QUE TOD@S SON IGUALES .. A EL / ELLA .. #SARCASMO #REAL,ira,0
Mucha presencia policial en estación Constitución y aledaños desde ayer. ,otra,6
Cada vez que tengo que caminar y podría estar manejando el auto me enojo conmigo misma,ira,0
@Valeriatulip para que causan escalofríos  mas de uno salió a ponerse un suéter 😂,alegria,3
Los sueños no se deben quedar sólo como sueños! Hay que hacerlos realidad 🌟👑🌼💧#Feliz 😊,alegria,3
el que se fue de la silla perdió su villa,otra,6
Yo también 🙁,tristeza,2
No puedo esperar a que sea mañana y ver el súper drama que habrá en mi salón ,otra,6
"La reflexión que nos deja el video de silvestre es que, A Otro Nivel es otro programa de la televisión Colombiana que es pregrabado. #Triste",tristeza,2
Es que no existe temor cuando se prende el corazón...,otra,6
"#MiSolucionParaElInsomnio la verdad tengo unas pastillas del terror ZAVIANA FS 12,5mg hipnótico va directamente sistema nervioso central 💤💤💤",miedo,1
Y daltamos se um susto,miedo,1
"Zuckerberg como no me venís a tocar el himno de la alegría con la quena, guampudo.",alegria,3
Tomando birras porque por un tiempo muy largo no voy a poder #Tristeza 😖🍺,tristeza,2
@CaracolRadio Deberían destinarle esos recursos al @sitpbogota . #Ironía #Incentivanelrobo,ira,0
@Sr_Carlitos_ Tu me llevaste al lado oscuro 😏,miedo,1
El enojo me puede durar ufff🙄,ira,0
Me acabo de comer mi último pedazo de pastel Red Velvet con una copa de vino #AdiosSemanaCumpleañera #HolaDetox ,tristeza,2
"@BullDeMielda ""Sabes que no me ha bajado la regla, eso me tiene preocupada"" me dijo.",miedo,1
"@ManuelBartual Ah no, se viene contigo? ",otra,6
@MissJuliaOrwell @yosoyene @ociotextual @Stacy_Nguyen_ Creo que entraste por gusto. Sin albur.,otra,6
@GenPenaloza y el primero q corre es él pero para esconderse,miedo,1
Hasta ahora me desocupo ,otra,6
Deje el cargador completo del celu en el bolsillo del pantalón y lo pusieron a lavar #Miedo,miedo,1
Puede que le gusten a @Dabeeche ,otra,6
#NowPlaying No me importa [cBH] - Thony y su Orq. Peligro,miedo,1
"@AmorAlArte_ No nada, ya habíamos quedado en algo y usted ya perdió JAJAJAJAJAAJAJAJAJAJA",alegria,3
"son como Juan Carlos sacando una tirada de engaño tres para envenenar a alguien ""toma este veneno DIGO... ESTA FANTA""",asco,4
"@_itsdesconocida Lo se , eso es lo importante jajajaja ",alegria,3
Que lindo saber que hay gente que me quiere por como soy y a pesar de todo seguimos adelante con la amistad..,alegria,3
Claramente soy muy ansiosa.,miedo,1
Me caga irme enojada a dormir,ira,0
"Ira y ódio, mucho, Las cuatro d de batalla.",ira,0
"@olvihormigos Pues nada, el CM a la calle. Más de uno sabría hacerlo mejor sin ofender a nadie",ira,0
Les juro que los teragrip ultra cachuos del horror forte noche siguen sabiendo a agua sucia.,asco,4
"A mi familia le debo todo, desde mis fracasos hasta mis triunfos. #Fav #RT #FF #UnaVidaPk #felicidad #familia",alegria,3
"@Abelaits  Tengo los huevos como los independentistas radikales: ""Llenos de amor"". #Ironía^2",ira,0
Pero no se puede dejar de amar de la noche a la mañana ... o si? 😭,tristeza,2
0:01 veo en ti la oportunidad de sonreír de nuevo.,alegria,3
"La felicidad no consiste en todo tener, sino en saber sacar lo bueno que te da. #Fav #RT #FF #UnaVidaPk #felicidad",alegria,3
"@MariaSharapova preciosa cómo siempre , pero tu rostro es de preocupación o cansancio ?😞",otra,6
Tremendo pelotudo! Lo hubiera dejado ese sabado solo),ira,0
@NathalieeParraa Tranquila después de la noche más oscura llega el día más brillante,otra,6
Pero te encanta ver jaja #irónico 🙄🤔,alegria,3
"Y me acuerdo que a veces me daba rabia pq no me hablaba, pasaba semanas ignroada por el pndejo y luego no recuerdo pq nos hicimos más unidos",ira,0
@Alealex78 @MVivasf @moniquelatil @Elenitavip JAJAJAJAJAJAJA TIENE OJOS DE BORRACHA LLORONA.!!!,alegria,3
@poxoleytor Cagamos amika ,ira,0
@vegetta777 Si vegetta espero y no sigas enojado ay personas como yo q disfrutaron del video💘💜😍,alegria,3
@Duarteeve01 Jajajaja pongamosle que si ,alegria,3
Aquí el más depresivo.¿,tristeza,2
@moises32g Orale va se juega Pero no empiezas de gay,ira,0
No hay mal que dure 100 años ni cuerpo que lo aguante!!! Gracias a muchos por su preocupación 😽😽😽,alegria,3
@GD_MikyFC a ese paso no tendran NADA 😥,tristeza,2
Que manera de cargarme de risa en ese baby shawer. ,alegria,3
@AllDiscourages_ Por tu culpa me he acordado del crush y #tristeza,tristeza,2
Que tristeza prros. 😔,tristeza,2
Tardé más esperando que se calentara la empanada que lo que duró la pelea entre ellos JAJAKJASDFM.,alegria,3
Hay tanta gente en el estadio que pensé que estaba jugando el gato jajaja 😁😂 #sarcasmo,alegria,3
Una de terror 🙏🙏🙏,miedo,1
😍😍😍😍😍 Hay Diossssssss... me va a enloquecer!!!!!!,alegria,3
Ya ni se por donde empezar. 😥,tristeza,2
Fav si qres una ft mia muy feto y graciosa,alegria,3
"@kareen_sh Super si Bebé, el viernes, hay peda con Alda🙊 Yo más forever, eres la más divertida JAJAJAJA💓",alegria,3
"@NoTodoPasaTyC @Diego_DeGregori @LombaCaruso Y si, juega en milan. Vangioni también y Heinze jugó en el United y en el real. No jodamos",ira,0
Tengo las conversaciones mas interesantes con el. 😊,alegria,3
Se cortó la luz. Alguien va a dejar de estudiar que alegría,alegria,3
"Uy lpm que miedo, espero que no sea nada grave",miedo,1
"Debo ser la única persona que en vacaciones se llena de trabajo porque lo elige... acá ya estamos en el sobre, cansada y feliz 🤗☺️",alegria,3
@atomicbold Gracias! Buenas noches ,alegria,3
Tengo mucho miedo.,miedo,1
"#BonusPop No puedo creer la partida de Chester Bennington, vocalista de Linkin Park. Fuiste una luz que iluminó este mundo tan oscuro😭",tristeza,2
@ManuelBartual Cómo se puede dormir si supuestamente ves a un hombre mirando hacia tu balcón to quieto ,miedo,1
@SwxrdOfLight Pero.....¿cómo no...? —Le mira con su ceño ligeramente fruncido sin entenderlo.—,sorpresa,5
Y fue en ese momento donde me Di cuenta que perdí lo único que me hacía sonreír día a día :(,tristeza,2
Tengo un mal humor encima y no se por qué,ira,0
Me comí el cereal ya ,otra,6
#PereiraEnVivo.   A esta hora congestión en la vía Pereira Santa Rosa por causa del trágico accidente de tránsito que dejó una mujer muerta.,tristeza,2
tengo un sueño cb y Edwin sigue hirviendo huevo,ira,0
"No soy tonta, no soy mala y no soy cobarde.",ira,0
"4 dias pros 18 , ansioso talvez",miedo,1
Yo solo quiero que sea invierno para que se empareje el color de mis brazos con el resto de mi cuerpo ,otra,6
"realmente no los trato mal ni soy mala pero basta que lo haga una vez para sentirme de lo peor, pero en serio no es mi intención",tristeza,2
"#MeAlegraElDía Una sonrisa especial, de una persona muy especial.",alegria,3
@A3Noticias Que bien se lo pasan en Cataluña!! El pais k yo quiero!!! #ironía,alegria,3
@sigridalegria Siempre brilla la #Alegría 😉,alegria,3
como odio dormirme así enojada,ira,0
"También se antoja que me haga suya la dvd, pero ese ya es otro asunto 😊",alegria,3
@miledelval La dicha se repitita?,alegria,3
"@Rubensalazar02 visita villa del cielo bajando por mi vaquita, una pelea de ayer que solo puede ser noticia en cartagena hoy, sin licencia!",ira,0
No hay momento mas nervioso como cuando vas a ver si entraste a la facu o no,miedo,1
"Hoy ceno café, amargo y solitario café.",tristeza,2
Me da rabia mñ.,ira,0
@maneSC290_ Yo lo hago por gusto homs,alegria,3
Fluye la desilusión  Muda desesperación  Pero todo tiene alivio  Menos el decir adiós <3,tristeza,2
"Mas allá de como juega, se nos va una amiga, entiendan😐",tristeza,2
su papá se irá para allá y el ira un tiempo,otra,6
@SKabecheTV En todas te ves genial,alegria,3
Soy hambre 24/7 ,tristeza,2
estoy viendo encantada por milesima vez y por milesima vez dije que estaba enamorada de patrick dempsey,alegria,3
Estoy emocionada af porque el viernes voy a ver a mis amigos los darkies de la prepa y haremos una pedísima. 💕,alegria,3
Una sonrisa puede ocultar mil emociones,alegria,3
@elenasmirnov8 @IsraelXVL0L estas preocupado por el ?,miedo,1
@LaMaribe_ @VanessatLAW cierto tb.Vive enfadada. eso es verdad,ira,0
"Le dije a mi papá que le ponga los punto a sus jugadores, con la mirada me dijo todo ",ira,0
"Hace 2 días quiero ver a mi novia y no puedo,tengo una amargura una cara de orto.. ahhh pero 2 birras más y le sonrió Hasta al matambre jaja",alegria,3
Hay tanta timidez en mi cuando se trata de ti.,otra,6
"@pardodevera @palzaga Pues está muy claro lo que ha dicho, y decir las cosas como son no es faltar a la verdad ni ofender a nadie.",ira,0
"@SimbaRella40710 Jajaja nono ,solo que asi es mejor porque no se repiten ",alegria,3
¡FELIZ 20 DE JULIO!,alegria,3
¿qué tan cobarde soy si no quiero pasar a despedirme?,miedo,1
"Yo indignada en 2017 por series de 2007, la película. Ah no, que seguro que la quitarían también.",ira,0
Y toda la NFC norte perdió hoy 🙁 #NFL,tristeza,2
"No alardees si un hombre comprometido está tras tuyo, eso le sucede a cualquiera; siéntete orgullosa cuando lo RECHACES a pesar de quererlo.",otra,6
Estoy pensando en esos segundos pisos que hicieron para salir de la CD.MX. hacia el sur... #miedo,miedo,1
"Airaos, pero no pequéis; no se ponga el sol sobre vuestro enojo,ni deis lugar al diablo. (Efesios 4-26,27) Hermanos Cristo Les Ama y Perdona",otra,6
Mañana es festivo y quiero pasar todo el día viendo películas tristes.,tristeza,2
Que hago leyendo eso jajajajajaja que horror,alegria,3
"#DeColombiaMeGusta Las Mujeres, La humildad, La Alegría Colombiana, La Bandeja Paisa Mijoooo🇨🇴",alegria,3
ufff cuando vaya con luna a capi me llevo el parlantito y a full los red dios que nostalgia,tristeza,2
Solo de abrir Facebook es una depresión masiva la que me invade... *toxico* 😒,tristeza,2
@MundoQuemero habia una cancion que decia  HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON,alegria,3
@axelgxmxnxz Indignación cuando me enteré,ira,0
"@edusadeci es correcto, pero es ilegal… en cualquier país ",otra,6
@potterfxck que susto!!!,miedo,1
"@maria208055 @tonysan777 Yo solo os acompañaré una semana, pero os animaré la que os queda!",alegria,3
@ObservadBinario Es preferible salir por Cúcuta. Por Maicao es demasiado peligroso,miedo,1
#Terror El primer día mató al gato y se dedicó a cazar moscas para alimentarse El segundo día saltó sobre su mujer y quiso enlularla en tela,otra,6
"aunque estoy muerta y quiero dormir mil años, voy a extrañar tanto la rutina de levantarse temprano para excursiones ",tristeza,2
Que mentiroso es Facebook como puede decir eso de mi nombre: me siento preocupada,miedo,1
@dou_meg Que alegre! En fotos no se logra ver mucho pero es en las esquina y creo q pronto morirán jaja,alegria,3
No guardo ni rencor ni resentimiento 👌 se que la vida siempre todo vuelve y es un karma ala ves 👍,otra,6
Estoy tan aburrida😩,tristeza,2
@selene_pauluna Espero valga la pena!!!! 😅 😅,alegria,3
No estaba ofendido? ;),sorpresa,5
@Vale_oliv Si eso es lo lamentable que es tarde para ayudarlos y terminan así 😢,tristeza,2
"Que genial esas personas que no llevas ni 10 minutos hablando y ya te habla con altísima confianza, aguante la gente confite caretas",alegria,3
#CaniggiaLibre que pelotudossss jajaj los amo ,alegria,3
Me siento tan desanimado de todo... Supongo que algún día esto me tendría que pasar.,tristeza,2
Este es un mensaje encriptado y sólo las personas con coeficiente intelectual lo pueden leer.  ,otra,6
Lo malo es que las personas no quieren salir conmigo 😟,tristeza,2
A ver cuál de mis amigos se la juega con un chocolate? ahre jajajajajaja,alegria,3
Odio usar el celular cargando es como que me envenena mucho ,ira,0
@ranitadh Muchas Gracias por tu preocupación y me estoy cuidando 😊😘😘,alegria,3
"Una locura, baila orgulloso, hoy se presenta este corazón alegre y caprichoso",alegria,3
@oficialHASSAM @Avianca Unos pocos como paralizan el país #ironía,ira,0
ok ME CANSE D ESPERAR voy a dormir #enojada #estresada #indignada,ira,0
30 grados a las 21 de la noche. 2 de Octubre. #paraísoSevillano #ironía,otra,6
No es verdad lo q me esta pasando... q he madrugado para una hora de clase solo... yo me mato ,tristeza,2
"Una casita en la lunaaaaa ,con otro de fortuna bebeeee",alegria,3
Ains quiero hacer el reto de los 30 días de Américan Horror Story,otra,6
@camitalaveraa si sos un fracaso ,asco,4
"Tragos de amargo liqor, que no me hasen olvidar Y me siento como un cobarde ,que asta me pongo a llorar",tristeza,2
Programar esa alarma me da justo en lo perezosa.,tristeza,2
Tu eres mi felicidad #SebastianVillalobos #PDCs #SaaKTrendy #KCAMexico,alegria,3
"@Limzul @Jotaderos Jajajajajajaj ai que lloro, no se ve en la foto pero no lleva zapatos y lleva sus calcetines motivaciones ",alegria,3
La estrella más grande y brillante eres tú 👼,alegria,3
"#GÉMINIS: ¿que por qué eres el mejor signo? porque sin ti, todo es más aburrido de lo normal, das esa chispa de locura a cualquier fiesta",alegria,3
De las derrotas salen los mejores versos. #Ironico,tristeza,2
No consigo recordar si era en #Barcelona donde tuvieron que poner cámaras para evitar violencia desproporcionada de los Mossos #Ironía,asco,4
¿A cuántos habrán mandado a la FriendZone hoy?...: me siento pensativo,otra,6
"@roxinda @AngeldebritoOk Déjalo, está aburrido... 🙄",tristeza,2
Siempre que estoy enojada no puedo dormir en paz. 🙍🏽,ira,0
@millarayfgh Que eres chistosa😂😂😂,alegria,3
@Arg_GOT Para mi está enamorado de Danny o le prometió algo a Cersei que no sabe si va a poder cumplir. ,otra,6
really paula chaves es una de las mejores modelos de arg con esa walk? lamentable,asco,4
Policia abajo de mi casa con un tío #miedo,miedo,1
@Paloleichona @alfredodelmazo Te pasas jejeje ,alegria,3
tengo mucha ansiedad de nunca poder hacer nada con mi vida y además mi autoexigencia a ser super inteligente me parece de hija de la mierda,miedo,1
"Tengo un corazón terco, tonto, raro, impredecible, temeroso y muchos defectos más; pero que sabe amar como pocos aman",otra,6
"@revistababar @Lecturalia @magelsa2 ¡Madre mía, ruido y la furia con 5 años! Con lo que me costó leerlo a mi con 40.",sorpresa,5
Bueno... todos son unos malditos idiotas. Ya entiendo el resentimiento #Feminazi,ira,0
🙏 dios esta conmigo 😞💔: me siento deprimida,tristeza,2
"—Sonrisa victoriosa y un gran beso a la tabla, su preciosa.",alegria,3
"@BernalCH2 ODIO esa tontera, es igual de cansado 🙄",ira,0
"Entonces te das cuenta que no es quien te mueve el piso, sino quien te centra ",otra,6
¿Juega desde ya?,otra,6
Que rabia con este guri,ira,0
"Hoy te das cuenta quien si se acuerda de vos y quien no, que agradable de día",alegria,3
@Daniel_lgp Jajajaja tenes que buscar un nuevo mecanismo para secar tenis entonces. ,alegria,3
@VichoDiazArt Wajajajajajaja ohhh está para meme esta imagen xd! La leo y muero ,alegria,3
"@pajeranger Ay si, automaticamente al leer el mensaje más frívolo del mundo algún depresivo seguro se salva jajaja",alegria,3
@doctorconejo ¿ Qué?   ¿ A cualquiera le pasa no?  *escondiendo la tercer crema para peinar* 😅,otra,6
"Este se la da de monje y es terrible pelotudo, y ella le habla.",ira,0
Me hacen mucho bien esos videos jajajaja ,alegria,3
@_anapastor_ Bonita España... 😑 #ironía,otra,6
"No es por ser pesimista, pero algo en mi me dice que esto ya valió verga",otra,6
@Dianitha3 ¿Esto también será de familia? ,otra,6
Que finde tan largo y tan lindo 😊,alegria,3
Este año me tocará ir sola a la Convención de DB 😬 Vamo a conocer otakus ,alegria,3
"Ayer me fui a dormir peleada con sofia,hoy me levante y tenia un audio de ella como si nads hubiese pasado,les juro q la amo💜",otra,6
"Pero me aguanté y me intenté volver a dormir y me levanté como a las 6/6:30, y ahora estoy cansado y furioso",ira,0
Que mi novio se informe de que odio esperarrrr 😤😤😤,ira,0
Amar la soledad hasta el fin del mundo ,otra,6
"@AlfonsinaVin Gracias loca! Vení al brindis, estoy con algunos amiguitos. Me pintaron la calle rre nerviosa estaba jeje",alegria,3
@ViviendodelasP un cago de risa esa escena. tambien la de burbage con molly y cuando agnes recibe a marlowe.,alegria,3
"Estar lavando a esta hora, debe ser un delito ",asco,4
@MilagrosLeivaG por favor a cambiado hay peligro por q sus hijos ya estan fuera del pais.,miedo,1
@Jipstaah Suerte que ya soy papa casada ah,alegria,3
Lamentable pérdida la de Chester Bennigton vocalista de Linkin Park QEPD.,tristeza,2
ENCIMA AHORA TIENE PELÍCULA EN SOLITARIO 😵🔫,otra,6
@MayrhenMaria Nosotros a pesar de ser invisibles; en.mi caso te amamos por tu autenticidad!! Adelante; la Armada te respalda...je.😉,otra,6
"@DragonMaidSucks genial, ahora me explico, esa era una imagen que era para apoyar tu ideología xd",alegria,3
Ni en las encuestas pedorras con un emoji tengo suerte,ira,0
"@FranciscoOyar19 Yo no pero ya no mas twitter, nos leemos ",otra,6
Había olvidado todo eso del zika y chiconguya y andaba bien vergas sin repelente hasta que me tapizaron de piquetes y mentró'l susto.,miedo,1
"Ser feliz no es tener una vida perfecta; ser feliz es reconocer que la vida vale la pena, a pesar de las dificultades.",otra,6
Programación de la Cuarta jornada a realizarse el día de hoy jueves 20 de Julio. Suerte a todos los equipos👏👏👏 @SecryGamer @seba1746,alegria,3
Meraaaaaa vossssss juajua ,alegria,3
Me volveré amargo si un dulce  no toca mi corazón,tristeza,2
@LauCuk ¿Lo escuchaste evocar su última visita? Fue en noviembre de 2001 ,otra,6
Me dejo tan lleno de rabia y rencor,ira,0
¿Te ha divertido el día de hoy? #bot,otra,6
"A dormir, 1 fav = 1 pesadilla",miedo,1
Quien te ama de verdad cuida tus  sentimientos y su prioridad es hacerte feliz 24/7.,alegria,3
@mtzmariana5 Aun no sabe ? Le ira bien !,otra,6
@mariobautista_ Ya me imagino la carita de felicidad de estrellita al verte ❤️ eres una persona increíble nunca cambies ❤️,alegria,3
Que graciosa la gente que flashea ser raro y estar mas allá de todo y no se dan cuenta que son las personas mas comunes del universo,alegria,3
@Arteem @camilocnn Simplemente era una inquietud no voy a entrar en controversia gracias que estés bien,ira,0
"ESTÁN LLOVIEEEENDO ESTRELLAS EN NUESTRA HABITACIÓNNN MOJAN DE LLANTO, MI CORAZÓNNN",tristeza,2
Me rechoca este wey 😠,ira,0
Donde tas mi @PulgarinMaite ....toy 3 veces desanimado...un saludito tuyo me reconfortara!!!!,tristeza,2
Esta madrugada se me esta haciendo eterna ,otra,6
@DebRyanShow #Rayito hay un ligero punto donde ya parece trabajo de tanto que publicas y deja de ser divertido 😥,tristeza,2
@AngeldebritoOk Por favor que cosa horrible,asco,4
Próxima semana al casino $$$$$ #Suerte #Miedo,miedo,1
ay nooo que horrible... me acordé cuando me pasó lo mismo hace como dos años ajjajajajaja,alegria,3
Mi hermano es un boom en Instagram 😆 toy perdiendo plata creo,alegria,3
"""No le puedes decir a los chilenos que va a haber gratuidad y dar la sorpresa que es 60%"" @marcoporchile en #ElInformante #PresidenteMarco",ira,0
@PaabloCarballo @felixsquash @LucasCsir23 @NicoFl2015 @leoferro5 @YamiLaCsir Nervioso yo??? Te pica el culo porteño. Amarguísimo,ira,0
"El mate, amargo La milanesa, frita Se ama, se dice Se extraña, se llama La tanga, se corre",alegria,3
Planeaba dormirme temprano pero están pasando Encantada en Disney Channel😘,alegria,3
"Me sale re piola hacer enojar a Eve,pero despues para sacarle el enojo te la debo.😂💞",alegria,3
@Juan33Martinez Te fuiste al carajo ,ira,0
"@m_gerardo12 No, yo quiero que el equipo mejore en la cancha. Ahora, si se pierde y el equipo juega mal, habría que hacer una evaluación.",otra,6
Esta semana si me e cansado pero todo esfuerzo trae sus frutos,otra,6
Vengo d mi antiguo insti dond estudié bach d artes #Getafe #antoniolopez #nostalgia #Rabia al ver q se lo están cargando al no darles apoyo😡,ira,0
Al pedo pongo alarma si la apago y sigo durmiendo 💁,otra,6
Sin tomar un migral cdo me duele la cabeza no se q haría 😥,tristeza,2
Me paso de bueno en serio...,otra,6
Como cuando a algún man le parece súper linda una vieja y uno le daña la ilusión mostrándole todo el Photoshop que usa ,otra,6
Miedo profundo. Con tontito uno y dos. @lionardosofia faltas vos! 🙇🏽‍♀️,miedo,1
"Tengo el pelo horrible, cuando cobre me voy a comprar hasta lo imposible para tenerlo hermoso",ira,0
@anasof_cg Casi 10 años de entretenimiento gratis 💁🏻💗🤘🏼#YoNuncaHeLlorado #SoloElla,alegria,3
@diegsquiros La línea del irrespeto en este país sólo puede ser cruzada por los libres de pecado #sarcasmo,otra,6
"@VidaModernaOML Es el ""BUF MADRE MÍA QUÉ OFENDIDO QUE ESTOY"" sin entender absolutamente nada de lo que estás viendo.",ira,0
Los comentarios sobre España en Instagram son tan interesantes como leer La Razón #ironía,asco,4
Gracias al Lcad Segundo Hinojosa Cruz por la invitación al grupo la alegría del vivir,alegria,3
Tenía mucho que no me ponía tan nerviosa al hablar por teléfono.,miedo,1
Ya los vans ahora ahorrar 110 para los suede😂 suerte Lorena😩,alegria,3
@Brendaa_C Todos chiquita....todos 🙁,tristeza,2
Je q bueno esto d hacerme la ofendida y tener lo q quiero 👐🏼,alegria,3
Ya cansan con sus intentos de insulto jajjaja besos,alegria,3
Me siento muy bendecida por Dios ,alegria,3
Me gusta porque son mi segunda opción en todo momento que yo me enojo jajajaja,alegria,3
"Cuando se vayan a montar en el carro no activen la alarma a distancia, hacerlo lo más cerca posible siempre viendo hacia todos lados.",otra,6
como sabrá que la amas ahre estoy viendo encantada,alegria,3
Igual vieron que HORRIBLE ESCRIBIR CON ESE LÁPIZ DE MENTIRA EN ESE COSO AZUL ALTA LETRA DE MIERDA TE SALE,ira,0
"Me kga la verga que no cuelguen la llamada en cuanto digo adiós, súper incómodo tener que esperar a que cuelguen, gastan pila.",ira,0
No hay terrorismo en Araucania dice @marcoporchile en @elinformanteTVN  muy de acuerdo contigo!!!,otra,6
@josecuellar93 JAJAJAJAJA cerote si supiste como cagarte en mi tweet de optimismo,alegria,3
Qué amargo sabor a despedida todos los momentos musicales del #DesayunoDeLas10 de esta semana. @carlespena @antoniofraguas @HoyPorHoy,tristeza,2
"@futpicante @Faitelson_ESPN la mesa se volvio un circo, tratar de justificar algo que no se debe esta mal y le da risa al Cheliz.",ira,0
"No caigo todavía, quiero escuchar Meteora pero seguramente me largue a llorar",tristeza,2
No hay cosa más divertida que ir con @Tanvillegasc a ponerle etiqueta a todos los outfits 😂,alegria,3
@Sofilami Es que me la sacaron ,otra,6
Estoy tan ansiosa por la 7ma temporada de Game of Throne que ya me siento una Targaryen.,otra,6
@lucianosantin01 No es gracioso,ira,0
Aparecen fotos de todos lados culia ,otra,6
Vi rápido y furioso 8 pero no vi las otras. De qué me perdí todo este tiempo lpm. La amé.,alegria,3
Recién hoy vi la película de rápido y furioso 7 por primera vez. ESTA MANSA we,alegria,3
Amo tu sonrisa...,alegria,3
No me enojo si me hacen desaparecer,ira,0
@bbgxam Ese fue el primer susto que me lleve putos jueguitos,miedo,1
"#CuandoTengoHambre HUYE. En serio, todo lo que puedas. Cuanto más lejos mejor o mi ira caerá sobre tu vaca, tu familia y sobre ti.",ira,0
"@wolfinglouis si a mi tambien me pasa,por eso nunca estudio ahre si t pones nerviosa es peor",miedo,1
"@OfBlueHeart + y decaído, era una trágica imagen que sin duda le gustaría ahorrarse y ahorrarle de alguna manera. Mas él no estaba en +",tristeza,2
