text,label
"Lo de siempre, nada nuevo, que está difícil el gol, recurramos a la máquina goleadora, #Messi . #ViscaBarca #BarçaLevante #Barcelona #LaLiga #LaLigaSantander",6
⚽ USER se coronó campeón de la #LaLiga tras vencer al #Levante con gol de Lionel Messi 🏆 https://t.co/dXqE2sSP4P,6
Lo único que odio de ser verde es que USER use el color de mi piel para hacer campaña. #28a #ElecccionesGenerales28A,6
Llora y reza Francia por tragedia en #NotreDame https://t.co/8obEmlpqdM,6
"#JuegodeTronos Lo que es indudable es que dentro de 9 minutos vamos a vivir un momento inolvidable de la historia de la televisión. ¿Se hablará de este capítulo y esta batalla durante años? ¿Podremos decir: ""yo lo vi en directo a las tantas de la madrugada pero valió la pena""?.",6
"USER No se puede estudiar para los exámenes porque entra uno acá y hablan de #GoT, de #NotreDame, de un lio con besos y no puerca idea de que hablan... Alguien que me contextualice...",6
USER te habla de #Venezuela porque #ElParoFracasó COMO SE VAN A QUERER MATAR EN OCTUBRE ESTA RUFLA DE PEROKIRCHNERISTAS!!!!! #CFKPresa2020 #VenezuelaLibre #MM2019,0
Orando por ti #Venezuela No te Rindas #AlientoDelCielo Sea sobre tu Hermosa Nacion! https://t.co/FXIvKLavzR,6
Aprecio el esfuerzo de #GretaThunberg por defender el medio ambiente Me inquieta su fragilidad y falta de formación a la hora de convertirla en icono https://t.co/IJLssCediS USER ,6
Esta noche mi hija y yo dormimos un poco (pero solo un poco) más tranquilas #ElecccionesGenerales28A,6
Como puede estar casado sonriendo??????? Me lo explicáis?????????? Ufffff ya me joderia. #ElecccionesGenerales28A es odioso este tío.,0
⚽ Gooooooooooooooooooooool!!! ⚽ USER le gana 1-0 al #Liverpool 🥅 USER semifinal - ida #ChampionsLeague #ViscaBarça🔴🔵#SócCulé https://t.co/q9I7OG5JTd,0
"Los resultados de las #ElecccionesGenerales28A significan que un payaso mentiroso pacte con independentistas y terroristas. Ole. Pero la gente feliz, oye.",0
Otro título más para el mejor jugador de la historia #FCBarcelona #GaciasMessi #LaLiga #Campeones https://t.co/Ew9IeK60dv,4
Esto es lo real en #Venezuela USER USER USER USER https://t.co/TX7idTGFq1,6
"El movimiento estudiantil que ya recorre #Europa, llega a #Cantabria y se llama USER . Luchan liderados por #GretaThunberg contra el aceleramiento del cambio climático. El #15DeMarzo esta gran marea #VERDE se manifestará a nivel #internacional #clima #SaveTheWorld https://t.co/PCZdUqOMHY",6
"""Ustedes solo hablan de seguir adelante con las mismas malas ideas que nos metieron en este lío [del cambio climático]"" - la activista #GretaThunberg al hablar en la Cumbre de la ONU sobre Cambio Climático en diciembre en Polonia #ArchivoDN #ClimateStrike https://t.co/Y8qVP7uwVa",6
El #whisky del rey de la noche: #JWWhiteWalker #Poreltrono #JuegodeTronos https://t.co/dGv2ZjGSsC,6
"🚩 La Ama, Reina y Salvadora de los Siete reinos 🗡❤ #GameofThrones #JuegodeTronos https://t.co/sfJ8qC0aOQ",6
Ya están disponibles los puntos del #LEG 0-0 #CEL de la jornada 35 #LaLiga,6
"¡Buenos días, turno para el USER ! #ChampionsLeague #ATP #WTA #Euroleague #NBAPlayoffs #NHLPlayoffs 🏒 👉 https://t.co/tEz5Xieo5T #tuyanacisteganando https://t.co/BRopQoMW82",6
¿Por qué es tan difícil comunicar el #CambioClimático? ¿Por qué no moviliza a la gente? No os perdáis este hilo de USER ¡Da en el clavo! 🔝🔝 #FridaysForFuture #GretaThunberg https://t.co/9z2oNcmKR1,6
#GRATIS en Amazon por el #DiaDelLibro Ella sabía que no estaba sola en aquella cabaña... #Romance #Erotismo #Misterio #Fantasma LO QUE OCULTA TU CORAZÓN Gratis para #KindleUnlimited https://t.co/aofjJEg8QS https://t.co/ph72Cn7Kv1,6
Goooooolazo! De Tiro libre! Meeeessiiiii! 3-0... #ChampionsLeague,3
Leyendo es la única forma en la que podemos apresar el tiempo y ser libres por un momento a la vez. #DíaDelLibro,6
📌 #JuegoDeTronos : ¡La verdad sobre el Señor de la Luz y su apoyo al Rey de la Noche! 🤔😱💫💀🗡️ #GameofThrones https://t.co/Ptq1Fp72Aj,3
Gracias USER El USER gana 3 x 0 y con un golazo de #Messi #ChampionsLeague,6
"Leer libros es la base para pasa salir de la ignorancia, liberar tu mente al ampliar conocimientos y así poder tener tu propio criterio. #DiaDelLibro 📕📗📘📙📚📖",6
Maduro ordena masacrar a su propio pueblo: una tanqueta militar arrolla a los manifestantes 🇻🇪 #Venezuela https://t.co/o8NAJoqmP5,6
Es triste saber que la Catedral de #NotreDame se incendió es muy triste saber que por un error del ser humano perdamos años de historia en un momento. #NotreDameFire USER #Francia #NotreDameCathedral #NotreDamedeParis https://t.co/ODBuk9Fe3M,2
Incendio en #NotreDame: La prensa española llena sus primeras páginas con las imágenes del desastre https://t.co/fIRDaBzSa6,2
"EUROPA SE RINDE ANTE EL 'REY' USER no jugó bien, sin embargo, dos pinceladas de Messi le dan la victoria de 3-0 ante USER y pie y medio en la final ! #Messi #Barcelona #Liverpool #ChampionsLeague https://t.co/4VEwDKqPo1",0
Messi es el mejor jugador de la Historia #Messi #BarçaLiverpool #ChampionsLeague #CHAMPIONSxESPN #Barcelona #Liverpool,6
#Tuiteros se conmocionan ante #incendio de la #Catedral de #NotreDame https://t.co/ZV6AHECVWU,6
Es mejor callar si lo que vas a decir no es mas bello que el silencio #diadellibro,0
Otro gobierno de izquierdas. Que Dios nos pille confesados #ElecccionesGenerales28A,6
Disfrutando del tercer episodio de la octava temporada de #JuegoDeTronos ufff merece la pena la espera https://t.co/rK8B1la4yG,6
#DiaDelLibro y como siempre ni un digital recibiré 😣,2
Lamentable lo que se está viviendo en venezuela. Dios sea con ustedes. #Venezuela #VenezuelaLibre,2
La animadora de radio y televisión USER nos invita a leer uno de sus textos favoritos en el #DíaDelLibro Descubre cuál es y no olvides que este es el año de las #MujeresCreadoras https://t.co/i9r7ayKS3e,6
USER USER USER ¿Empezamos a recordarle la promesa de ayer? #ElecccionesGenerales28A https://t.co/vuE7Cpwrp9,6
"ES——ERA La tragedia es la destrucción de la belleza. Cuanto más se destruye, más trágica es. Las cosas buenas deben ser preservadas a través de imágenes, literatura y música. Lamentablemente, no he visto la #NotreDame de Paris. #Paris https://t.co/WyivSRcvwj",2
"#ElecccionesGenerales28A #vox haciendo amigos #pp =derechita cobarde #Ciudadanos =veletita naranja pero la victoria, el triunfo es de #psoe, es de #PedroSanchez y su equipo",6
"Tenemos a los mejores especialistas para resolver dudas en los juegos Fantasy, preguntanos ¡Te ayudaremos a tomar esas últimas decisiones! #Biwenger #Comunio #Futmondo #Laliga #guiafantasy #consultas",6
"La desinformación es de licura, pareciese que nadie supiese realmente lo q está ocurriendo en #Venezuela #30Abr",6
Pobres gentes de VOX Pensaban sacar 60 escaños y sale el español SMITH a sacar pecho con 24 #EleccionesL6 #ElecccionesGenerales28A https://t.co/zXAVRBbOsD,6
"Hoy mismo. La ""invención de morel"" lo encuentro bien bueno. ""El nombre de la rosa"" también. #DiaDelLibro",6
USER USER Con todos los rivales opositores detenidos imposible q no ganara. 😜😜 Por eso nadie lo reconoce. #VenezuelaLibre,6
Orgullo y prejuicio -Jane Austen #DiaDelLibro,3
Atención! #venezuela Leopoldo López ingresa en la Embajada de Chile tras ser liberado | Internacional | EL PAÍS https://t.co/zH5MTFsHTQ,3
"Otras buenas noticias, anuncian lluvia para las 6h00 hasta las 14h00. Creo que es la primera vez que nos alegramos de tanta humedad sobre el patrimonio. #sospatrimonio #Paris #NotreDame",3
Otra liga más del Messi Fútbol Club!!! #LaLiga #Futbol #BarcelonaLevante #BarçaCampion,3
Hay grandes muestras de la grandeza humana y #NotreDame era una de ellas. Hay grandes muestras de la estupidez humana y lo ocurrido en #NotreDame es una de ellas.,4
Todo el mundo preocupado por #NotreDame mientras que día a día matan y violan a las minas. Pero claro ellas se la buscaron la catedral era indefensa...,0
Regresan vuelo de #AirFrance que iba de #Paris a #Caracas debido a #CrisisEnVenezuela #SOSVenezuela #GuaidoChallenge #MaduroChallenge #VenezuelaLibre Nota: https://t.co/xv4MWyzaPE https://t.co/BLME5xq2Z8,2
"En fin, no es para tirar cohetes, pero de todas las opciones posibles, ha salido una de las mejores. Y si no lo pensáis así, imaginad qué habría pasado si los tres fachas hubiesen sumado. #ElecccionesGenerales28A #ConRiveraNo",6
IMPOSIBLE DE VER: Melisandre podría estar ya en Invernalia y esta teoría lo demuestra 😱 #JuegoDeTronos #GOT https://t.co/STXieJYg90,2
"Un susto lo que pasamos con el barca, pero se ganó 😃😃😃😃 #BarcaLiverpool #CHAMPIONSLEAGUE",3
⚡️ “El incendio de la catedral de #NotreDame” #AFP https://t.co/ydlIbCDNIm,6
Si gana el Barça significa que mi papá andará feliz 😂 #ChampionsLeague,3
"Y Pedro tiene que ir en calzoncillos marcando paquete. Menuda hostia Rita, MENUDA HOSTIA JAJAJAJA #ElecccionesGenerales28A",6
El #Barça es campeón de Liga: ✓ En su casa. ✓ Primero en recibir el trofeo cuando es campeón. ✓ Con gol de Messi. Gracias USER por hacernos soñar. ¡Ser hincha del mejor club del mundo es honor! #ForçaBarça #LaLiga #BarçaLevante 🔴🔵,3
Min.56 [0-0] Segundo cambio en el #Atleti: se retira Filipe y entra Correa. #LaLiga,6
"Sin palabras, solo votos!! Hemos hecho que pase USER USER #ElecccionesGenerales28A https://t.co/0yg6JHwgaA",0
"Esta es de la España que hay que estar orgulloso, la que se levanta a votar para parar a la ultraderecha, no la que saca la bandera para hacer daño #ElecccionesGenerales28A #Elecciones2019",3
"Luis Suárez futbolísticamente es uno de los mejores delanteros del mundo, pero su actitud en el campo es nefasta, finge como si lo mataran, se pelea con todos, le grita y Manotea al árbitro. PONTE A JUGAR SUÁREZ POR EL AMOR DE DIOS !!!! #ChampionsLeague https://t.co/zbswZsWMeR",0
Calma la sangre madre tierra. Ssss #Venezuela,6
El tabique de hoy para el #DiaDelLibro https://t.co/likL1QFDEj,6
"#30Abril Éste idiota no sabe ni escribir un tuit en español #GuaidoOtraVezFracasó ,cómo que le están estafando con el curso de español. Jajajajaja 🤣🤣🤣🤣 #Venezuela #PuebloEnMirafloresConMaduro https://t.co/UOSo5dgfK8",0
#Falcao y clubes lamentaron la tragedia en Notre Dame (Nuestra Señora) #NotreDame | El Meridiano https://t.co/VQZVblOieU,2
El #DiaDeLosTrabajadores me pilla trabajando. Y no es mal trabajo llegar a Barcelona 🛬 para retransmitir toda una semifinal de #ChampionsLeague ⚽️ USER USER 😜😍 en USER USER https://t.co/HJ2T8pXtnV,6
El movimiento #GretaThunberg se expande por España para exigir a los políticos que frenen el #cambioclimático https://t.co/So2iTRUer8,6
"Más allá de religión, hoy la historia está llorando a uno de sus grandes representantes.. #NotreDame #LaHistoriaSeColapsa #Paris https://t.co/qIaS9siXqb",6
"Tristísimas imágenes de #NotreDame. Se queman siglos de la historia de la humanidad. Una catedral que pasó guerras, pero que el fuego hoy la consume. Macron dice que la reconstruirán y que las dos torres están a salvo. Enorme tarea de los bomberos por delante. https://t.co/9wAKRkSBJH",2
#championsleague lo mejor del dia... Lo mejor,3
"Nunca he visto #JuegoDeTronos, pero me estoy planteando empezar a seguirla con el único objetivo de, en el momento menos pensado, soltar spoilers durante las reuniones con amigos que solo hablan de esta puta serie.",0
Yo despues de ver el capitulo de #JuegodeTronos #gameofthrones https://t.co/4Dy8ImxuoI,6
USER No se apropie de la bandera de España. Yo no le voté y estoy muy orgullosa de mi bandera y mi nacionalidad #ElecccionesGenerales28A,6
Como estoy disfrutando hoy en USER #Elecciones2019 #EleccionesL6 #ElecccionesGenerales28A,3
Así me he quedado con #Got8x03 #GameofThrones #JuegodeTronos SIN PALABRAS https://t.co/L1amc5FgcE,5
"#BARLIV #ChampionsLeague En serio, lo de #Messi ... En tercer gol de falta, estratoférico!!! #tipster #apuestas #BarcelonaLiverpool",6
⏱ 16 ⚽ ¡Gran duelo por las semifinales de la #ChampionsLeague! 🏆 ¿#Barcelona o #Liverpool? ¿Quién ganará el primer duelo? ➡ https://t.co/0jxaC982yg ¡Pedí tu jugada por nuestro #DeliveryBy! 💻 https://t.co/bbpmZNWgT3 https://t.co/MaHpwMUYG6,6
Feliz día del libro a todos mis lectores #DiaDelLibro,3
Veo llorar a muchos salvadoreños por la pérdida cultural perdida por #NotreDame pero no los veo llorar por: -Embajada americana construida encima de un vestigio de San Salvador. - construcción de colonia en Sonsonate y nadie dice nada. - pérdidas y robos coloniales en Metapan..,2
Muy tierno el #díadellibro y todo pero DÓNDE ESTÁN MIS DESCUENTOS,6
Llevo un fin de semana que no paro de llorar. #AvengeTheFallen #BattleOfWinterfell #ElecccionesGenerales28A,2
"Tenías que ser tu el que no la diera!!! ¡Somos campeones! 10 de tus últimas 15 ligas #GOAT #D10S 8 de las últimas 10 son del Barça, dominadores de la mejor liga del mundo #Campions #Campeones #Champions #BarçaLevante #LaLiga https://t.co/7595UX4002",3
Solo espero que el intercambio de libros entre USER y USER no sea ahora también intercambio de sillas y vayan juntitos #ñaaa #ElecccionesGenerales28A,6
Así de emocionadas están las lectoras de USER después de conseguir su firma en este #DíaDelLibro. #SantJordi 🌹📚 | USER https://t.co/yWoxadYOH8,3
"- Oiga vengo por lo de las elecciones, ¿Puedo sentarme ya en el sillón del presi? + Cuidado con el escalón #EleccionesL6 #ElecccionesGenerales28A #28A https://t.co/xcYirrIHiD",6
Esto pasa en #Venezuela Mi repudio al Dictador USER y una urgente intervención del USER y USER #Argentina cobija a los hermanos venezolanos. Triste y terrible. https://t.co/Dt3VjuPIFN,6
"Esto todavía no acaba! Liverpool juega en casa la vuelta y si algo tiene #anfield es que el solo hecho de jugar ahí, el rival ya va perdiendo. #YoullNeverWalkAlone #Liverpool #ChampionsLeague",6
"700millones recaudados en apenas un día... Las Incongruencias de un mundo capitalista ciego y egoísta. Que vale más una catedral, o la vida de millones de personas en paises en guerra? (Sin tener nada en contra de #NotreDame )",0
no haré vida normal nunca más después de #JuegodeTronos,6
"Decir que se está triste por lo de #NotreDame tal vez sea exagerado, pero el jugarle al desestimar que es algo trágico por quedar como interesante es patético, muestra falta absoluta de cultura y algo peor, demuestra que son los nuevos “únicos y diferentes” PENDEJOS.",2
He gozado como una perra!!! mejor dicho como una loba 🐺 #JuegodeTronos #VivePoniente,3
Lo mejor es que ni tengo HBO ni nada pero aquí estoy buscándome la vida #JuegodeTronos,2
"Dentro de 10 años, 259 días y 10 horas, habremos desatado una reacción en cadena irreversible…  El mensaje de la joven activista sueca #GretaThunberg en el #ParlamentoEuropeo es bastante claro... https://t.co/kYpa68uKwS",6
"Las derechas españolas al nuevo intento de golpe de Estado fascista en #Caracas #Venezuela lo llaman ""alzamiento militar"", como llamaron al que dieron en #España en el 36. #FascismoNuncaMás",6
"#CooperativaConversa Don USER se entiende,, es de esperar que mañana a primera hora vaya con sus 2 hijos a #Venezuela .... buena idea o no?? #losniñospiñeraprimero https://t.co/PhSl8JVACb",6
"Messi hoy, sin palabras ¿cuál es su secreto? https://t.co/oDYirw8t3D #Messi #Messi600 #ChampionsLeague",6
"Promesas de reconstrucción sobre las cenizas de Notre Dame ➡ “Esta catedral, supimos construirla, la hicimos crecer, mejorar. La reconstruiremos todos juntos..."" #NotreDame #Francia 🇫🇷 https://t.co/IiE2S16RAt https://t.co/cWj5qUtOYk",5
#Venezuela está entre dos fuegos; ambos bandos de similar abyección. Me apena mucho la realidad de esa Nación hermana. https://t.co/dXUw1FRTPG,2
Fue Una Linda Tarde De #ChampionsLeague 👐⚽,3
"¡Se escribe Messi, se pronuncia campeón! #Barcelona venció 1-0 al Levante y se adjudicó el título de #LaLiga ► https://t.co/3fBlIfFfag https://t.co/uMAbBUSz4H",6
"Bran: ""La tranquilidad es lo que más se busca"". #JuegodeTronos",6
Hasta esto dura más que los Dothraki en la batalla de Winterfell #JuegoDeTronos #GameOfThrones https://t.co/HNmwSK14LV,6
Hoy se siente el significado de “patrimonio de la humanidad”. Qué pena #NotreDame,2
"Yo no creo que #GretaThunberg sea así, de generación espontánea. #SorryNotSorry",6
En un día de tensiones en #Venezuela y un paisaje nacional con las objeciones de la #JEP y un enredo con el USER hablar de fútbol es relajante un USER luchando por un cupo y un USER sobresaliente en la #ChampionsLeague,5
Te presentamos el único resultado de este miércoles en la USER #ChampionsLeague #Semifinales #UCL https://t.co/wA1u1u0DQh,6
"Campeones, campeones oeoeoe 🎶 El Barcelona campeón de #LaLiga 18-19. Que rico es ganar!!! https://t.co/VSPeWErY2M",3
"Oigan, ¡qué bonito es el fut! 🤓 #CHAMPIONSLEAGUE",3
Mi corazón está con #Venezuela ánimo!!! Vamos con todo #FueraMaduro,2
Disfruta de la #ChampionsLeague donde quiera que estés con izzi go. Menciona a quién te gustaría ver en la final #FCBarcelona #LFC https://t.co/sEG648xK6e,6
Ter Stegen tiene las manos de Dios #ChampionsLeague,3
A veces la ficción supera la realidad... #BeforeSunset #NotreDame https://t.co/3szJupKsza,6
"Tito floren, tráeme a gente buena el año que viene porque estamos en la mierda, y la música de la #ChampionsLeague hace falta en el #bernabéu USER",0
Hoy en Madrid #FridaysForFuture reclaman medidas urgentes de lucha contra el #CambioClimatico #ClimateChange siguiendo los pasos de #GretaThunberg ⁉️Para qué estudiar por un futuro en el que puede que no estemos? #Climatestrike Fotografía USER https://t.co/UyWTrPcZA6,6
#LaLiga 🏆 | #FCB 🔵🔴 👕 Consigue con SPORT la camiseta de los campeones de Liga ⚠️ La promoción solo será válida en Catalunya ▶️ https://t.co/FWpp1NLllh https://t.co/x8R4ZEcZ56,6
"Con #GretaThunberg me está pasando igual que con #Malala, me tiene ya hasta el moño. Quién, quiénes o qué están empujándola a terminar mal, como tantos niños prodigio a lo largo de la historia.😂😂😂",6
La única forma de sujetar el desastre que nos viene es que USER pacte con el USER y lo sujete en el derroche histórico de la izquierda en la Segunda legislatura #malmenor #EleccionesL6 #ElecccionesGenerales28A #Elecciones2019 #EleccionesA3N,0
"#Venezuela | Después del llamado de Guaidó al golpe, Maduro aseguró que su gobierno cuenta con la lealtad de los jefes militares y convocó al pueblo venezolano a movilizarse. https://t.co/rOoxXNzps9 https://t.co/BGGOOJXzOg",6
"DESEANDO VER A PERICO APARECER EN EL FALCON A AGRACEDER EL SUELDAZO DE LA BEGO POR DORMIR EN SU MISMO COLCHÓN (putas, se llamaban en mi época ) #ElecccionesGenerales28A",6
"El mensaje de #GretaThunberg para el mundo, la crisis del medio ambiente es prioritaria, nuestra casa está en llamas... 🌎🌍🌏 https://t.co/PRPlVEMTaA",6
Feliz día internacional del libro. #Kondinero #TuRespuestaRápida #DíaDelLibro https://t.co/R5rd2k97EQ,0
Leer te hace no estar solo. Lee. #DiaDelLibro,6
Momentos de desconexión del Barça... minuto 70 #LaLiga,6
Gracias #Messi #LaLiga un nuevo título para USER el puto amo del fútbol mundial. https://t.co/96Yq4aKjT0,3
"Llega el Día del Libro y queremos celebrarlo con un buen libro de suspense. España es el escenario donde Dan Brown sitúa su nueva novela, 'Origen': https://t.co/jdLOWKP4Ld ¿Adónde vamos? ¿De dónde venimos? La verdad nunca ha estado tan cerca. #Thriller #SantJordi #DiaDelLibro https://t.co/W4mDKLeoy3",6
Tanquetas arremeten contra manifestantes en #Venezuela https://t.co/iuNqzeqQqj,3
#ElecccionesGenerales28A ESPAÑA NO ES DE DERECHAS. BIEN.,5
1' #Barcelona 0-0 #Liverpool | ARRANCA EL PARTIDO EN EL CAMP NOU!!! #ChampionsLeague,3
PERO QUÉ HA SIDO ESTE CAPÍTULO NO PUEDO RESPIRAR AAAAAAHSGAJDKAHAKSHAHS #JuegodeTronos,5
"Tras el sufrimiento y la tensión, llegó la celebración: ENHORABUENA A TODOS Y TODAS LAS CULÉS DEL MUNDO por la 26ª LIGA DE NUESTRA HISTORIA #LaLiga #LaLigaDelBarça https://t.co/iPr4LSlt4G",3
"#LoÚltimo Con un gol de USER y doblete de Messi, USER venció 3-0 al USER en la Ida de las Semifinales de la #ChampionsLeague. https://t.co/EG0vHRDuLn",6
#Telenueve | Durante las protestas en #Venezuela en contra del régimen de Nicolás Maduro USER con todos los detalles en USER https://t.co/P2WaA806M8,6
Siento que lloró más por el que por Kal Drogo. #got #JuegodeTronos https://t.co/8AnfWQJyxL,3
"Este #DiaDelLibro quiero dar mi top ten de recomendaciones literarias que uno puede leer en cualquier momento de su vida y son sobresalientes (en mi opinión) en su contenido, originalidad, desarrolló, enseñanza y ejecución con una muy ligera opinión.",6
Hoy apoyamos al mejor equipo de esta #ChampionsLeague #YNWA 🔴 https://t.co/mXjJTyVFzT,6
"Los derechos ganan a las derechas, no puedo estar más feliz hoy 👏🏻👏🏻👏🏻👏🏻 #ElecccionesGenerales28A",6
"USER Qué dolor de gónadas tan bravo! Me duele como ser humano pero sobre todo como historiador. Que se salven su estructura, sus reliquias pero qué jamás se pierdan sus recuerdos y su historia. #NotreDamedeParis #NotreDame #Paris",6
"🌹📚Hoy hemos pasado una diada de #SantJordi2019 espectacular entre compañeros, rosas y libros. Espero que lo hayáis disfrutado tanto como yo #FelizSantJordi #DíaDelLibro #DiaDelLlibre USER USER https://t.co/F6VpScF9sc",3
USER Vas a caer pinche dictador de mierda #VenezuelaLibre,6
"Desde el USER manifestamos nuestra profunda tristeza por los daños ocasionados por el incendio de la Catedral de #NotreDame, #patrimonio de la humanidad declarada por la Unesco. Construida entre 1163 y 1245, es una de las catedrales góticas más antiguas del mundo. https://t.co/qpOi9RNT8F",2
Justo cuando estaba perdiendo todas mis esperanzas vino San Arya Stark #GamefThrones #JuegoDeTronos,6
#DiaDelLibro El primer libro de herbolaria americana se hizo en México. https://t.co/oNGWLzoItF https://t.co/zgQ3QthAdc,3
No tengo foto de #NotreDame No puedo jugar con ustedes.,6
Guardamos la esperanza que no de embajada Chilena sea por tener un lugar seguro para planear los pasos a seguir #Venezuela,3
Pero que viva el futbol!!! #ChampionsLeague,3
#VenezuelaLibre lamentable que políticos de la izquierda española defiendan el régimen totalitario de Maduro,2
"No voy a discutir ni decir nada nuevo que se haya dicho sobre #Messi ya con lo demostró hoy x #ChampionsLeague, por lo que demuestra siempre... Pero tampoco dudar de que tuvo un maestro.. Sino miren las fotos.. Como no vas a pegarle así 😉😉 https://t.co/HG9UgK3PtS",6
#DíadelLibro ya saben cuál es el mejor regalo! No hay pierde!!!,6
La mejor puta serie de la historia #JuegoDeTronos #AryaStark mi heroina #Melisandre te amo dios porque solo quedan 3 capítulos😩😩😩 https://t.co/F69XFe3efw,3
"Hoy, en Café La Vida hemos acompañado los desayunos con libros para tod USER ;) ¡¡FELIZ DÍA DEL LIBRO!! ☕📘 #DíaDelLibro #LaVida #CaféLaVida #Cultural #Coffee #Book https://t.co/GIxQJcNmYB",3
Los hinchas del Barça festejando cada vez que un defensa la revienta a la pelota. #BARLIV #ChampionsLeague https://t.co/6F9tgCz8NU,6
Dembélé había apostado al 3-0 y no quería estropearlo #ChampionsLeague #BarçaLFC,0
"#DiaDelLibro|Próximamente la #ENM llevará a cabo la VI Feria del libro,donde se podrán adquirir libros de texto, publicaciones y revistas de interés jurídico y otras áreas de conocimiento https://t.co/FzjtsICMTJ",6
Todos lloran por #NotreDame pero nadie se preocupó por Cuasimodo,6
Hoy he votado por primera vez en mi vida. Hoy he votado gracias a ellas #ElecccionesGenerales28A https://t.co/aAqQeLXs8h,3
Si en la #ChampionsLeague vas perdonando al final acabas palmando...pero bien por mucho que haya momentos que seas mejor. Tristemente se viene otro triplete,2
Rosalía #JuegoDeTronos Me traicionaste .... por la espalda.. https://t.co/eTthYjyqsI,0
Messi es el mejor? Messi es el mejor. Llego a los 600 goles ⚽ Que locura! #Messi #MessiTieneLepra #ChampionsLeague https://t.co/vhljwU1Ufj,3
"Qué tristeza las fotos del incendio de la catedral de #NotreDame, es una gran pérdida para la humanidad. Así de bella e imponente 👇🏻 https://t.co/6CumkSWuAu",2
"Brava, Brava, Brava ... tú podías volar y te has quedado posadita en el suelo como si montases una gallina. Supuestamente no te quemas y no te sirvió de nada. Ni te has esforzado en aprender a usar un arma. Tanto poder y tan desperdiciado... TU NO. #juegodetronos #GameofThrones https://t.co/6kyUAOjmzY",6
#NotreDame sin palabras 😢 Esa CRUZ que nos guía y nos enseña a levantarnos pese a todas las injusticias Un hilo de esperanza para todos los Católicos Cristianos de todo el mundo ❇ https://t.co/RAx3Z45jBI,2
"Llámame ilusa, mantenía la esperanza de que el farsa hoy perdiera #LaLiga",6
Ciudadano de #VenezuelaLibre me gustaría verlos de a miles en la embajada!,6
Que pena lo que está pasando en #Venezuela un presidente que viola su propia constitución y una oposición que envío al pueblo a luchar con piedras como armas,2
Solo con ver con la intensidad que agitan las banderas se ve que no han quedado satisfechos los de USER Sinceramente me alegro muchísimo. #EleccionesL6 #ElecccionesGenerales28A https://t.co/Au7zuC1KWp,3
Gritando fuerte para frenar el #CambioClimático. Pelos de punta y un mínimo de esperanza. 🌱 #15MClimatic #FridayForFuture #GretaThunberg #15MClimatico Gracias USER por iniciar esta #revolucion. 🌏 https://t.co/Xe8talMl29,6
Nos vamos a la mierda #ElecccionesGenerales28A,0
#EnDirecto | DESCANSO. Sigue el #Atletico 0 - #Valladolid 0 en el Metropolitano https://t.co/YofKxzJXoY #LaLiga,6
"Lo de hoy debió haberse hecho hace un año... Espero que ahora ya lo dejen gobernar tranquilo y dejen de poner trabas a todo. Y si en 4 años no ha ido bien, pues se vota a otro. #ElecccionesGenerales28A",6
"#ElecccionesGenerales28A ser mujer y votar y/o apoyar a Vox es como abrazar a tu asesino, defender a tu maltratador, echar leña al horno crematorio, poner en marcha la cámara de gas que te va a asesinar #asco #rechazo #noesmibandera #estonoesespaña",0
La gente que hace bromas con #NotreDame y juego de tronos... Esa gente que tiene que hacer chistes a toda costa para mantener con vidilla su perfil. Twitter 2019.,6
Gol del Barcelona. Me callo mejor #ChampionsLeague https://t.co/isfGFw8VKH,6
"tenía miedo de pestañear por miedo a perderme un mísero detalle, entre mis rezos y mis gritos yo ya no sé #JuegodeTronos",1
YA PODÉIS DESCARGAR EN XVIDEOS EL GOL DE MESSI 🔵🔴 #BarçaLFC #ChampionsLeague,6
Lo que puede destruir el fuego! qué pena ver cómo devora lo que encuentra en su camino ¡qué pérdida cultural más desgarradora! Las dos torres por lo menos parece que se han salvado y la estructura también... #NotreDame,2
Que sea el pueblo de #Venezuela quien se encargue de los golpistas. Así los lacayos de #Washington aprenderán la lección de una vez por todas. #VenezuelaSeRespeta https://t.co/nfEOHi8DCY,0
Daenerys 0 escaños en poniente.... tiene mala pinta la cosa #EleccionesGenerales28A #EleccionesL6 #JuegodeTronos,0
Entre #Arya y #Endgame fue un fin de semana brutal #JuegoDeTronos !!!😆,3
No puedo dejar de decirlo: la hostia que se está dando el #PP es de proporciones bíblicas. A ver si queda algo de vergüenza ahí -que lo dudo- y dimite toda la ejecutiva. #ElecccionesGenerales28A #28Abril,0
"Qué bonito, regalando libros hoy en el #DíaDelLibro entre nuestros políticos favoritos en #ElDebateDecisivo",3
"#UnDato para fomentar la lectura, la producción literaria y la protección de la propiedad intelectual, desde 1996 se celebra en todo el mundo el #DíaDelLibro, celebración promovida por la USER ¿cuáles son tus libros favoritos? #SomosUABJO USER USER https://t.co/NxT8pnJ3HN",3
"Me cago en todo, dembele que coño haces 🤦‍♂️🤦‍♂️🤦‍♂️ #BarcaLiverpool #ChampionsLeague",0
#GretaThunberg: la revolución de las pequeñas cosas. Conoce más sobre esta adolescente que se ha convertido en la figura de la lucha contra el #cambioclimático. Un post de USER ⤵️ https://t.co/AfDUajPDvu,6
"🏆 26 títulos de #LaLiga. 🏆 10 en los últimos 15 años. 🏆 8 en los últimos 11 años. 🔵🔴 El Barça, campeón de #LaLiga 2018/19 🎉 https://t.co/Bwscqox68c",3
