updated_at	annotator	relevancia	ironia	id	text	annotation_id	lead_time	emocion	answer	sentimento	created_at	tweet_id
2023-04-09T19:12:49.209745Z	1	Si	No	2166	@sergiolujans @JuliaDelSocorr2 @ingrodolfohdez @sergio_fajardo No crean en esa propuestas publicadas por la silla vacía! No se dejen engañar! Ahorita eso es lo que quieren, dividir! No nos dejemos engañar, concentrados en nuestra meta! #RodolfoPresidente2022 porque #PetroNuncaSeraPresidente	692	53.071	Si		{"choices": ["Desagrado", "Miedo", "Incertidumbre"]}	2023-04-09T19:12:49.209704Z	1532533688038211597
2023-04-09T19:13:05.210017Z	1	Si	No	2167	@AABenedetti @petrogustavo Por eso a estado casado 3 veces y después chao   el borracho de petro es machista y mujeriego  #RodolfoPresidente2022	693	15.637	Si		{"choices": ["Asco", "Odio"]}	2023-04-09T19:13:05.209991Z	1532534057166327808
2023-04-09T19:13:18.517562Z	1	Si	No	2168	@alejarojas_g No pues, muy lindo??? No veo lo lindo. #RodolfoPresidente2022	694	13.01	Si		Desagrado	2023-04-09T19:13:18.517508Z	1532813954833063937
2023-04-09T19:13:39.345026Z	1	Si	No	2169	@ingrodolfohdez Si #ColombiaQuiere progreso, entonces #ColombiaNecesita acabar con los amigos politiqueros de Rodolfo H. que lo único que quieren es seguir robando al país. #PetroPresidente	695	20.476	Si		{"choices": ["Ira", "Desagrado"]}	2023-04-09T19:13:39.344979Z	1532732263082893313
2023-04-09T19:13:57.869168Z	1	Si	No	2170	#ColombiaQuiere periodista honestos que informen la verdad que no se confabulen con nadie para hacerle mal y desinformar la gente a favor de cierto candidato,	696	18.141	Si		{"choices": ["Decepción", "Desagrado"]}	2023-04-09T19:13:57.869129Z	1532740188740403200
2023-04-09T19:14:06.190018Z	1	Si	No	2171	#ColombiaQuiere que se acabe de una vez por todas la guerrilla infiltrada en la campaña de Petro	697	8.04	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:14:06.189994Z	1532743327925272576
2023-04-09T19:14:19.078708Z	1	Si	No	2172	#ColombiaNecesita saber que las paradojas son así, si se dice que un corrupto apoyala no corrupción, un guerrillero va a aplicar seriamente los acuerdos de paz firmados? No señores	698	12.594	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:14:19.078683Z	1532576034561966080
2023-04-09T19:14:34.696723Z	1	Si	No	2173	@ingrodolfohdez Todos esos politiqueros como los que van a votar por ud? NO GRACIAS. Mi voto y el de toda mi familia y amigos es por #PetroPresidente2022 #PetroPresidente eso es lo que #ColombiaNecesita	699	15.321	Si	No me queda claro si en este caso la atención está dividida	{"choices": ["Admiración", "Desagrado", "Confianza"]}	2023-04-09T19:14:34.696690Z	1532847767281774592
2023-04-09T19:14:46.060971Z	1	Si		2174	Se llega de visita sin pedir nada a cambio #UnDesastre	700	11.106	Si		Desagrado	2023-04-09T19:14:46.060913Z	1532679439066226688
2023-04-09T19:15:03.501606Z	1	Si	No	2175	#undesastre pensar que la única elección que tenemos los colombianos es elegir a Petro #VotoEnBlanco	701	17.179	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:15:03.501572Z	1532706727979646976
2023-04-09T19:15:09.182605Z	1	Si	No	2176	#PetroElCambioSeguro así es el verdadero cambio	702	5.316	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:15:09.182543Z	1532890682653917185
2023-04-09T19:15:22.431792Z	1	Si	No	2177	Los invito a incentivar el voto en quienes no lo hicieron en primera o lo cambien para la segunda vuelta, nadie más conoce el país y sus necesidades, o se arregla esto o nos acabamos de joder #PetroElCambioSeguro	703	12.999	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:15:22.431764Z	1532907380824055816
2023-04-09T19:15:41.561621Z	1	Si	No	2178	Antes los fines de semana me encontraban en las discotecas  Ahora me encuentran en los spaces de Twitter..  Que nota 😃🥲   #PetroElCambioSeguro #ProgresistasigueProgresista @Jokeraton	704	18.881	Si		{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-09T19:15:41.561588Z	1532926797326712833
2023-04-09T19:15:55.183035Z	1			2179	¿En serio creen que en estas #Elecciones2022 hay opciones?  Prácticamente #Petro está compitiendo sólo... Su "contraparte" y compañía no representan mayor cosa... Lástima que las mayorías eligen entre uno u otro, y no la razón...  #PetroElCambioSeguro #PetroPresidente	705	13.255		No me queda claro si en este caso la atención está dividida	{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:15:55.183005Z	1533094106922201091
2023-04-09T19:16:02.108327Z	1	Si	No	2180	#PetroElCambioSeguro no hay más na... solo eso	706	6.608	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:16:02.108283Z	1533107024858316802
2023-04-09T19:16:11.946344Z	1	Si	No	2181	Un cambio seguro, un vaso de agua potable en todo el territorio nacional, por acueductos comunitarios y defensa del agua como ordenadora del ambiente y los territorios  #PetroElCambioSeguro  #FranciaVicepresidenta	707	9.584	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:16:11.946317Z	1533118640656207874
2023-04-09T19:16:25.610914Z	1	Si	No	2182	#PetroElCambioSeguro y quienes se unen lo demuestran, no es porque Mockus o Alejandro Gaviria piensen como él y Francia, es porque saben que pueden pensar diferente y no serán perseguidos por eso.	708	13.381	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:16:25.610862Z	1533118874333364224
2023-04-09T19:16:37.555025Z	1	Si	No	2183	Te quiero mucho señora llena de dignidad, un abrazo hasta donde te encuentres.    #PetroElCambioSeguro	709	11.637	Si		{"choices": ["Admiración", "Agrado", "Confianza"]}	2023-04-09T19:16:37.554991Z	1533152606977241091
2023-04-09T19:16:46.570583Z	1	Si	No	2184	@petrogustavo tiene:  La pulcritud de Piedad Córdoba La lealtad de Roy Barreras El buen manejo de Prada Y el pacifismo del M19 #YoVotoPorElIngeniero #PetroElCambioSeguro	710	8.742	Si		{"choices": ["Admiración", "Agrado", "Confianza"]}	2023-04-09T19:16:46.570559Z	1533216466689990656
2023-04-09T19:17:01.740109Z	1	Si	No	2185	#YoPactoConPetro  Si analizamos con profundidad las elecciones 2222 son las primeras a las qué se enfrentan los colombianos.con un candidato real preparado con plan de gobierno real. enfrentado a un personaje qué plagia sus propuestas.por tanto  PETRO PRESIDENTE	711	14.794	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:17:01.740076Z	1533083112770527234
2023-04-09T19:17:40.223859Z	1	Si	Si	2186	@PremiosPopis Jajaja jajaja jajaja! Comen 💩 y eructan 🍗 en el extranjero. Por eso es que #YoPactoConPetro	712	38.182	Si	No me queda claro si en este caso la atención está dividida	{"choices": ["Desagrado", "Confianza"]}	2023-04-09T19:17:40.223836Z	1533100290941100033
2023-04-09T19:17:53.343274Z	1	Si	No	2187	#YoPactoConPetro porque es quien nos va a permitir transitar a la paz.	713	12.8	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:17:53.343217Z	1533117974730645506
2023-04-09T19:17:59.609994Z	1	Si	No	2188	#YoPactoConPetro es del pueblo para el pueblo.	714	5.943	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:17:59.609930Z	1533199522700185600
2023-04-09T19:18:11.844174Z	1	Si	No	2189	Ojo que Petro está apoyado por farc eln bandas criminales y maduro de venezuela ojoo los invito a que votemos por RODOLFO votar en blanco es apoyar también a los guerrilleros mi voto este 19 junio es:#RodolfoPresidente2022	715	11.947	Si		{"choices": ["Miedo", "Odio", "Incertidumbre"]}	2023-04-09T19:18:11.844150Z	1532917229712449536
2023-04-09T19:18:21.640453Z	1	Si	No	2190	Yo me pase para donde el ingeniero. Definitivamente me canse de la pelea de Petro /Uribe #RodolfoPresidente2022	716	9.516	Si		{"choices": ["Decepción", "Desagrado"]}	2023-04-09T19:18:21.640423Z	1532926921268396032
2023-04-09T19:18:36.916813Z	1	Si	No	2191	Qué debe hacer Rodolfo para recuperar lo que ha perdido y cambiar la tendencia? #RodolfoPresidente2022	717	14.953	Si		Incertidumbre	2023-04-09T19:18:36.916781Z	1533065731646029824
2023-04-09T19:31:03.098906Z	1	Si	No	2192	Los 5 millones de colombianos que votamos por Federico Gutiérrez; tenemos una obligación con nuestra patria de votar indiscutiblemente por el Ingeniero Rodolfo Hernández. Prohibido votar en blanco, lo estarían haciendo por el guerrillero Petro. #RodolfoPresidente2022	718	745.882	Si		{"choices": ["Miedo", "Odio", "Incertidumbre"]}	2023-04-09T19:31:03.098842Z	1533086412182011906
2023-04-09T19:31:22.353960Z	1	Si	No	2193	@Gabrielgonzapdr Totalmente de acuerdo, hay que estar unidos para seguir sumando votos para el ingeniero Rodolfo, dejando aun lado esos egos o talvez otros motivos lo que está en riesgo es la democracia de nuestro país, no podemos dar papaya!!! #RodolfoPresidente2022  #CualquieraMenosPetro	719	18.958	Si		{"choices": ["Admiración", "Miedo", "Incertidumbre"]}	2023-04-09T19:31:22.353912Z	1533101295116210179
2023-04-09T19:31:41.063661Z	1	Si	No	2194	@restrepopauli Ahora que estuve en Atlanta, mi hijo menor quien se preocupa mucho por mi, me preguntó: Pa, tienes plan B…?? Le respondí #PetroNuncaSeraPresidente ….. complementó, de todas maneras pa, aquí estoy yo !!!! Tengo fe que #RodolfoPresidente2022	720	18.35	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:31:41.063621Z	1533127935581900801
2023-04-09T19:31:53.230723Z	1	Si	No	2195	Votar por Petro es Votar las Pensiones a la basura,mejor Votar por @ingrodolfohdez  #RodolfoPresidente2022	721	11.871	Si		{"choices": ["Asco", "Odio"]}	2023-04-09T19:31:53.230698Z	1533153866858090499
2023-04-09T19:32:04.603630Z	1	Si	No	2196	Es imposible combatir la corrupción con más corrupción #LaCorrupcionPetrista	722	11.108	Si		{"choices": ["Asco", "Odio"]}	2023-04-09T19:32:04.603599Z	1533492775043334150
2023-04-09T19:32:14.100663Z	1	Si	No	2197	@VictorMaussa #LaCorrupcionPetrista y la JEP vienen siendo de los mismos	723	9.126	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:32:14.100604Z	1533518487758544897
2023-04-09T19:32:22.188092Z	1	Si	No	2198	#LaCorrupcionPetrista causa vergüenza ajena a los Colombianos de bien.	724	7.775	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:32:22.188048Z	1533533040269475840
2023-04-09T19:32:33.853457Z	1	Si	No	2199	@RoyBarreras Los más investigados los más corruptos los más violentos los más sesgados   #LaCorrupcionPetrista	725	11.396	Si		{"choices": ["Asco", "Odio"]}	2023-04-09T19:32:33.853428Z	1533534509437706240
2023-04-09T19:32:45.850618Z	1	Si	No	2200	@supershadai @AplastaCabal @AlvaroUribeVel No es Derecha,  es  Torcido. Estudian para calumniar, suplantar y difamar en la vida y en las Redes. ✍🤨😤  #LaCorrupciónPetrista 🔎	726	11.619	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:32:45.850550Z	1533540873211985922
2023-04-09T19:33:08.808334Z	1	Si	No	2201	@jarizabaletaf El ingeniero sigue independiente, eso es loable. Ingrid, E.Gómez y otros como el general Bedoya lo han intentado  también, esta vez si prosperó, eso ya es mucho decir y debemos reconocerlo. Ingrid estaría siendo acribillada por sus demandas a la nación por #LaCorrupcionPetrista	727	22.646	Si		{"choices": ["Admiración", "Agrado", "Confianza"]}	2023-04-09T19:33:08.808297Z	1533570195943575560
2023-04-09T19:33:22.274175Z	1	Si	No	2202	@jarizabaletaf #LaCorrupcionPetrista  es el iluminado sensei sabe lo todo y perdona vidas odiador @petrogustavo	728	13.215	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:33:22.274150Z	1533585098196537347
2023-04-09T19:33:33.518884Z	1	Si	No	2203	Y así sera con la bendición de papá Dios #PetroElCambioSeguro	729	11.013	Si		Confianza	2023-04-09T19:33:33.518858Z	1533468165145079808
2023-04-09T19:33:41.835445Z	1	Si		2204	Porque Colombia es mujer, porque Colombia debe cambiar mi voto es por PETRO #PetroElCambioSeguro	730	8.017	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:33:41.835412Z	1533480744802209792
2023-04-09T19:34:14.446125Z	1	Si	No	2205	Ningún #PetroElCambioSeguro Voté por @FicoGutierrez y ahora votaré por @ingrodolfohdez  Votar en blanco es darle mi voto a el eterno candidato y a la #corrupcionpetrista	731	32.352	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:34:14.446101Z	1533505255278772227
2023-04-09T19:34:36.143492Z	1	Si	No	2206	“Nos han dicho que debemos escoger entre izquierda y derecha, pero creo que solo existe arriba y abajo. Arriba está el sueño del hombre de la máxima libertad individual posible, manteniendo el orden, y abajo el hormiguero del totalitarismo”.  Ronald Reagan #PetroElCambioSeguro	732	21.432	Si		Confianza	2023-04-09T19:34:36.143464Z	1533537032227770368
2023-04-09T19:34:51.529101Z	1	Si	No	2207	#VotarEnBlancoEs darle el voto al señor de las bolsas, ojo a pensar bien en qué país queremos. 👀	733	15.046	Si		{"choices": ["Desagrado", "Incertidumbre"]}	2023-04-09T19:34:51.529064Z	1533777930102480896
2023-04-09T19:35:05.040926Z	1	Si	No	2208	#VotarEnBlancoEs la elección de quienes ignoran la enorme responsabilidad que tiene un voto por un candidato que no ponga en peligro la estabilidad de millones de colombianos en estos momentos.	734	13.219	Si		{"choices": ["Desagrado", "Miedo", "Incertidumbre"]}	2023-04-09T19:35:05.040877Z	1533784716343754753
2023-04-09T19:35:16.912584Z	1	Si	No	2209	#VotarEnBlancoEs no conocer la historia. Ser debil, no tener carácter, mediocridad, conformista, incapaz, inestable, mentiroso, infeliz. Estas personas no aparecen en la historia por cobardes	735	11.579	Si		{"choices": ["Miedo", "Odio", "Incertidumbre"]}	2023-04-09T19:35:16.912557Z	1533788781035368448
2023-04-09T19:35:35.253250Z	1	Si	No	2210	#VotarEnBlancoEs la opción para uribistas, fajardistas y tecnócratas. Rodolfo los ha tratado demasiado mal. No voten por él	736	18.012	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:35:35.253218Z	1533795195254349825
2023-04-09T19:35:46.707339Z	1	Si	No	2211	#VotarEnBlancoEs junto al voto nulo o la abstención las única opción que tenemos quienes somos de verdadera derecha y no apoyamos ni al guerrillero indultado chavista Petro ni al anciano progresista abortista  Hernández. #NiPetroNiHernandez #DerechaVerdaderaColombiana	737	11.195	Si		{"choices": ["Asco", "Miedo", "Odio"]}	2023-04-09T19:35:46.707306Z	1533822375330037762
2023-04-09T19:36:06.303143Z	1	Si	No	2212	Decirle q un #Petrista q no vote por #Petro es como decirle a un #suicida q lo dejo la mujer, que hay muchas más #Mujeres en el mundo q se de otra oportunidad.. #VotarEnBlancoEs  #NoVotoEnBlanco	738	19.345	Si		{"choices": ["Desagrado", "Odio", "Incertidumbre"]}	2023-04-09T19:36:06.302998Z	1533869105719263240
2023-04-09T19:36:15.379355Z	1	Si	No	2213	@juanmanuelgalan @NvLiberalismo @sergio_fajardo #MeLimpioELCuloConEsaLey , ya salidos del l Closet, muestran a la ciudadanía que están a favor de lo más corrupto.	739	8.701	Si		{"choices": ["Decepción", "Asco", "Desagrado"]}	2023-04-09T19:36:15.379327Z	1533916201855893505
2023-04-09T19:36:25.382951Z	1	Si	No	2214	Es hora de darle sepultura al petrismo #LaCorrupcionPetrista	740	9.715	Si		{"choices": ["Desagrado", "Odio", "Confianza"]}	2023-04-09T19:36:25.382903Z	1533617735049125890
2023-04-09T19:36:43.162484Z	1	Si		2215	Petro no le mientas mas a tus seguidores por qué ellos serán los primeros en cruzificarte y su oído el mismo que les has sembrado para con sus semejantes se te devolverá mil veces #LaCorrupciónPetrista petro no me representa petro no representa mi país. 🇨🇴	741	17.519	Si		{"choices": ["Asco", "Miedo", "Odio"]}	2023-04-09T19:36:43.162459Z	1533634914649882625
2023-04-09T19:36:53.520320Z	1	Si	No	2216	#LaCorrupcionPetrista El pacto histórico es tan podrido que con solo ver una foto de cualquiera de esa banda criminal ya siento mal olor, sobre todo Petro.	742	10.002	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:36:53.520281Z	1533650795039793152
2023-04-09T19:37:03.292015Z	1	Si	No	2217	@santiagoangelp @petrogustavo @lafm Escuchar a Petro me parece escuchar a Chávez, recuerdo muy bien ese discurso y entrevistas en medios internacionales. #LaCorrupciónPetrista	743	9.481	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:37:03.291986Z	1533819816678674432
2023-04-09T19:37:19.717443Z	1	Si	No	2218	@jsanchezcristo #GraciasPero el ingeniero es un embustero y manipulador, y al profe le queda el camino de las ballenas, el ego le impide trabajar en conjunto, eso de la centro esperanza ha Sido un cuento Chimbo para el país.	744	16.112	Si		{"choices": ["Decepción", "Asco", "Desagrado"]}	2023-04-09T19:37:19.717420Z	1533792204682059777
2023-04-09T19:37:36.317059Z	1	Si		2219	@WRadioColombia @ingrodolfohdez Jajjajajajaaj ella no preguntó, mejor se unió de una para no pasar vergüenzas 🤣 que personaje @ingrodolfohdez  #GraciasPero	745	16.24	No			2023-04-09T19:37:36.317020Z	1533812987894673414
2023-04-09T19:37:52.955002Z	1	Si	No	2220	#GraciasPero espero que Colombia piense muy bien quien quiere que Gobierne Rodólfo sin maquinarias o el señor Petro con su pacto	746	16.349	Si		{"choices": ["Miedo", "Incertidumbre"]}	2023-04-09T19:37:52.954968Z	1533820677928669189
2023-04-09T19:38:11.792491Z	1	Si	No	2221	#GraciasPero prefiero ver de que es capaz la izquierda de mi pais antes que seguir viendo a la derecha no hacer nada por sus ciudadanos en crisis.	747	18.509	Si	No me queda claro si en este caso la atención está dividida	{"choices": ["Desagrado", "Confianza"]}	2023-04-09T19:38:11.792442Z	1533841169687388161
2023-04-09T19:38:49.003660Z	1	Si	No	2222	#AliasElIngeniero O alías el imputado?  Mejor #AliasElIngeniero porque el imputado ya está ocupado...	748	36.866	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:38:49.003635Z	1533639031216644096
2023-04-09T19:39:11.147200Z	1	Si	No	2223	Gustavo Petro sigue subiendo en intención de voto, mientras la candidatura de #AliasElIngeniero va en declive. Colombia no puede tener un presidente que se limpie el culo con la ley.	749	21.9	Si	No me queda claro si en este caso la atención está dividida	{"choices": ["Asco", "Desagrado", "Agrado", "Otra"]}	2023-04-09T19:39:11.147176Z	1533786542027710464
2023-04-09T19:39:19.585399Z	1	Si	No	2224	#AliasElIngeniero es Psicópata ó Sociópata ?	750	8.158	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:39:19.585348Z	1533939553035223047
2023-04-09T19:39:34.024297Z	1	Si	No	2225	@darcyquinnr #UnaVerdadEs que voten por cualquiera, menos por un culebrero ni en blanco .	751	14.098	Si		{"choices": ["Decepción", "Tristeza"]}	2023-04-09T19:39:34.024237Z	1534115920293072896
2023-04-09T19:39:41.877612Z	1	Si	No	2226	#UnaVerdadEs que Colombia es un País maravilloso de gente especial	752	7.553	Si		{"choices": ["Alegria", "Agrado"]}	2023-04-09T19:39:41.877577Z	1534148151577305091
2023-04-09T19:39:52.021559Z	1	Si	No	2227	#UnaVerdadEs que con Rodolfo estan:  Las maquinarias que Ingrid criticaba.  La despojadora de tierras Cabal.  El oportunismo de Gaviria.  El cianuro de Nestor Humberto.  ¿De cuál cambio hablan?	753	9.818	Si		{"choices": ["Decepción", "Desagrado"]}	2023-04-09T19:39:52.021522Z	1534150130265468929
2023-04-09T19:40:01.893690Z	1	Si		2228	🚨 ATENCIÓN  #UnaVerdadEs que la plataforma SIMO de la @CNSCColombia está caída y nos es posible ingresar para inscribirse a los concurso de méritos de cargos públicos.	754	9.489	No			2023-04-09T19:40:01.893622Z	1534187388729282560
2023-04-09T19:40:23.079468Z	1	Si	No	2229	@WRadioColombia #UnaVerdadEs que nadie, nadie extraña a @AlvaroUribeVel así es mejor, calladito. Que disfrute su retiro y prepare la defensa de su juicio.	755	20.898	Si		{"choices": ["Agrado", "Confianza"]}	2023-04-09T19:40:23.079432Z	1534206998312632320
2023-04-09T19:40:34.807840Z	1	Si	No	2230	#UnaVerdadEs saber que el viejito groserón solo quiere cumplir su último capricho, y es jugar a querer ser presidente. Solo porque tiene dinero para cumplirlo.	756	11.454	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:40:34.807812Z	1534317916446986240
2023-04-09T19:40:48.091647Z	1	Si	No	2231	#VotarEnBlancoEs. Darle a los guerristas ( Petro, y su famoso Pacto Histórico ),  la oportunidad de salirse con las suyas, y dejar en manos del padre del terrorismo este país. No permitamos la noche oscura del comunismo en Colombia. #PetroNuncaSeraPresidente	757	12.973	Si		{"choices": ["Miedo", "Odio", "Incertidumbre"]}	2023-04-09T19:40:48.091622Z	1534225507079823360
2023-04-09T19:40:58.855764Z	1	Si	No	2232	#UnaBurlaEs La JEP que poco pareciera importarles las víctimas.	758	10.501	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:40:58.855720Z	1534489926821154816
2023-04-09T19:41:10.379726Z	1	Si	No	2233	@lcvelez @lafm #unaburlaes hacer creer que nació en un lugar cuando en verdad nació en otro. Alias el kakas.	759	11.254	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:41:10.379679Z	1534492269818044418
2023-04-09T19:41:22.560940Z	1	Si	No	2234	#UnaBurlaEs Burlarse de nuestra maravillosa Colombia y VOTAR EN BLANCO. Tengamos pantalones y votemos por uno de los candidatos. Colombia nos NECESITA!!	760	11.837	Si		{"choices": ["Incertidumbre", "Confianza"]}	2023-04-09T19:41:22.560913Z	1534500094191587328
2023-04-09T19:41:32.649964Z	1	Si	No	2235	#UnaBurlaEs  que un imputado por corrupción quiera ser presidente llevando la bandera anticorrupción. #LaVerdadSeaDicha  Vitalogic es un escándalo que quieren meter bajo la mesa.	761	9.801	Si		{"choices": ["Ira", "Asco", "Desagrado"]}	2023-04-09T19:41:32.649932Z	1534572048076492800
2023-04-09T19:41:44.757212Z	1	Si	No	2236	@Danielbricen Piedad Córdoba está suspendida, cierre el hocico, y #UnaBurlaEs que un imputado pueda posicionarse a presidencia	762	11.853	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:41:44.757183Z	1534583970716954634
2023-04-09T19:41:58.500578Z	1	Si	No	2237	#UnaBurlaEs la hoja de vida  solicitando trabajo por parte de Petro	763	13.399	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-09T19:41:58.500550Z	1534648881211969537
2023-04-09T19:42:08.695979Z	1	Si	No	2238	@T13 Haciendo campaña del Terror ? Por qué no se preocupan mejor del terrorismo que está dejando muertos y nadie dice nada ?? Caras de raja 😡 #TerrorismoNuncaMas #UnaBurlaEs la Asamblea Constituyente	764	9.918	Si		{"choices": ["Ira", "Asco", "Odio"]}	2023-04-09T19:42:08.695920Z	1534661672232689670
2023-04-09T19:42:20.367727Z	1	Si	No	2239	No se cobrarán peajes en distancias de menos de 200 kilómetros. @petrogustavo lo prometió y le creo.   #YoContratoAPetro #ConPetroGanasTU	765	11.337	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:42:20.367689Z	1534638454734217217
2023-04-09T19:42:29.182244Z	1	Si	No	2240	Contratado con 2 horas de almuezo, horas extra y recargo nocturno  #YoContratoAPetro	766	8.439	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:42:29.182205Z	1534666063337639936
2023-04-09T19:42:36.549807Z	1	Si		2241	con mi familia le apostamos a #YoContratoAPetro , y usted?	767	7.091	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:42:36.549759Z	1534678799815688192
2023-04-09T19:42:47.899400Z	1	Si	No	2242	#NoQuiero Que el presidente sea un peligro para la democracia, que su principal razón para ser presidente sea llegar a la "comisión de absoluciones".	768	11.039	Si		{"choices": ["Asco", "Desagrado", "Incertidumbre"]}	2023-04-09T19:42:47.899321Z	1534489000886640649
2023-04-09T19:43:01.739918Z	1	Si	No	2243	#NoQuiero más silencio del expresidente Uribe porque me ilusiona el pensar que entendió que tiene que dedicarse a descansar 🙃	769	13.517	Si		{"choices": ["Desagrado", "Confianza"]}	2023-04-09T19:43:01.739878Z	1534491079453679626
2023-04-09T19:43:11.134352Z	1	Si	No	2244	#NoQuiero ver en la casa de Nariño y como representación de Colombia a un Individuo que secuestró, extorsionó y se unió con el narcotrafico para incendiar el palacio de Justicia	770	9.074	Si		{"choices": ["Desagrado", "Miedo", "Odio"]}	2023-04-09T19:43:11.134312Z	1534538511474466816
2023-04-09T19:43:18.897798Z	1	Si	No	2245	#NoQuiero más política en tercera persona. Vamos a hacer buena política en primera persona, porque si no la hacemos nosotros, nos la hacen a las malas los delincuentes.	771	7.47	Si		Confianza	2023-04-09T19:43:18.897761Z	1534662637493043202
2023-04-09T19:43:35.777520Z	1	Si	No	2246	@AlonsoVaney @jzamora80 @petrogustavo Esa afirmación es parecida a la muy criticada frase del presidente Uribe "no estarían recogiendo café" La inquisición se acabó hace muchos años #NoQuiero más polarización mi voto es por #RodolfoPresidente2022	772	16.507	Si		{"choices": ["Agrado", "Confianza"]}	2023-04-09T19:43:35.777486Z	1534667169862406144
2023-04-09T19:43:50.454227Z	1	Si	No	2247	#UnaVerdadEs que  Álvaro Uribe Vélez está en su finca con su hermosa Doña Lina y Gustavo Petro dando lora.  Es hora de que Petro se vaya de la política, agarré su bolsa de basura y se vaya a vivir sabroso a Cuba o en  Venezuela.  🕳️💩🪠	773	14.371	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:43:50.454187Z	1534415270021894144
2023-04-09T19:44:11.721909Z	1	Si	No	2248	@GustavoBolivar #UnaBurlaEs que les dijeron a sus empleados que si no ganaba @FicoGutierrez se quedarian sin empleo y se iban a vivir o invertir en otro país. Vieron que no llegó y nada pasó. Todo era miedo y mentira.✌️ #ConPetroGanasTu #UnaVerdadEs que debemos elegir a conciencia!.	774	20.985	Si		{"choices": ["Ira", "Asco", "Desagrado"]}	2023-04-09T19:44:11.721883Z	1534642575063261195
2023-04-09T19:44:18.890589Z	1	Si	No	2249	Con Petro ganamos todos, la niñez y un presente -futuro de prosperidad que necesita ser construido desde ya #ConPetroGanasTú	775	6.78	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-09T19:44:18.890527Z	1534564264563859457
2023-04-09T19:44:25.434844Z	1	Si	No	2250	Hay que derrotar con nuestros votos al #PetrismoSucio	776	6.239	Si		{"choices": ["Asco", "Odio"]}	2023-04-09T19:44:25.434816Z	1534843239341203456
2023-04-09T19:44:38.460147Z	1	Si	No	2251	@jarizabaletaf Al mamerto corriente q dista de ser una persona pensante, esto no le importará, están adoctrinados, es más, pueden ver a Petro en video violando un bebé y lo seguirán defendiendo. El resto del país, q se preocupa x el futuro, se está dando cuenta de que #PetrismoSucio es lo peor	777	12.729	Si		{"choices": ["Ira", "Asco", "Desagrado", "Odio"]}	2023-04-09T19:44:38.460100Z	1534868041305149440
2023-04-09T19:44:54.929435Z	1	Si	No	2252	@petrogustavo Ahora el culpado es quien presenció el delito y no no el que cometió el delito. Inversión de valores. #PetrismoSucio	778	16.078	Si		{"choices": ["Asco", "Odio"]}	2023-04-09T19:44:54.929397Z	1534887646908096513
2023-04-09T19:45:02.352401Z	1	Si	No	2253	#PetrismoSucio una inquietud, en LA W callaron a Coronel porque se dieron cuenta que la campaña sucia que le estaba haciendo al Ingeniero no estaba funcionando??	779	7.124	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-09T19:45:02.352377Z	1534909497809977344
