text,tweet_id,relevancia,emocion,ironia,sentimento,annotator,annotation_id,created_at,updated_at,lead_time
"#YoVotoPorPetroPresidente por el derecho a la educación superior de mi hija que esta a dos años de terminar el colegio, por ella y por toda la juventud. #ElCambioEnPrimera",1530735542723297282,Si,Si,No,Confianza,,,2023-02-13T03:03:36.142559Z,2023-02-13T03:03:36.142562Z,20.563
"@marcelamvz Por la vida,por la paz 6402  vidas y contando el legado de la juventud será borrar el legado de la guerra la muerte y de los corruptos #PetroYFranciaSonElCambio #PetroPresidente2022",1530882646162784260,Si,Si,No,Asco,,,2023-02-11T03:59:14.503942Z,2023-02-11T03:59:14.503945Z,63.924
#PetroPresidenteEnPrimera ya es hora de que @AlvaroUribeVel sea condenado y se haga justicia con todas sus víctimas.,1530757405897854977,Si,Si,No,"{""choices"": [""Ira"", ""Asco""]}",,,2023-02-11T03:58:04.628952Z,2023-02-11T03:58:04.628955Z,384.304
"@franciscome @petrogustavo Hasta donde llega la cizaña, no  pasarán, el cambio es AHORA en primera!!! #PetroPresidenteEnPrimera",1530712365938917377,Si,Si,Si,Confianza,,,2023-02-11T03:51:36.825818Z,2023-02-11T03:51:36.825821Z,150.22
"Llevados del HP, ganó otra vez la ignorancia, ganó otra vez la desinformación, ganó el egoísmo de porque yo estoy bien. Colombia no aprende ni en cabeza propia #EleccionesColombia #Elecciones2022",1531041079931314176,Si,Si,No,"{""choices"": [""Ira"", ""Decepción""]}",,,2023-02-11T03:49:04.937026Z,2023-02-11T03:49:04.937029Z,64.687
"A votar, que al uribismo hay que derrotar. #Elecciones2022",1530916977752977408,Si,No,,,,,2023-02-11T03:47:58.195339Z,2023-02-11T03:47:58.195342Z,1032.967
@rcnradio No tuvimos a @FicoGutierrez que era nuestra esperanza de Progreso pero Lo único que sé es que mi voto en segunda vuelta es por cualquier menos Petro #CualquieraMenosPetro,1531055194787745797,Si,Si,No,"{""choices"": [""Miedo"", ""Odio""]}",,,2023-02-11T03:30:43.499778Z,2023-02-11T03:30:43.499781Z,31.952
@petrogustavo y sus electores tiene un desafío muy grande si quieren ganarle a Rodolfo y es obtener votos de los abstencionistas (suponiendo que la registraduría hace bien su trabajo) #EleccionesColombia,1531053046473576449,Si,Si,No,Incertidumbre,,,2023-02-11T03:30:09.916808Z,2023-02-11T03:30:09.916811Z,84.543
"¿Que se acabó el uribismo? Para nada, Rodolfo era el plan B si Fico no funcionaba.   #EleccionesColombia",1531037563632373760,Si,Si,No,Desagrado,,,2023-02-11T03:28:42.975246Z,2023-02-11T03:28:42.975249Z,599.877
Veo con emoción que muchos de mis amigos reportan masiva asistencia a las urnas. Colombia sí está cambiando. El pueblo despertó. ✊🏻 #Elecciones2022 #EleccionesColombia,1530971942110609408,Si,Si,No,"{""choices"": [""Asombro"", ""Alegria""]}",,,2023-02-11T03:18:41.362304Z,2023-02-11T03:18:41.362307Z,267.004
"Había dicho en días anteriores que mi voto sería por #RodolfoHernandez pero vi cositas que no me gustaron. Así que decidí no votar así mi voto pudiese ayudar en algo, se que seguiremos comiendo las misma mierda pero con otro sabor gane quien gane. #EleccionesColombia",1530934778714890240,Si,Si,No,"{""choices"": [""Decepción"", ""Desagrado""]}",,,2023-02-11T03:14:12.674080Z,2023-02-11T03:14:12.674083Z,21.892
"@RevistaSemana Todo un grupo de estudio para criminalistas estilo Law and Order. A mi como no me gusta el crimen, prefiero votar por lo honesto y los valores #VoyConFederico #FicoPresidente2022",1530540016388263937,Si,Si,Si,,,,2023-02-11T03:13:49.489438Z,2023-02-11T03:13:49.489441Z,755.638
"@ironicolombia No me pareció así.Fue un debate serio y ordenado, con buenas preguntas q permitió ver fortalezas y debilidades d los 3 candidatos. Me gustó el #DebateFinal Buena herramienta para definir el voto con responsabilidad. Ya sabemos quien tiene mas talante y transparencia para gobernar",1530422275836678145,Si,Si,No,Agrado,,,2023-02-11T03:01:11.920396Z,2023-02-11T03:01:11.920399Z,265.421
"Fajardo hasta en su mensaje final incluye a Petro, y esté lo borra sutilmente diciendo en el suyo: ""Aqui hay dos opciones en realidad"" jajajaja águila no caza mosca pa' ¡TE AMO @petrogustavo y quiero que seas mi PRESIDENTE! #DebateFinal",1530379381658591232,Si,Si,No,Alegria,,,2023-02-11T02:56:44.714669Z,2023-02-11T02:56:44.714672Z,26.081
#YoVotoPetroPresidente Mi voto para Petro es irrevocable.,1530379488806182914,Si,Si,No,Confianza,,,2023-02-11T02:56:16.950139Z,2023-02-11T02:56:16.950142Z,13.354
"#ASegundaPasan la decencia y la coherencia en la política. Pasan @sergio_fajardo y @LuisGMurillo y serán elegidos en la Presidencia en la elección de junio. #EsElMomentoDe que Colombia cambie, en especial su forma de hacer política.",1530202797647568896,Si,Si,No,Confianza,,,2023-02-11T02:56:01.893395Z,2023-02-11T02:56:01.893399Z,21.553
Bueno. Mañana se va a dejar de hablar de política y nos vamos a enfocar en la final de la champions.  #ElDomingoVoyA muy temprano asistir a las urnas pa sacar a la banda de la oficina de envigado del palacio de Nariño.  #PetroEs #EsElMomentoDe,1530309493107613696,Si,Si,No,Ira,,,2023-02-11T02:55:38.621000Z,2023-02-11T02:55:38.621003Z,50.139
#ElDebateDecisivo Federico Gutiérrez sin celular y sin tablet no es nada.,1529804925303136257,Si,Si,No,Desagrado,,,2023-02-11T02:54:46.730858Z,2023-02-11T02:54:46.730861Z,21.586
"Sin duda petro es el mejor, los demás solo copian y repiten las propuestas del verdadero y único candidato con conocimiento real del pías. #ElMejorCandidatoEs",1529845625767993344,Si,Si,No,"{""choices"": [""Admiración"", ""Confianza""]}",,,2023-02-11T02:54:23.428545Z,2023-02-11T02:54:23.428548Z,17.271
"Como lo hizo en Medellín, lo hará por Colombia 🇨🇴. @FicoGutierrez llegará a todas las regiones donde sea alterado el orden público. no permitirá que se perturbe la tranquilidad de la gente con paros armados. ¡Allá estará con la fuerza del Estado!  #FicoElGanador #ElDebateDecisivo",1529807125106642947,Si,Si,No,Confianza,,,2023-02-11T02:54:04.768373Z,2023-02-11T02:54:04.768376Z,18.807
"#YaEsSuficiente buscar la solución a los problemas río abajo. La solución está rio arriba porque las decisiones de poner a ésos ineptos en cargos tan importantes son el problema, como el registrador nacional!",1529422833151008770,Si,Si,No,"{""choices"": [""Ira"", ""Desagrado""]}",,,2023-02-11T02:53:44.778516Z,2023-02-11T02:53:44.778519Z,33.407
"¿#UnTramposoEs quien le da money a nuestros héroes de la patria, o sea, a la Policía Nacional, para que juntos nos hagamos la vida más easy? Eso no es soborno; eso es una propina, obviously.",1529135336839860224,Si,Si,Si,,,,2023-02-11T02:53:09.844873Z,2023-02-11T02:53:09.844876Z,25.628
"#AColombiaLePreocupa la corrupción enquistada en el poder durante décadas, que solo dejo pobreza y miseria, y a unos cuantos con los bolsillos llenos. #PetroPresidenteEnPrimeraVuelta",1529112495922765824,Si,Si,No,"{""choices"": [""Ira"", ""Decepción""]}",,,2023-02-11T02:52:42.864411Z,2023-02-11T02:52:42.864415Z,34.955
La verdad yo si quisiera saber que le hizo @AlvaroUribeVel a @petrogustavo que no lo suelta para nada. Todo el #ElDebateDefinitivo se la paso uribe uribe uribe y nada mas. Ojalá me respondiera,1528956465632903168,Si,Si,No,"{""choices"": [""Decepción"", ""Sorpresa""]}",,,2023-02-11T02:52:06.628165Z,2023-02-11T02:52:06.628168Z,113.618
@erizodemar Creo que este hombre tiene potencial para el 2026 #ElDebateDefinitivo no esperaba menos de @erizodemar,1528928531698286592,Si,No,No,,,,2023-02-11T02:50:11.658270Z,2023-02-11T02:50:11.658274Z,69.932
"#ElDebateDefinitivo definitivamente GUSTAVO PETRO le lleva años luz a fico y a fajardo en preparación y conocimiento del país, deja claro Gustavo en este debate que de los tres es el mejor candidato.  #PetroGanaDebate #PetroPresidente #PetroPresidenteEnPrimeraVuelta",1528925661343232000,Si,Si,No,"{""choices"": [""Admiración"", ""Confianza""]}",,,2023-02-11T02:49:00.169721Z,2023-02-11T02:49:00.169724Z,186.82
"Estoy esperando la pregunta que le hará @petrogustavo a @FicoGutierrez, le quiero ver esa cara de ignorancia que pone!   #ElDebateDefinitivo  #PetroGanaDebate",1528915435508449280,Si,Si,No,Desagrado,,,2023-02-11T02:45:52.312926Z,2023-02-11T02:45:52.312929Z,75.737
"“El Clan del Golfo está ligado a la oficina y uno de los integrantes de esa oficina ha formado parte de su equipo""  @petrogustavo a @FicoGutierrez en #ElDebateDefinitivo   Fico negando su relación con Gustavo Villegas y la oficina de Envigado.",1528906351245672449,Si,No,No,,,,2023-02-11T02:44:34.559278Z,2023-02-11T02:44:34.559281Z,90.804
"""Llegó el momento de que las nadies y los nadies nos pongamos de pie"". 🫶🏻🇨🇴💜 @FranciaMarquezM   #MiVotoEsPetroYFrancia",1528523541108379649,Si,Si,No,Alegria,,,2023-02-11T02:42:59.386697Z,2023-02-11T02:42:59.386699Z,59.003
"Solo un candidato representa los valores democráticos, piensa en el futuro y el bien del país, es sensato, coherente, respetuoso, se conecta con la gente, y la gente lo aprecia, quiere y respalda ❤️ #FedericoEsColombia #FedericoEsColombia #FedericoEsColombia 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴❤️",1528382202467258368,Si,Si,No,Confianza,,,2023-02-11T02:41:56.038843Z,2023-02-11T02:41:56.038846Z,46.688
