text,labels
"#AColombiaLePreocupa NADA, es tal el inconformismo con los gobernantes que la contienda se basa solo en quien ladra mas, triste pero es en lo que nos han convertido estas ratas manipuladoras","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
"#AColombiaLePreocupa es la relación de @AndresPastrana_ con la Unión Temporal Disproel, que es la que hace el conteo corrupto desde hace más de 20 años. ¿Pasos de animal grande sobre el control de las elecciones?","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#AColombiaLePreocupa que está madrugada una funcionaria de la Andi en tierra de sueños de rcn haya dicho que Colombia es autosuficiente para todo el 2022 en insumos agrícolas..y que hasta hay para exportar..entonces porque los alimentos nacionales se han subido hasta en un.200%,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
Hoy no es un #FelizMartes Hoy es el dia del golpe de estado que anunció Gustavo Petro hace unos días. Que nervios! 😬 #AColombiaLePreocupa,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#AColombiaLePreocupa tanto bruto que salen a decir.que lo que  expuso el hampon del cacas es una gran propuesta de Economía hágame el favor esa gente que clase de 💩💩💩 tiene en la cabeza,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
#AColombiaLePreocupa que la carne de res se convierta en un recuerdo romántico como alimento.,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#AColombiaLePreocupa el freno en la economía que se verá en los próximos 4 años, el horizonte no es prometedor. 🤦‍♂️🇨🇴😥","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Yo le hago una pregunta a los colombianos Uribistas extranjeros les preocupa que Colombia se convierta en una Venezuela, por que decidieron irse de Colombia cuando supuestamente estamos en un mar de rosas y todo es paz y amor?? #AColombiaLePreocupa","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Un sueño a un cambio a una esperanza a una segunda oportunidad que nos está dando la vida política petro presidente #LeApuestoA,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Esta mañana #leapuestoa que los que votarán por el que no debe ser, no serán capaces de devolvernos el país de los derechos. Hoy tenemos la posibilidad de decidir. Después quedaremos sumidos en el NO, si no estás de acuerdo con un gobierno ruin perpetuo.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#UnTramposoEs el señor de las bolsas,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#UnTramposoEs Federico Gutiérrez que se copia de las propuestas de otros candidatos.,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
@lcvelez @lafm #UnTramposoEs aquel periodista que es imparcial con los candidatos y a uno le hace reto rockero al otro ni le deja hablar para explicar una reforma pensional. Asi son los tramposos y canallas 😅 por lo menos que haga un acto de caballerosidad @lcvelez,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
Es el que quiere vender un guerrillero como el cambio #UnTramposoEs,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#UnTramposoEs el que descubriremos cuando levantemos el tapete de la Casa de Nariño y veamos el mugre escondido.,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@darcyquinnr   #VotoPor  ti, Voto por mi voto por todos y que se acabe esta sinverguenceria mal llamada elecciones, que son una excusa de infamias,  atropeyos, mentiras, engaños,hipocrecias y degravios.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
@darcyquinnr #votoPor que la NARCO CORRUPTELA comience a pagar impuestos como el resto de Colombianos.,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
"#VotoPor quien no tiene que acudir al populismo, politiquería y engaños para ganar votantes, llegó la hora de votar objetivamente.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#VotoPor un cambio, voto por Petro","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@lafm #VotoPor #FajardoPresidente #UnPresidenteProfesor 💚, porque sus propuestas son reales, por su serenidad y porque ha hecho juicioso la tarea de presentar un programa a favor del medio ambiente 💚","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Yo no #VotoPor x alguien q haya dañado o atentado contra la vida o dignidad de una persona, menos por alguien cuya actitud o comportamiento no sea coherente o respetuosa de los derechos fundamentales y menos si tiene  propósitos de dividir, incitar y promover diferencias y odios.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#VotoPor la libre empresa, por mi pensión, por la No democratización, por no terminar en los semáforos de un país extranjeros pidiendo limosna.","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#YaEsSuficiente La hegemonía de los mismos partidos de siempre,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#YaEsSuficiente la corrupción estatal que es la evidencia de nuestra falta de ética como pueblo. La educación es nuestro camino.,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#YaEsSuficiente que el país siga en manos de las mafias políticas que han coptado el Estado en cabeza del uribismo; éstas merecen ser liquidadas  para que Colombia tenga otra historia con paz, justicia social y democracia. Por eso #VotoPor @petrogustavo y @FranciaMarquezM","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#YaEsSuficiente de comerle cuento a Rodolfo Hernández, no va a debates por que no tiene nada que decir, no maneja cifras, no tiene claridad en sus propuestas.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
@Enrique_GomezM Ud hablando de ética cuando trata de explotar la imagen de su tío quien no pudo ser presidente porque el pueblo le cobró en las urnas lo de su abuelo laureano que acabó las libertades dando sable y sotana mientras tenía al país en estado de sitio. #yaessuficiente de usted,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"No le dará vergüenza a Gutiérrez andar de copietas de las propuestas de Petro y, para completar, hacerlo mal!  El nivel de mediocridad es insuperable.  #ElDebateDefinitivo","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#VanessaPregúnteleAFico cuáles son sus vínculos con las cementeras proveedoras para obras en su alcaldía , y por qué cobraban el bulto de cemento con un costo extra de 95%","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#VanessaPregúnteleAFico Voté por este sujeto en Medellín porque la otra opción era @jcvelezuribe  Escoger entre gonorrea y sífilis,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#ConvenceUnoMásPorPetro para no desaprovechar esta oportunidad histórica de elegir #ElCambioEnPrimera.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#convenceunomasporPetro todos los días 3 y 4 personas no perdono unos votos mas, por las  generaciones futuras doy mi granito de arena. #VivirSabroso #PactoHistorico","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Por el bien de Colombia  #FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#FicoElGanador por que colombia no puede perder la democracia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@FicoGutierrez Propuestas viables y que favorecen la economía de todos los colombianos, este 29 de mayo yo me sumo y me identiFICO🇨🇴 #FicoElGanador","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@jcpastrana Y por las jugaditas logisticas politicas; despertaron a nuestros compatriotas #FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#FicoElGanador Fico debe ganar en primera vuelta tiene el mejor programa de gobierno,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@jarizabaletaf Oiga pues, por eso este corrupto y misogeno señor no puede ser presidente. #FicoElGanador","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Se siente en Bogotá, se siente en Colombia #FicoElGanador @FicoGutierrez","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@VickyDavilaH Duque en menos de 2 meses se apuntó 2 golazos.  Matamba y Gentil quietos en primera.  El pueblo ya decidió. #FicoElGanador  #FicoElGanador  #FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
La esperanza está en lo más alto #FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#elmejorcandidatoes PETRO SIN LUGAR A DUDAS,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#ElMejorCandidatoEs #RodolfoPresidente un hombre que reconoce sus errores y que sabe que hay que hacer,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs el que piensa en los más de 50 millones de colombianos, especialmente los excluidos, marginados, que han tenido pocas oportunidades y que sus propuestas conviertan a Colombia en sostenible.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs sin duda @petrogustavo; es notable su conocimiento y conexión con el país y los problemas estructurales e históricos, ante lo cual hace propuestas concretas y coherentes para un cambio profundo, uno por la vida.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs Petro, por su inteligencia política, y por su interés en la democracias y la humanidades","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs Petro, conoce las necesidades de todos los colombianos, en especial de los más pobres, su programa integra soluciones en temas de trabajo, salud, acceso a la educación y lucha contra el cambio climático y contra la corrupción.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#ElMejorCandidatoEs sin lugar a dudas Gustavo Petro 👍💪🇨🇴,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"En #ElDebateDecisivo pudimos ver en lo progresistas que se han vuelto Fajardo y Fico.  Eso no es malo, pero realmente no tienen intención de hacer cambios para favorecer a los menos favorecidos.  #ElMejorCandidatoEs sin duda es Petro.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#ElMejorCandidatoEs #FicoGanador, tiene la mejor propuesta en infraestructura terminar las 4G e Iniciar las 5G, Vías terciarias para el campo, infraestructura energetica para reducir el costo de servicios en el Caribe Colombiano y avanzar en el proyecto de Metro de Bogota.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs todos tienen las propuestas que el pais necesita,pero   mucho hay del trecho al hecho,es imposible muchas de ellas cumplirlas,solo veamos al saliente que dificilmente todo lo que prometio,cumplio,que tristeza.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs el que usted escoja, el que l@ enamoré con propuestas, lo importante es q usted conozca las ideas por las que va a votar y no se deje influenciar por el que diga alguien, o por el conocido ""todos menos este"" , es votar con conciencia de su voto depende el país","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#ElMejorCandidatoEs El que la gente pide a gritos y necesita Colombia 🇨🇴 un cambio radical y necesario. Definitivamente Gustavo Petro. 🇨🇴🇨🇴🇨🇴🇨🇴🙏🙏🙏🙏🙏,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs Gustavo Petro. Incorrupto, inteligente, excelente administrador y lo ha demostrado.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Hubieran organizado el #ElDebateDecisivo más tarde. ¿@petrogustavo estará quitándose el guayabo (resaca) de lo de Piedad Córdoba con algún producto blanco?,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
@FicoGutierrez leyendo No le da la corteza cerebral para decir las cosas? #ElDebateDecisivo,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Dice Fico: vamos a hacer una reforma tributaris sensata, que es una manera de no decir nada.  #ElDebateDecisivo","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#ElDebateDecisivo @petrogustavo Aún la audiencia está esperando una disculpa, es que llegar tarde es una falta de respeto al elector y no disculparse demuestra su arrogancia.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Petro critica que Ser Pilo Paga haya invertido 3 billones de pesos en universidades privadas (universidades que, recordemos, los mismos estudiantes eligieron).  Los populistas llevan el estatismo en las venas. #ElDebateDecisivo","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#ElDebateDecisivo, ELN: ese culebrero Duque II disque tiene voluntad de paz y arranca con ese tontito y con esa carga de rabia: ""son cabecillas no dirigentes.""","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@sergio_fajardo anda muy destochado en su estrategia publicitaria de campaña, no sólo deja en duda su talante pacifista y respetuoso, sino que por andar pensando en @petrogustavo  olvidó sus propuestas y promueve las del @PactoHistorico #PetroPresidenteEnPrimera #ElDebateDecisivo","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Gran moderador el señor Roberto Pombo en #ElDebateDecisivo @CaracolRadio   @petrogustavo demostró ser el único que tiene el país en la cabeza.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Resumen #ElDebateDefinitivo #ElDebateDecisivo  Petro: 🤓🤓🤓  NarcotraFico: 📱📱📱💩💩  Fajardo: 🤡 🤡 🐋🐋  Definitivamente nadie le da nivel a Petro, son tan descarados que se roban sus ideas...  #ElCambioEnPrimera #PactoHistorico","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@marthaperaltae @sergio_fajardo @FicoGutierrez @petrogustavo No es impresión es una imprecisión más bien, porque lo que promete @petrogustavo es irrealizable es un populista, en cambio lo que plantea @sergio_fajardo si tiene sustento y se puede realizar. Vez que gran diferencia. #ElDebateDecisivo #YoVotoPorFajardo","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"No se necesita ser economista, ni experto en seguridad, ni en transporte para saber que #petroeselcambio. Gente es solo escuchar y ponerle SENTIDO COMÚN!! @petrogustavo  #ElDebateDecisivo","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Mi misión como mínimo son cinco votos, sí cada uno lo hacemos ganamos en primera vuelta.Ganemole al fraude.#PetroEsElCambio","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#PetroEsElCambio #PetroEsElCambio #PetroEsElCambio Gutiérrez no puedo ocultar su cara guerrera, al contestar la pregunta sobre el protocolo y diálogos con ELN.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"A los indecisos les digo,  #PetroEsElCambio","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#MagdalenaVotaPetro el país necesita un cambio, es momento de cambiar la historia de nuestro país.🙌🙌🙌","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@zullyaven #MagdalenaVotaPetro no solo en Magdalena, todo el país clama por el cambio en primera ❤️","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#PetroEs un asqueroso hampón miserable jefe del M19 asesinos,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
@RevistaSemana @JoseAlf57859821 @petrogustavo #PetroEs el hombre estadista que necesita el país para derrotar al establecimiento mafioso y narco paramilitar que ha dañado a Colombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#PetroEs el cambio para colombia...que tanto esperabamos,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#PetroEs La peor basura que ha podido parir Colombia,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
"#PetroEs #PetroElPatronDelMal  dice o hace algo y si no tiene el efecto deseado no va a cambiar de idea, si no va adornar las palabras e Igual hará lo que se le Vega en gana, como las basuras de Bogotá, dijo que le iba a quitar a los privados y lo hizo sin importar lo que provocó","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#EsElMomentoDe BOTAR el odio y VOTAR a conciencia y convicción.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#EsElMomentoDe callar a los políticos que cuando habren la boca destilan odio y hacen daño a Colombia.,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#EsElMomentoDe #gipsymedellin el cambio, se soñar, de saber que somos iguales","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#EsElMomentoDe pensar en el futuro de nuestros hijos y salir a votar de forma responsable el domingo. #GipsyBogota,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#EsElMomentoDe Imaginarnos EL ""CAMBIO "" Ministerio de defensa: Timochemko,  Canciller Piedad Córdoba,  Zar anticorrupción: Roy Barreras. Todo eso por la Vida!","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#EsElMomentoDe Escuchar que cuando entrevistan a Petro ,se aprende de Historia,de Macroeconomía,de Políticas Verdes y cuando entrevistan a Fico ,estoy revisando si me robaron el celular,la billetera ,da susto el tipo...","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#EsElMomentoDe VOTAR por un futuro responsable, asegurando la niñez, educación y oportunidades para Todos.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#EsElMomentoDe dejarle miedo al cambio. Por una potencia mundial de la vida @petrogustavo presidente,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@VickyDavilaH Firme con @FicoGutierrez  desde la alcaldía de Medellín, es la mejor opción para nuestro país  #FicoElGanador","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@ArgiroCasta888 Hola Argiro, buen día, desde que voté por #FicoElGanador #FicoPresidente en Mayo 23, estoy celebrando el triunfo por la Democracia en Colombia.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Porque NO QUIERO ver ni en pintura a Nicolás Maduro y Diosdado Cabello, entonces mi voto es por Federico Gutiérrez   #FicoElGanador","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@GalloMatrix01 Hoy la peor delincuencia esta en el congreso gracias al PACTO DE DELINCUENTES. Este domingo no podemos caer en el comunismo. No van a ganar, no van a gobernar, no dirigirán este país. #FicoElGanador  #FicoEsColombia #FicoPresidente2022","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Las alianzas que hizo #ElPactoDeCorruptos demuestra q para ellos los ciudadanos valemos 💩💩💩. Han hecho un recorrido por todas las cárceles de Colombia y mientras más delincuente mejor para ellos.  Por esa razón.  #FicoElGanador  #FicoElPresidenteDeLaGente,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
FICO PROPONE 2 millones de cupos en capacitación técnica en el SENA #FicoElGanador  @FicoGutierrez #FicoPropone,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#FicoElGanador sin duda alguna, unir y organizar a Colombia es una prioridad.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@JMurinho19 Sólo hay algo grandioso que está por llegar #FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElDomingoVoyA cambiar la historia, a botarla de cuadrangular, bases llenas! Nos volamos la cerca.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElDomingoVoyA aprovechar la promoción 2x1 y dejar mamando a todos esos senadores que se eligen para buscar inmunidad y privilegios, el Ingeniero @ingrodolfohdez es el único capaz de acabar esa sinverguenceria, llega sin jefes #RodolfoPresidente","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#ElDomingoVoyA el domingo estaré temprano para ejercer como jurado  Y votar como todo ciudadano  También los invito a votar por quien quiera  No se deje presionar Por quien le diga su conciencia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs quien tiene trayectoria al servicio de la gente, experiencia y resultados en la gestión pública, pero x SOBRE TODO q sea buen SER HUMANO, con principios y valores, coherente en su pensar y actuar, q respete la vida, la libertad, la democracia y la dignidad.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#ElMejorCandidatoEs quien sea independiente para gobernar y quite la parranda de corruptos ""cuello blanco"" amarrados a estructuras colonialistas que oprimen a todo un país.➡️ Neoliberalistas que sobre-endeudaron al país enriqueciendo a un sector minoritario q' desplaza a la masa.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@petrogustavo Una nueva América se avecina,  una nueva América para la vida.  Colombia, Brasil, Perú y todo el  continente a salvar la Amazonía. 🇨🇴💜  #LaVidaEnUnVoto #PetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"De nuevo Colombia tiene la posibilidad de elegir entre la vida y la muerte. No hay puntos medios, no hay puntos bien pensantes, ni tibios ni verdes. Es entre el bien y el mal, paremos de contar. :) #LaVidaEnUnVoto","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#VoyConFico paseando por Bogotá, en la FICONETA. 🛵 😎","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#YoVotoPetroPresidente El mejor de los candidatos sin duda,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Lo tengo decidido desde hace un año. #YoVotoPetroPresidente,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Por la dignidad del pueblo... #YoVotoPetroPresidente,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Es momento del cambio, es momento de cambiar la historia de nuestro país, no más continuismos,  no más de lo mismo, vamos por el campo, por el trabajo digno, por eso y mucho más #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"El debate de Petro es con argumentos, el de los otros se basa en atacar a Petro 😘 por esooooo #yovotopetropresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#YoVotoPetroPresidente, se unieron los tres cínicos para atacar a Petro","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Que pereza que Sergio y Gutierrez sigan en la misma 💩 acusando. Las pensiones actualmente si están más en riesgo. Nos quieren meter los dedos a la boca. Estamos enriqueciendo a los banqueros @NestorMoralesC es periodista? Pregunta seria #YoVotoPetroPresidente,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
La periodista da mucha vuelta para las preguntas - es demasiado abstracta - me enferma.   #DebateFinal #YoVotoPetroPresidente #ElCambioEnPrimera,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#YoVoToPetroPresidente porque es un estadista progresista cien por ciento.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Para que la energía solar fotovoltaica sea una realidad en los techos de los más pobres,  #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#YoVotoPetroPresidente Sin miedo, confío en él. Confiamos en él. El que ha peleado frontalmente contra la corrupción, el que ve a Colombia con ojos de progreso y el que se nota lo mucho que le importa el país, porque ese conocimiento no es gratis. Ha trabajado su agenda.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@MissPoirot07 Eso lo sabemos, pero siempre hace falta uno que te joda para sacar empujarte a sacar lo mejor! #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Hoy mas que nunca yo, mi esposa , mi familia y un sinnúmero de amigos y conocidos decimos con orgullo …#YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@petrogustavo Que cese la horrible noche. 🇨🇴Es momento de transitar por el camino de la paz, la justicia social y el progreso. #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@AABenedetti @petrogustavo Los debates de este año solo hablan de las propuestas de Petro, este o no esté él siempre hablan de sus propuestas. Petro es el que ha puesto la agenda en esta contienda electoral. #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
RT 🔃 y Like ♥ si vas a votar mañana por Gustavo Petro y Francia Márquez para seguirte 💪  #PetristaSiguePetrista #YoVotoPetroPresidente,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Si le creo a Petro 🇨🇴🇺🇲#YoVotoPetroPresidente,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mañana Colombia y la democracia darán un paso al frente en busca del cambio.  Colombia unida buscará salir de las sombras del uribismo.   #YoVotoPetroPresidente #PetroEsElCambio #PetroYFranciaSonElCambio,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Habrá garantías está vez para que no haya números arreglados en los tarjetones de votaciones a favor de @FicoGutierrez  como en el 2018 a favor de @IvanDuque  #YoVotoPetroPresidente,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Petro payaso… lo evidente lo hace ver invisible .. característica de los asesinos en serie  #YoVotoPetroPresidente,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Un candidato que no va a los debates es un candidato que no le importan las ideas ni la democracia, por mi parte ni un voto para @ingrodolfohdez #DebateFinal #ColombiaDecide","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Cómo unir al país y la única mujer periodista entre los invitados, no la dejaron hablar #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Ya Federico sacó la tablet?  #DebateFinal,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Federico siempre pensando que Colombia siga sumergida en el crédito y pagandole a la élite de nuestro país #DebateFinal,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Néstor Morales viene siendo qué en el #DebateFinal ? Yo lo veo como un Juez URIBISTA que sólo defiende al Cuñado (Iván Duque) y al URIBISMO.,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Fico en cada debate con sus pullas, ese cuento de que no entiede las propuestas es falso, lo que le gusta es repetir lo mismo para dejar mal parado a Petro, desviando las propuestas e insistiendo en lo mismo, Cínico el Fico #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#DebateFinal No es objetivo. Me parece que los moderadores estan parcializados. Esperaba un poco mas de @NoticiasCaracol pero bueno...Que mas se espera de un medio privado colombiano.,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
"@NoticiasCaracol Qué no se note el sesgo de @NestorMoralesC,no sorprende en un ""periodista"" pro Duque-Fico. #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#DebateFinal Fajardo hablando de preservar el medio ambiente con Hidroituango goteándole en la nuca,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"¡ATENCIÓN COLOMBIA!  #DebateFinal Nestor Morales funge como candidato, le controvierte todo a Petro con afirmaciones y preguntas venenosas. Como siempre en los debates, periodistas, Fajardo y Fico atacan a Petro, pero se copian del Programa de Petro.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Qué un candidato se dedique a desmentir a otro y agote su tiempo  en ello, en pleno debate, en vivo, lo único que quiere decir es que Petro impuso agenda y que el establecimiento en pleno está más preocupado por desmentir que por proponer. A eso llegaron. #DebateFinal","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
Me encanta cómo Fajardo está desenmascarando a Petro y sus mentiras en vivo. #ColombiaDecide #DebateFinal,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
