updated_at	relevancia	created_at	lead_time	answer	emocion	ironia	sentimento	annotation_id	id	tweet_id	annotator	text
2023-04-03T12:53:44.240879Z	Si	2023-04-03T12:53:44.240788Z	4.01		Si	No	Confianza	690	2176	1532890682653917185	1	#PetroElCambioSeguro así es el verdadero cambio
2023-04-03T12:53:56.442897Z	Si	2023-04-03T12:53:56.442816Z	11.854		Si	No	Confianza	691	2177	1532907380824055816	1	Los invito a incentivar el voto en quienes no lo hicieron en primera o lo cambien para la segunda vuelta, nadie más conoce el país y sus necesidades, o se arregla esto o nos acabamos de joder #PetroElCambioSeguro
2023-04-03T12:54:12.025631Z	Si	2023-04-03T12:54:12.025551Z	15.234		Si	No	Alegria	692	2178	1532926797326712833	1	Antes los fines de semana me encontraban en las discotecas  Ahora me encuentran en los spaces de Twitter..  Que nota 😃🥲   #PetroElCambioSeguro #ProgresistasigueProgresista @Jokeraton
2023-04-03T12:54:24.351752Z	Si	2023-04-03T12:54:24.351709Z	11.988		Si	No	Decepción	693	2179	1533094106922201091	1	¿En serio creen que en estas #Elecciones2022 hay opciones?  Prácticamente #Petro está compitiendo sólo... Su "contraparte" y compañía no representan mayor cosa... Lástima que las mayorías eligen entre uno u otro, y no la razón...  #PetroElCambioSeguro #PetroPresidente
2023-04-03T12:54:26.884980Z	Si	2023-04-03T12:54:26.884937Z	2.182		Si	No	Confianza	694	2180	1533107024858316802	1	#PetroElCambioSeguro no hay más na... solo eso
2023-04-03T12:54:41.913207Z	Si	2023-04-03T12:54:41.913127Z	14.658		Si	No	Confianza	695	2181	1533118640656207874	1	Un cambio seguro, un vaso de agua potable en todo el territorio nacional, por acueductos comunitarios y defensa del agua como ordenadora del ambiente y los territorios  #PetroElCambioSeguro  #FranciaVicepresidenta
2023-04-03T12:54:51.188409Z	Si	2023-04-03T12:54:51.188367Z	8.93		Si	No	Confianza	696	2182	1533118874333364224	1	#PetroElCambioSeguro y quienes se unen lo demuestran, no es porque Mockus o Alejandro Gaviria piensen como él y Francia, es porque saben que pueden pensar diferente y no serán perseguidos por eso.
2023-04-03T12:54:57.194534Z	Si	2023-04-03T12:54:57.194454Z	5.635		Si	No	{"choices": ["Alegria", "Confianza"]}	697	2183	1533152606977241091	1	Te quiero mucho señora llena de dignidad, un abrazo hasta donde te encuentres.    #PetroElCambioSeguro
2023-04-03T12:55:09.718138Z	Si	2023-04-03T12:55:09.718057Z	12.212		Si	No	{"choices": ["Admiración", "Confianza"]}	698	2184	1533216466689990656	1	@petrogustavo tiene:  La pulcritud de Piedad Córdoba La lealtad de Roy Barreras El buen manejo de Prada Y el pacifismo del M19 #YoVotoPorElIngeniero #PetroElCambioSeguro
2023-04-03T12:55:18.763693Z	Si	2023-04-03T12:55:18.763614Z	8.713		Si	No	{"choices": ["Desagrado", "Confianza"]}	699	2185	1533083112770527234	1	#YoPactoConPetro  Si analizamos con profundidad las elecciones 2222 son las primeras a las qué se enfrentan los colombianos.con un candidato real preparado con plan de gobierno real. enfrentado a un personaje qué plagia sus propuestas.por tanto  PETRO PRESIDENTE
2023-04-03T12:55:22.873663Z	Si	2023-04-03T12:55:22.873575Z	3.773		Si	No	Desagrado	700	2186	1533100290941100033	1	@PremiosPopis Jajaja jajaja jajaja! Comen 💩 y eructan 🍗 en el extranjero. Por eso es que #YoPactoConPetro
2023-04-03T12:55:27.353746Z	Si	2023-04-03T12:55:27.353703Z	4.17		Si	No	Confianza	701	2187	1533117974730645506	1	#YoPactoConPetro porque es quien nos va a permitir transitar a la paz.
2023-04-03T12:55:31.618271Z	Si	2023-04-03T12:55:31.618191Z	3.897		Si	No	Confianza	702	2188	1533199522700185600	1	#YoPactoConPetro es del pueblo para el pueblo.
2023-04-03T12:57:37.401346Z	Si	2023-04-03T12:57:37.401305Z	125.442		Si	No	{"choices": ["Desagrado", "Miedo", "Odio"]}	703	2189	1532917229712449536	1	Ojo que Petro está apoyado por farc eln bandas criminales y maduro de venezuela ojoo los invito a que votemos por RODOLFO votar en blanco es apoyar también a los guerrilleros mi voto este 19 junio es:#RodolfoPresidente2022
2023-04-03T12:57:49.051343Z	Si	2023-04-03T12:57:49.051262Z	11.334		Si	No	{"choices": ["Decepción", "Desagrado"]}	704	2190	1532926921268396032	1	Yo me pase para donde el ingeniero. Definitivamente me canse de la pelea de Petro /Uribe #RodolfoPresidente2022
2023-04-03T12:57:57.968807Z	Si	2023-04-03T12:57:57.968731Z	8.53		Si	No	Miedo	705	2191	1533065731646029824	1	Qué debe hacer Rodolfo para recuperar lo que ha perdido y cambiar la tendencia? #RodolfoPresidente2022
2023-04-03T12:58:07.357348Z	Si	2023-04-03T12:58:07.357272Z	8.996		Si	No	{"choices": ["Desagrado", "Confianza"]}	706	2192	1533086412182011906	1	Los 5 millones de colombianos que votamos por Federico Gutiérrez; tenemos una obligación con nuestra patria de votar indiscutiblemente por el Ingeniero Rodolfo Hernández. Prohibido votar en blanco, lo estarían haciendo por el guerrillero Petro. #RodolfoPresidente2022
2023-04-03T12:58:23.119553Z	Si	2023-04-03T12:58:23.119512Z	15.414		Si	No	{"choices": ["Miedo", "Confianza"]}	707	2193	1533101295116210179	1	@Gabrielgonzapdr Totalmente de acuerdo, hay que estar unidos para seguir sumando votos para el ingeniero Rodolfo, dejando aun lado esos egos o talvez otros motivos lo que está en riesgo es la democracia de nuestro país, no podemos dar papaya!!! #RodolfoPresidente2022  #CualquieraMenosPetro
2023-04-03T12:58:45.736224Z	Si	2023-04-03T12:58:45.736138Z	22.321		Si	No	{"choices": ["Desagrado", "Miedo", "Confianza"]}	708	2194	1533127935581900801	1	@restrepopauli Ahora que estuve en Atlanta, mi hijo menor quien se preocupa mucho por mi, me preguntó: Pa, tienes plan B…?? Le respondí #PetroNuncaSeraPresidente ….. complementó, de todas maneras pa, aquí estoy yo !!!! Tengo fe que #RodolfoPresidente2022
2023-04-03T12:58:55.576659Z	Si	2023-04-03T12:58:55.576575Z	9.477		Si	No	{"choices": ["Desagrado", "Miedo"]}	709	2195	1533153866858090499	1	Votar por Petro es Votar las Pensiones a la basura,mejor Votar por @ingrodolfohdez  #RodolfoPresidente2022
2023-04-03T12:59:00.743243Z	Si	2023-04-03T12:59:00.743156Z	4.795		Si	No	Desagrado	710	2196	1533492775043334150	1	Es imposible combatir la corrupción con más corrupción #LaCorrupcionPetrista
2023-04-03T12:59:04.174608Z	Si	2023-04-03T12:59:04.174528Z	3.081		Si	No	Desagrado	711	2197	1533518487758544897	1	@VictorMaussa #LaCorrupcionPetrista y la JEP vienen siendo de los mismos
2023-04-03T12:59:10.022686Z	Si	2023-04-03T12:59:10.022642Z	5.543		Si	No	Desagrado	712	2198	1533533040269475840	1	#LaCorrupcionPetrista causa vergüenza ajena a los Colombianos de bien.
2023-04-03T12:59:13.481841Z	Si	2023-04-03T12:59:13.481797Z	3.156		Si	No	Desagrado	713	2199	1533534509437706240	1	@RoyBarreras Los más investigados los más corruptos los más violentos los más sesgados   #LaCorrupcionPetrista
2023-04-03T12:59:20.023566Z	Si	2023-04-03T12:59:20.023482Z	6.23		Si	No	Desagrado	714	2200	1533540873211985922	1	@supershadai @AplastaCabal @AlvaroUribeVel No es Derecha,  es  Torcido. Estudian para calumniar, suplantar y difamar en la vida y en las Redes. ✍🤨😤  #LaCorrupciónPetrista 🔎
2023-04-03T12:59:27.483901Z	Si	2023-04-03T12:59:27.483859Z	7.159		Si	No	Desagrado	715	2201	1533570195943575560	1	@jarizabaletaf El ingeniero sigue independiente, eso es loable. Ingrid, E.Gómez y otros como el general Bedoya lo han intentado  también, esta vez si prosperó, eso ya es mucho decir y debemos reconocerlo. Ingrid estaría siendo acribillada por sus demandas a la nación por #LaCorrupcionPetrista
2023-04-03T12:59:42.496956Z	Si	2023-04-03T12:59:42.496913Z	14.688		Si	Si	Desagrado	716	2202	1533585098196537347	1	@jarizabaletaf #LaCorrupcionPetrista  es el iluminado sensei sabe lo todo y perdona vidas odiador @petrogustavo
2023-04-03T12:59:51.056955Z	Si	2023-04-03T12:59:51.056873Z	8.2		Si	No	Confianza	717	2203	1533468165145079808	1	Y así sera con la bendición de papá Dios #PetroElCambioSeguro
2023-04-03T12:59:56.756165Z	Si	2023-04-03T12:59:56.756079Z	5.373		Si	No	Confianza	718	2204	1533480744802209792	1	Porque Colombia es mujer, porque Colombia debe cambiar mi voto es por PETRO #PetroElCambioSeguro
2023-04-03T13:00:05.314707Z	Si	2023-04-03T13:00:05.314629Z	8.246		Si	No	{"choices": ["Desagrado", "Confianza"]}	719	2205	1533505255278772227	1	Ningún #PetroElCambioSeguro Voté por @FicoGutierrez y ahora votaré por @ingrodolfohdez  Votar en blanco es darle mi voto a el eterno candidato y a la #corrupcionpetrista
2023-04-03T13:00:17.611148Z	Si	2023-04-03T13:00:17.611040Z	11.923		Si	No	Desagrado	720	2206	1533537032227770368	1	“Nos han dicho que debemos escoger entre izquierda y derecha, pero creo que solo existe arriba y abajo. Arriba está el sueño del hombre de la máxima libertad individual posible, manteniendo el orden, y abajo el hormiguero del totalitarismo”.  Ronald Reagan #PetroElCambioSeguro
2023-04-03T13:00:23.145740Z	Si	2023-04-03T13:00:23.145629Z	5.216		Si	No	Miedo	721	2207	1533777930102480896	1	#VotarEnBlancoEs darle el voto al señor de las bolsas, ojo a pensar bien en qué país queremos. 👀
2023-04-03T13:00:29.573326Z	Si	2023-04-03T13:00:29.573247Z	6.094		Si	No	Miedo	722	2208	1533784716343754753	1	#VotarEnBlancoEs la elección de quienes ignoran la enorme responsabilidad que tiene un voto por un candidato que no ponga en peligro la estabilidad de millones de colombianos en estos momentos.
2023-04-03T13:00:35.855163Z	Si	2023-04-03T13:00:35.855076Z	5.953		Si	No	Desagrado	723	2209	1533788781035368448	1	#VotarEnBlancoEs no conocer la historia. Ser debil, no tener carácter, mediocridad, conformista, incapaz, inestable, mentiroso, infeliz. Estas personas no aparecen en la historia por cobardes
2023-04-03T13:00:43.990812Z	Si	2023-04-03T13:00:43.990721Z	7.813		Si	No	Desagrado	724	2210	1533795195254349825	1	#VotarEnBlancoEs la opción para uribistas, fajardistas y tecnócratas. Rodolfo los ha tratado demasiado mal. No voten por él
2023-04-03T13:00:59.444452Z	Si	2023-04-03T13:00:59.444406Z	15.124		Si	No	{"choices": ["Asco", "Odio"]}	725	2211	1533822375330037762	1	#VotarEnBlancoEs junto al voto nulo o la abstención las única opción que tenemos quienes somos de verdadera derecha y no apoyamos ni al guerrillero indultado chavista Petro ni al anciano progresista abortista  Hernández. #NiPetroNiHernandez #DerechaVerdaderaColombiana
2023-04-03T13:01:07.353681Z	Si	2023-04-03T13:01:07.353587Z	7.547		Si	No	{"choices": ["Asco", "Desagrado"]}	726	2212	1533869105719263240	1	Decirle q un #Petrista q no vote por #Petro es como decirle a un #suicida q lo dejo la mujer, que hay muchas más #Mujeres en el mundo q se de otra oportunidad.. #VotarEnBlancoEs  #NoVotoEnBlanco
2023-04-03T13:01:16.351899Z	Si	2023-04-03T13:01:16.351856Z	8.696		Si	No	{"choices": ["Decepción", "Desagrado"]}	727	2213	1533916201855893505	1	@juanmanuelgalan @NvLiberalismo @sergio_fajardo #MeLimpioELCuloConEsaLey , ya salidos del l Closet, muestran a la ciudadanía que están a favor de lo más corrupto.
2023-04-03T13:01:19.674317Z	Si	2023-04-03T13:01:19.674277Z	3.018		Si	No	Desagrado	728	2214	1533617735049125890	1	Es hora de darle sepultura al petrismo #LaCorrupcionPetrista
2023-04-03T13:01:25.238021Z	Si	2023-04-03T13:01:25.237944Z	5.245		Si	No	Desagrado	729	2215	1533634914649882625	1	Petro no le mientas mas a tus seguidores por qué ellos serán los primeros en cruzificarte y su oído el mismo que les has sembrado para con sus semejantes se te devolverá mil veces #LaCorrupciónPetrista petro no me representa petro no representa mi país. 🇨🇴
2023-04-03T13:01:30.206268Z	Si	2023-04-03T13:01:30.206178Z	4.637		Si	No	Desagrado	730	2216	1533650795039793152	1	#LaCorrupcionPetrista El pacto histórico es tan podrido que con solo ver una foto de cualquiera de esa banda criminal ya siento mal olor, sobre todo Petro.
2023-04-03T13:08:46.948580Z	Si	2023-04-03T13:08:46.948538Z	436.247		Si	No	Desagrado	731	2217	1533819816678674432	1	@santiagoangelp @petrogustavo @lafm Escuchar a Petro me parece escuchar a Chávez, recuerdo muy bien ese discurso y entrevistas en medios internacionales. #LaCorrupciónPetrista
2023-04-03T13:08:54.777128Z	Si	2023-04-03T13:08:54.777085Z	7.358		Si	No	{"choices": ["Decepción", "Desagrado"]}	732	2218	1533792204682059777	1	@jsanchezcristo #GraciasPero el ingeniero es un embustero y manipulador, y al profe le queda el camino de las ballenas, el ego le impide trabajar en conjunto, eso de la centro esperanza ha Sido un cuento Chimbo para el país.
2023-04-03T13:09:05.258240Z	Si	2023-04-03T13:09:05.258158Z	10.07		Si	No	Desagrado	733	2219	1533812987894673414	1	@WRadioColombia @ingrodolfohdez Jajjajajajaaj ella no preguntó, mejor se unió de una para no pasar vergüenzas 🤣 que personaje @ingrodolfohdez  #GraciasPero
2023-04-03T13:09:16.545631Z	Si	2023-04-03T13:09:16.545551Z	10.748		Si	No	Miedo	734	2220	1533820677928669189	1	#GraciasPero espero que Colombia piense muy bien quien quiere que Gobierne Rodólfo sin maquinarias o el señor Petro con su pacto
2023-04-03T13:09:23.381209Z	Si	2023-04-03T13:09:23.381134Z	6.407		Si	No	{"choices": ["Desagrado", "Confianza"]}	735	2221	1533841169687388161	1	#GraciasPero prefiero ver de que es capaz la izquierda de mi pais antes que seguir viendo a la derecha no hacer nada por sus ciudadanos en crisis.
2023-04-03T13:09:30.226269Z	Si	2023-04-03T13:09:30.226230Z	6.401		Si	No	Desagrado	736	2222	1533639031216644096	1	#AliasElIngeniero O alías el imputado?  Mejor #AliasElIngeniero porque el imputado ya está ocupado...
2023-04-03T13:09:42.534766Z	Si	2023-04-03T13:09:42.534663Z	11.888		Si	No	Desagrado	737	2223	1533786542027710464	1	Gustavo Petro sigue subiendo en intención de voto, mientras la candidatura de #AliasElIngeniero va en declive. Colombia no puede tener un presidente que se limpie el culo con la ley.
2023-04-03T13:09:46.893006Z	Si	2023-04-03T13:09:46.892963Z	3.854		Si	No	{"choices": ["Asco", "Desagrado"]}	738	2224	1533939553035223047	1	#AliasElIngeniero es Psicópata ó Sociópata ?
2023-04-03T13:09:57.913761Z	Si	2023-04-03T13:09:57.913679Z	10.647		Si	No	Desagrado	739	2225	1534115920293072896	1	@darcyquinnr #UnaVerdadEs que voten por cualquiera, menos por un culebrero ni en blanco .
2023-04-03T13:10:08.234200Z	Si	2023-04-03T13:10:08.234120Z	9.87		Si	No	Alegria	740	2226	1534148151577305091	1	#UnaVerdadEs que Colombia es un País maravilloso de gente especial
2023-04-03T13:10:18.510218Z	Si	2023-04-03T13:10:18.510177Z	9.815		Si	No	Asco	741	2227	1534150130265468929	1	#UnaVerdadEs que con Rodolfo estan:  Las maquinarias que Ingrid criticaba.  La despojadora de tierras Cabal.  El oportunismo de Gaviria.  El cianuro de Nestor Humberto.  ¿De cuál cambio hablan?
2023-04-03T13:10:25.785286Z	No	2023-04-03T13:10:25.785245Z	6.995					742	2228	1534187388729282560	1	🚨 ATENCIÓN  #UnaVerdadEs que la plataforma SIMO de la @CNSCColombia está caída y nos es posible ingresar para inscribirse a los concurso de méritos de cargos públicos.
2023-04-03T13:10:31.290241Z	Si	2023-04-03T13:10:31.290159Z	5.133		Si	No	Desagrado	743	2229	1534206998312632320	1	@WRadioColombia #UnaVerdadEs que nadie, nadie extraña a @AlvaroUribeVel así es mejor, calladito. Que disfrute su retiro y prepare la defensa de su juicio.
2023-04-03T13:10:53.610126Z	Si	2023-04-03T13:10:53.610046Z	22.016		Si	No	Desagrado	744	2230	1534317916446986240	1	#UnaVerdadEs saber que el viejito groserón solo quiere cumplir su último capricho, y es jugar a querer ser presidente. Solo porque tiene dinero para cumplirlo.
2023-04-03T13:11:01.811088Z	Si	2023-04-03T13:11:01.810983Z	7.85		Si	No	{"choices": ["Asco", "Miedo"]}	745	2231	1534225507079823360	1	#VotarEnBlancoEs. Darle a los guerristas ( Petro, y su famoso Pacto Histórico ),  la oportunidad de salirse con las suyas, y dejar en manos del padre del terrorismo este país. No permitamos la noche oscura del comunismo en Colombia. #PetroNuncaSeraPresidente
2023-04-03T13:11:08.678970Z	Si	2023-04-03T13:11:08.678932Z	6.539		Si	No	Desagrado	746	2232	1534489926821154816	1	#UnaBurlaEs La JEP que poco pareciera importarles las víctimas.
2023-04-03T13:11:15.160120Z	No	2023-04-03T13:11:15.160077Z	6.135					747	2233	1534492269818044418	1	@lcvelez @lafm #unaburlaes hacer creer que nació en un lugar cuando en verdad nació en otro. Alias el kakas.
2023-04-03T13:11:35.054413Z	Si	2023-04-03T13:11:35.054370Z	19.581		Si	No	Decepción	748	2234	1534500094191587328	1	#UnaBurlaEs Burlarse de nuestra maravillosa Colombia y VOTAR EN BLANCO. Tengamos pantalones y votemos por uno de los candidatos. Colombia nos NECESITA!!
2023-04-03T13:11:41.085028Z	Si	2023-04-03T13:11:41.084985Z	5.733		Si	No	Desagrado	749	2235	1534572048076492800	1	#UnaBurlaEs  que un imputado por corrupción quiera ser presidente llevando la bandera anticorrupción. #LaVerdadSeaDicha  Vitalogic es un escándalo que quieren meter bajo la mesa.
2023-04-03T13:11:44.452734Z	Si	2023-04-03T13:11:44.452630Z	3.057		Si	No	Desagrado	750	2236	1534583970716954634	1	@Danielbricen Piedad Córdoba está suspendida, cierre el hocico, y #UnaBurlaEs que un imputado pueda posicionarse a presidencia
2023-04-03T13:11:50.768720Z	Si	2023-04-03T13:11:50.768653Z	5.974		Si	No	Desagrado	751	2237	1534648881211969537	1	#UnaBurlaEs la hoja de vida  solicitando trabajo por parte de Petro
2023-04-03T13:12:00.263623Z	Si	2023-04-03T13:12:00.263550Z	9.19		Si	No	{"choices": ["Desagrado", "Miedo"]}	752	2238	1534661672232689670	1	@T13 Haciendo campaña del Terror ? Por qué no se preocupan mejor del terrorismo que está dejando muertos y nadie dice nada ?? Caras de raja 😡 #TerrorismoNuncaMas #UnaBurlaEs la Asamblea Constituyente
2023-04-03T13:12:05.344960Z	Si	2023-04-03T13:12:05.344878Z	4.748		Si	No	Confianza	753	2239	1534638454734217217	1	No se cobrarán peajes en distancias de menos de 200 kilómetros. @petrogustavo lo prometió y le creo.   #YoContratoAPetro #ConPetroGanasTU
2023-04-03T13:12:10.375869Z	Si	2023-04-03T13:12:10.375804Z	4.679		Si	No	Confianza	754	2240	1534666063337639936	1	Contratado con 2 horas de almuezo, horas extra y recargo nocturno  #YoContratoAPetro
2023-04-03T13:12:14.247710Z	Si	2023-04-03T13:12:14.247631Z	3.565		Si	No	Confianza	755	2241	1534678799815688192	1	con mi familia le apostamos a #YoContratoAPetro , y usted?
2023-04-03T13:12:20.367903Z	Si	2023-04-03T13:12:20.367818Z	5.741		Si	No	{"choices": ["Desagrado", "Miedo"]}	756	2242	1534489000886640649	1	#NoQuiero Que el presidente sea un peligro para la democracia, que su principal razón para ser presidente sea llegar a la "comisión de absoluciones".
2023-04-03T13:12:31.459574Z	Si	2023-04-03T13:12:31.459492Z	10.747		Si	Si		757	2243	1534491079453679626	1	#NoQuiero más silencio del expresidente Uribe porque me ilusiona el pensar que entendió que tiene que dedicarse a descansar 🙃
2023-04-03T13:12:40.978282Z	Si	2023-04-03T13:12:40.978204Z	9.166		Si	No	Desagrado	758	2244	1534538511474466816	1	#NoQuiero ver en la casa de Nariño y como representación de Colombia a un Individuo que secuestró, extorsionó y se unió con el narcotrafico para incendiar el palacio de Justicia
2023-04-03T13:12:48.580864Z	Si	2023-04-03T13:12:48.580817Z	7.293		Si	No	{"choices": ["Decepción", "Desagrado"]}	759	2245	1534662637493043202	1	#NoQuiero más política en tercera persona. Vamos a hacer buena política en primera persona, porque si no la hacemos nosotros, nos la hacen a las malas los delincuentes.
2023-04-03T13:12:59.728828Z	Si	2023-04-03T13:12:59.728744Z	10.772		Si	No	{"choices": ["Desagrado", "Confianza"]}	760	2246	1534667169862406144	1	@AlonsoVaney @jzamora80 @petrogustavo Esa afirmación es parecida a la muy criticada frase del presidente Uribe "no estarían recogiendo café" La inquisición se acabó hace muchos años #NoQuiero más polarización mi voto es por #RodolfoPresidente2022
2023-04-03T13:13:18.839701Z	Si	2023-04-03T13:13:18.839616Z	18.768		Si	No	{"choices": ["Desagrado", "Odio"]}	761	2247	1534415270021894144	1	#UnaVerdadEs que  Álvaro Uribe Vélez está en su finca con su hermosa Doña Lina y Gustavo Petro dando lora.  Es hora de que Petro se vaya de la política, agarré su bolsa de basura y se vaya a vivir sabroso a Cuba o en  Venezuela.  🕳️💩🪠
2023-04-03T13:13:29.766277Z	Si	2023-04-03T13:13:29.766199Z	10.593		Si	No	{"choices": ["Desagrado", "Confianza"]}	762	2248	1534642575063261195	1	@GustavoBolivar #UnaBurlaEs que les dijeron a sus empleados que si no ganaba @FicoGutierrez se quedarian sin empleo y se iban a vivir o invertir en otro país. Vieron que no llegó y nada pasó. Todo era miedo y mentira.✌️ #ConPetroGanasTu #UnaVerdadEs que debemos elegir a conciencia!.
2023-04-03T13:13:33.649463Z	Si	2023-04-03T13:13:33.649373Z	3.537		Si	No	Confianza	763	2249	1534564264563859457	1	Con Petro ganamos todos, la niñez y un presente -futuro de prosperidad que necesita ser construido desde ya #ConPetroGanasTú
2023-04-03T13:13:39.980017Z	Si	2023-04-03T13:13:39.979975Z	6.01		Si	No	Asco	764	2250	1534843239341203456	1	Hay que derrotar con nuestros votos al #PetrismoSucio
2023-04-03T13:13:54.465208Z	Si	2023-04-03T13:13:54.465166Z	14.178		Si	No	{"choices": ["Asco", "Odio"]}	765	2251	1534868041305149440	1	@jarizabaletaf Al mamerto corriente q dista de ser una persona pensante, esto no le importará, están adoctrinados, es más, pueden ver a Petro en video violando un bebé y lo seguirán defendiendo. El resto del país, q se preocupa x el futuro, se está dando cuenta de que #PetrismoSucio es lo peor
2023-04-03T13:14:10.602263Z	Si	2023-04-03T13:14:10.602183Z	15.837		Si	No	Desagrado	766	2252	1534887646908096513	1	@petrogustavo Ahora el culpado es quien presenció el delito y no no el que cometió el delito. Inversión de valores. #PetrismoSucio
2023-04-03T13:14:15.286759Z	Si	2023-04-03T13:14:15.286679Z	4.256		Si	No	Desagrado	767	2253	1534909497809977344	1	#PetrismoSucio una inquietud, en LA W callaron a Coronel porque se dieron cuenta que la campaña sucia que le estaba haciendo al Ingeniero no estaba funcionando??
2023-04-03T13:14:24.484748Z	Si	2023-04-03T13:14:24.484702Z	8.762		Si	No	Asco	768	2254	1534909652349108233	1	@DionisioHermes @LuchyB Es que saben que con un gobierno del Ingeniero no van a tener acceso a la mermelada de la cual han vivido toda la vida, pero con los del "CAMBIO" saben que con tal de perpetuarse van a recibir dinero a montones. #PetrismoAsqueante #PetrismoSucio
2023-04-03T13:14:30.887489Z	Si	2023-04-03T13:14:30.887410Z	6.079		Si	No	{"choices": ["Desagrado", "Odio"]}	769	2255	1534919672293900291	1	La campaña Petrista transgredio todos los límites éticos y morales y está rayando en lo delincuencial #PetrismoSucio
2023-04-03T13:14:40.705407Z	Si	2023-04-03T13:14:40.705363Z	9.497		Si	No	{"choices": ["Decepción", "Desagrado"]}	770	2256	1534933165873168385	1	#PetrismoSucio... sucias son todas las campañas. ¿Cuál se salva? ¿Ya olvidaron 2014? ¿2018? O ¿es que la memoria es selectiva? Es política de la más baja calidad.  ¡Qué desesperanza Colombia con esos dos políticos que están en carrera presidencial y con los que quedaron atrás! 🤢
2023-04-03T13:14:49.878937Z	Si	2023-04-03T13:14:49.878862Z	8.847		Si	No	Desagrado	771	2257	1534993540425695253	1	@LauraMedinaRuiz @petrogustavo Amiga se ven patéticos armando todo este show mediático #PetrismoSucio #PactoDeCorruptos Se les  nota el miedo...🤣🤣🤣 al menos ellos no están imputados!
2023-04-03T13:14:53.677438Z	Si	2023-04-03T13:14:53.677357Z	3.442		Si	No	Desagrado	772	2258	1534996420515741696	1	@VickyDavilaH Los #PetroVideos demuestran el #PactoDeCorruptos y como el cambio es “acabar” con los que piensan diferente a través de estrategias de #PetrismoSucio ¿#PactoDeLaPicota una explosión controlada?
2023-04-03T13:14:58.149270Z	Si	2023-04-03T13:14:58.149227Z	4.139		Si	No	Asco	773	2259	1535029015299477510	1	Todas las escorias políticas hacen parte del #PetrismoSucio
2023-04-03T13:15:02.601396Z	Si	2023-04-03T13:15:02.601307Z	4.133		Si	No	Asco	774	2260	1535032228740321281	1	#PetrismoSucio solo cierre los ojos imagínese a un gobierno dirigido por este nido de ratas haciendo lo que se les d la gana. Da susto cierto no vote en blanco
2023-04-03T13:15:06.181989Z	Si	2023-04-03T13:15:06.181912Z	3.287		Si	No	Asco	775	2261	1535048051181617158	1	@NanyPardo Obvio no ve que esas 50 camionetas las pagamos nosotros #PetrismoSucio. No engañan al pueblo la gente está cansada de su bazofia!
2023-04-03T13:15:14.811654Z	Si	2023-04-03T13:15:14.811574Z	8.315		Si	No	{"choices": ["Asombro", "Confianza"]}	776	2262	1535003277129138178	1	Nunca ví a una persona soportar tanto, y mantener la calma, como @petrogustavo  #RumboALaVictoria
2023-04-03T13:15:22.715544Z	Si	2023-04-03T13:15:22.715458Z	7.559		Si	No	Desagrado	777	2263	1534875498874122241	1	#LosPetroVideosSon #PetroVideos Son la evidencia de la combinación de todas las formas de lucha, como guerrillo está enseñado a esto. Crueldad, maldad y criminal es lo que dicen en esos videos. @lafm @lcvelez @santiagoangelp @calderonwiliams
2023-04-03T13:15:38.781900Z	Si	2023-04-03T13:15:38.781821Z	15.68	Me falta contexto	Si	No	Otra	778	2264	1534882052482424832	1	Calientan las Águilas Negras y las Autodefensas Gaitanistas. #PetroVideos
2023-04-03T13:17:06.929788Z	Si	2023-04-03T13:17:06.929748Z	87.843		Si	No	Desagrado	779	2265	1534882402950074371	1	@nataliareyesg Claro que no! Pero hay que ser un miserable ignorante al que la corrupción y el #todovale no le importa. Pero que tipeja. #PetroVideos
2023-04-03T13:17:12.887640Z	Si	2023-04-03T13:17:12.887601Z	5.637		Si	Si	Desagrado	780	2266	1534902959452069888	1	@petrogustavo Lo bueno de los #PetroVideos  es q petro no podrá decir q todo fue hecho a sus espaldas 😂 #PactoDeLaPicota
2023-04-03T13:17:20.922028Z	Si	2023-04-03T13:17:20.921942Z	7.68		Si	No	{"choices": ["Decepción", "Desagrado"]}	781	2267	1534999651006439426	1	Para nadie es un secreto que el marketing en redes sociales es la mejor jugada política, pero me parece que infiltrar y grabar reuniones ya es ilegalidad... ¿De qué política sucia hablan? ¿De la misma que ustedes fomentan? #PetroVideos #RevistaSemana
2023-04-03T13:17:27.134136Z	Si	2023-04-03T13:17:27.134095Z	5.84		Si	No	Desagrado	782	2268	1534951768844603393	1	#MeDaVergüenza que a Rodolfo que no lo han llamado para preguntarle porque sería capaz de limpiarse el cuatro letras con la ley.
2023-04-03T13:17:33.499792Z	Si	2023-04-03T13:17:33.499712Z	6.064		Si	No	{"choices": ["Asco", "Odio"]}	783	2269	1534999353298935818	1	#NoTodoVale claro que todo vale para sacar a los hps corruptos del poder 20 años aguantando tanta mrkcada ya estuvo bueno, pero ahora los hps se fueron pa don RH ratas malparidas del uribismo
2023-04-03T13:17:40.950274Z	Si	2023-04-03T13:17:40.950196Z	7.1		Si	No	{"choices": ["Asco", "Desagrado"]}	784	2270	1534858486093340673	1	@petrogustavo @HOLLMANMORRIS Que descaro, actuando como delincuentes, los pillan y la respuesta es hacerse la victima… #PetroMentiroso
