sentimento	created_at	emocion	annotator	lead_time	relevancia	updated_at	annotation_id	text	tweet_id	ironia	id
Desagrado	2023-03-30T21:10:49.906177Z	Si	1	16.215	Si	2023-03-30T21:10:49.906217Z	677	#ColombiaNecesita saber que las paradojas son así, si se dice que un corrupto apoyala no corrupción, un guerrillero va a aplicar seriamente los acuerdos de paz firmados? No señores	1532576034561966080	Si	4170
Desagrado	2023-03-30T21:11:24.673713Z	Si	1	34.42	Si	2023-03-30T21:11:24.673760Z	678	@ingrodolfohdez Todos esos politiqueros como los que van a votar por ud? NO GRACIAS. Mi voto y el de toda mi familia y amigos es por #PetroPresidente2022 #PetroPresidente eso es lo que #ColombiaNecesita	1532847767281774592	No	4171
	2023-03-30T21:11:33.788445Z		1	8.761	No	2023-03-30T21:11:33.788482Z	679	Se llega de visita sin pedir nada a cambio #UnDesastre	1532679439066226688		4172
{"choices": ["Desagrado", "Miedo"]}	2023-03-30T21:11:43.494514Z	Si	1	9.327	Si	2023-03-30T21:11:43.494550Z	680	#undesastre pensar que la única elección que tenemos los colombianos es elegir a Petro #VotoEnBlanco	1532706727979646976	No	4173
Confianza	2023-03-30T21:11:48.689617Z	Si	1	4.847	Si	2023-03-30T21:11:48.689656Z	681	#PetroElCambioSeguro así es el verdadero cambio	1532890682653917185	No	4174
{"choices": ["Miedo", "Confianza"]}	2023-03-30T21:12:04.797774Z	Si	1	15.752	Si	2023-03-30T21:12:04.797819Z	682	Los invito a incentivar el voto en quienes no lo hicieron en primera o lo cambien para la segunda vuelta, nadie más conoce el país y sus necesidades, o se arregla esto o nos acabamos de joder #PetroElCambioSeguro	1532907380824055816	No	4175
	2023-03-30T21:12:13.224498Z		1	8.061	No	2023-03-30T21:12:13.224542Z	683	Antes los fines de semana me encontraban en las discotecas  Ahora me encuentran en los spaces de Twitter..  Que nota 😃🥲   #PetroElCambioSeguro #ProgresistasigueProgresista @Jokeraton	1532926797326712833		4176
Decepción	2023-03-30T21:12:30.198387Z	Si	1	16.627	Si	2023-03-30T21:12:30.198424Z	684	¿En serio creen que en estas #Elecciones2022 hay opciones?  Prácticamente #Petro está compitiendo sólo... Su "contraparte" y compañía no representan mayor cosa... Lástima que las mayorías eligen entre uno u otro, y no la razón...  #PetroElCambioSeguro #PetroPresidente	1533094106922201091	No	4177
Otra	2023-03-30T21:12:47.975630Z	Si	1	17.442	Si	2023-03-30T21:12:47.975673Z	685	#PetroElCambioSeguro no hay más na... solo eso	1533107024858316802	No	4178
Confianza	2023-03-30T21:13:02.615894Z	Si	1	14.269	Si	2023-03-30T21:13:02.615939Z	686	Un cambio seguro, un vaso de agua potable en todo el territorio nacional, por acueductos comunitarios y defensa del agua como ordenadora del ambiente y los territorios  #PetroElCambioSeguro  #FranciaVicepresidenta	1533118640656207874	No	4179
Confianza	2023-03-30T21:13:21.580560Z	Si	1	18.6	Si	2023-03-30T21:13:21.580603Z	687	#PetroElCambioSeguro y quienes se unen lo demuestran, no es porque Mockus o Alejandro Gaviria piensen como él y Francia, es porque saben que pueden pensar diferente y no serán perseguidos por eso.	1533118874333364224	No	4180
	2023-03-30T21:13:29.351576Z		1	7.394	No	2023-03-30T21:13:29.351613Z	688	Te quiero mucho señora llena de dignidad, un abrazo hasta donde te encuentres.    #PetroElCambioSeguro	1533152606977241091		4181
Desagrado	2023-03-30T21:13:50.590868Z	Si	1	20.864	Si	2023-03-30T21:13:50.590910Z	689	@petrogustavo tiene:  La pulcritud de Piedad Córdoba La lealtad de Roy Barreras El buen manejo de Prada Y el pacifismo del M19 #YoVotoPorElIngeniero #PetroElCambioSeguro	1533216466689990656	Si	4182
Desagrado	2023-03-30T21:14:13.604977Z	Si	1	22.485	Si	2023-03-30T21:14:13.605144Z	690	#YoPactoConPetro  Si analizamos con profundidad las elecciones 2222 son las primeras a las qué se enfrentan los colombianos.con un candidato real preparado con plan de gobierno real. enfrentado a un personaje qué plagia sus propuestas.por tanto  PETRO PRESIDENTE	1533083112770527234	No	4183
Desagrado	2023-03-30T21:14:23.185929Z	Si	1	9.232	Si	2023-03-30T21:14:23.185992Z	691	@PremiosPopis Jajaja jajaja jajaja! Comen 💩 y eructan 🍗 en el extranjero. Por eso es que #YoPactoConPetro	1533100290941100033	Si	4184
Confianza	2023-03-30T21:14:36.182687Z	Si	1	12.628	Si	2023-03-30T21:14:36.182723Z	692	#YoPactoConPetro porque es quien nos va a permitir transitar a la paz.	1533117974730645506	No	4185
Confianza	2023-03-30T21:14:43.830792Z	Si	1	7.307	Si	2023-03-30T21:14:43.830827Z	693	#YoPactoConPetro es del pueblo para el pueblo.	1533199522700185600	No	4186
{"choices": ["Desagrado", "Miedo"]}	2023-03-30T21:14:59.992035Z	Si	1	15.806	Si	2023-03-30T21:14:59.992074Z	694	Ojo que Petro está apoyado por farc eln bandas criminales y maduro de venezuela ojoo los invito a que votemos por RODOLFO votar en blanco es apoyar también a los guerrilleros mi voto este 19 junio es:#RodolfoPresidente2022	1532917229712449536	No	4187
Decepción	2023-03-30T21:15:10.511114Z	Si	1	10.151	Si	2023-03-30T21:15:10.511160Z	695	Yo me pase para donde el ingeniero. Definitivamente me canse de la pelea de Petro /Uribe #RodolfoPresidente2022	1532926921268396032	No	4188
	2023-03-30T21:15:18.471842Z	No	1	7.581	Si	2023-03-30T21:15:18.471880Z	696	Qué debe hacer Rodolfo para recuperar lo que ha perdido y cambiar la tendencia? #RodolfoPresidente2022	1533065731646029824		4189
Miedo	2023-03-30T21:15:32.162183Z	Si	1	13.329	Si	2023-03-30T21:15:32.162218Z	697	Los 5 millones de colombianos que votamos por Federico Gutiérrez; tenemos una obligación con nuestra patria de votar indiscutiblemente por el Ingeniero Rodolfo Hernández. Prohibido votar en blanco, lo estarían haciendo por el guerrillero Petro. #RodolfoPresidente2022	1533086412182011906	No	4190
{"choices": ["Miedo", "Confianza"]}	2023-03-30T21:15:51.476022Z	Si	1	18.965	Si	2023-03-30T21:15:51.476059Z	698	@Gabrielgonzapdr Totalmente de acuerdo, hay que estar unidos para seguir sumando votos para el ingeniero Rodolfo, dejando aun lado esos egos o talvez otros motivos lo que está en riesgo es la democracia de nuestro país, no podemos dar papaya!!! #RodolfoPresidente2022  #CualquieraMenosPetro	1533101295116210179	No	4191
{"choices": ["Miedo", "Confianza"]}	2023-03-30T21:16:19.649641Z	Si	1	27.809	Si	2023-03-30T21:16:19.649686Z	699	@restrepopauli Ahora que estuve en Atlanta, mi hijo menor quien se preocupa mucho por mi, me preguntó: Pa, tienes plan B…?? Le respondí #PetroNuncaSeraPresidente ….. complementó, de todas maneras pa, aquí estoy yo !!!! Tengo fe que #RodolfoPresidente2022	1533127935581900801	No	4192
Desagrado	2023-03-30T21:16:41.700694Z	Si	1	21.681	Si	2023-03-30T21:16:41.700886Z	700	Votar por Petro es Votar las Pensiones a la basura,mejor Votar por @ingrodolfohdez  #RodolfoPresidente2022	1533153866858090499	No	4193
Desagrado	2023-03-30T21:16:51.573679Z	Si	1	9.34	Si	2023-03-30T21:16:51.573722Z	701	Es imposible combatir la corrupción con más corrupción #LaCorrupcionPetrista	1533492775043334150	No	4194
Desagrado	2023-03-30T21:17:04.475597Z	Si	1	12.431	Si	2023-03-30T21:17:04.475634Z	702	@VictorMaussa #LaCorrupcionPetrista y la JEP vienen siendo de los mismos	1533518487758544897	No	4195
Desagrado	2023-03-30T21:17:12.200571Z	Si	1	7.347	Si	2023-03-30T21:17:12.200609Z	703	#LaCorrupcionPetrista causa vergüenza ajena a los Colombianos de bien.	1533533040269475840	No	4196
Desagrado	2023-03-30T21:17:20.650329Z	Si	1	8.102	Si	2023-03-30T21:17:20.650364Z	704	@RoyBarreras Los más investigados los más corruptos los más violentos los más sesgados   #LaCorrupcionPetrista	1533534509437706240	No	4197
{"choices": ["Ira", "Desagrado"]}	2023-03-30T21:17:33.146830Z	Si	1	12.138	Si	2023-03-30T21:17:33.146873Z	705	@supershadai @AplastaCabal @AlvaroUribeVel No es Derecha,  es  Torcido. Estudian para calumniar, suplantar y difamar en la vida y en las Redes. ✍🤨😤  #LaCorrupciónPetrista 🔎	1533540873211985922	No	4198
Admiración	2023-03-30T21:18:00.332675Z	Si	1	26.815	Si	2023-03-30T21:18:00.332713Z	706	@jarizabaletaf El ingeniero sigue independiente, eso es loable. Ingrid, E.Gómez y otros como el general Bedoya lo han intentado  también, esta vez si prosperó, eso ya es mucho decir y debemos reconocerlo. Ingrid estaría siendo acribillada por sus demandas a la nación por #LaCorrupcionPetrista	1533570195943575560	No	4199
Desagrado	2023-03-30T21:18:14.827050Z	Si	1	14.127	Si	2023-03-30T21:18:14.827086Z	707	@jarizabaletaf #LaCorrupcionPetrista  es el iluminado sensei sabe lo todo y perdona vidas odiador @petrogustavo	1533585098196537347	Si	4200
Confianza	2023-03-30T21:18:20.831051Z	Si	1	5.605	Si	2023-03-30T21:18:20.831092Z	708	Y así sera con la bendición de papá Dios #PetroElCambioSeguro	1533468165145079808	No	4201
Confianza	2023-03-30T21:18:30.177757Z	Si	1	9.001	Si	2023-03-30T21:18:30.177796Z	709	Porque Colombia es mujer, porque Colombia debe cambiar mi voto es por PETRO #PetroElCambioSeguro	1533480744802209792	No	4202
Miedo	2023-03-30T21:18:49.719596Z	Si	1	19.172	Si	2023-03-30T21:18:49.719632Z	710	Ningún #PetroElCambioSeguro Voté por @FicoGutierrez y ahora votaré por @ingrodolfohdez  Votar en blanco es darle mi voto a el eterno candidato y a la #corrupcionpetrista	1533505255278772227	No	4203
Confianza	2023-03-30T21:19:34.009359Z	Si	1	43.906	Si	2023-03-30T21:19:34.009403Z	711	“Nos han dicho que debemos escoger entre izquierda y derecha, pero creo que solo existe arriba y abajo. Arriba está el sueño del hombre de la máxima libertad individual posible, manteniendo el orden, y abajo el hormiguero del totalitarismo”.  Ronald Reagan #PetroElCambioSeguro	1533537032227770368	No	4204
Miedo	2023-03-30T21:19:41.049857Z	Si	1	6.668	Si	2023-03-30T21:19:41.049898Z	712	#VotarEnBlancoEs darle el voto al señor de las bolsas, ojo a pensar bien en qué país queremos. 👀	1533777930102480896	No	4205
Miedo	2023-03-30T21:29:10.813861Z	Si	1	569.402	Si	2023-03-30T21:29:10.813900Z	713	#VotarEnBlancoEs la elección de quienes ignoran la enorme responsabilidad que tiene un voto por un candidato que no ponga en peligro la estabilidad de millones de colombianos en estos momentos.	1533784716343754753	No	4206
Ira	2023-03-30T21:29:23.915352Z	Si	1	12.726	Si	2023-03-30T21:29:23.915413Z	714	#VotarEnBlancoEs no conocer la historia. Ser debil, no tener carácter, mediocridad, conformista, incapaz, inestable, mentiroso, infeliz. Estas personas no aparecen en la historia por cobardes	1533788781035368448	No	4207
Desagrado	2023-03-30T21:29:34.923266Z	Si	1	10.652	Si	2023-03-30T21:29:34.923308Z	715	#VotarEnBlancoEs la opción para uribistas, fajardistas y tecnócratas. Rodolfo los ha tratado demasiado mal. No voten por él	1533795195254349825	No	4208
Desagrado	2023-03-30T21:29:54.442476Z	Si	1	19.153	Si	2023-03-30T21:29:54.442513Z	716	#VotarEnBlancoEs junto al voto nulo o la abstención las única opción que tenemos quienes somos de verdadera derecha y no apoyamos ni al guerrillero indultado chavista Petro ni al anciano progresista abortista  Hernández. #NiPetroNiHernandez #DerechaVerdaderaColombiana	1533822375330037762	No	4209
	2023-03-30T21:30:09.999099Z		1	15.19	No	2023-03-30T21:30:09.999148Z	717	Decirle q un #Petrista q no vote por #Petro es como decirle a un #suicida q lo dejo la mujer, que hay muchas más #Mujeres en el mundo q se de otra oportunidad.. #VotarEnBlancoEs  #NoVotoEnBlanco	1533869105719263240		4210
Desagrado	2023-03-30T21:30:37.312459Z	Si	1	26.951	Si	2023-03-30T21:30:37.312521Z	718	@juanmanuelgalan @NvLiberalismo @sergio_fajardo #MeLimpioELCuloConEsaLey , ya salidos del l Closet, muestran a la ciudadanía que están a favor de lo más corrupto.	1533916201855893505	No	4211
Desagrado	2023-03-30T21:31:15.930724Z	Si	1	38.257	Si	2023-03-30T21:31:15.930776Z	719	Es hora de darle sepultura al petrismo #LaCorrupcionPetrista	1533617735049125890	No	4212
Desagrado	2023-03-30T21:31:33.998796Z	Si	1	17.706	Si	2023-03-30T21:31:33.998848Z	720	Petro no le mientas mas a tus seguidores por qué ellos serán los primeros en cruzificarte y su oído el mismo que les has sembrado para con sus semejantes se te devolverá mil veces #LaCorrupciónPetrista petro no me representa petro no representa mi país. 🇨🇴	1533634914649882625	No	4213
Asco	2023-03-30T21:31:44.454595Z	Si	1	10.111	Si	2023-03-30T21:31:44.454650Z	721	#LaCorrupcionPetrista El pacto histórico es tan podrido que con solo ver una foto de cualquiera de esa banda criminal ya siento mal olor, sobre todo Petro.	1533650795039793152	No	4214
Miedo	2023-03-30T21:31:54.759020Z	Si	1	9.948	Si	2023-03-30T21:31:54.759058Z	722	@santiagoangelp @petrogustavo @lafm Escuchar a Petro me parece escuchar a Chávez, recuerdo muy bien ese discurso y entrevistas en medios internacionales. #LaCorrupciónPetrista	1533819816678674432	No	4215
Decepción	2023-03-30T21:32:12.074000Z	Si	1	16.969	Si	2023-03-30T21:32:12.074043Z	723	@jsanchezcristo #GraciasPero el ingeniero es un embustero y manipulador, y al profe le queda el camino de las ballenas, el ego le impide trabajar en conjunto, eso de la centro esperanza ha Sido un cuento Chimbo para el país.	1533792204682059777	No	4216
Desagrado	2023-03-30T21:32:27.252382Z	Si	1	14.803	Si	2023-03-30T21:32:27.252442Z	724	@WRadioColombia @ingrodolfohdez Jajjajajajaaj ella no preguntó, mejor se unió de una para no pasar vergüenzas 🤣 que personaje @ingrodolfohdez  #GraciasPero	1533812987894673414	Si	4217
Miedo	2023-03-30T21:32:47.611129Z	Si	1	19.987	Si	2023-03-30T21:32:47.611165Z	725	#GraciasPero espero que Colombia piense muy bien quien quiere que Gobierne Rodólfo sin maquinarias o el señor Petro con su pacto	1533820677928669189	No	4218
Decepción	2023-03-30T21:33:00.384848Z	Si	1	12.392	Si	2023-03-30T21:33:00.384892Z	726	#GraciasPero prefiero ver de que es capaz la izquierda de mi pais antes que seguir viendo a la derecha no hacer nada por sus ciudadanos en crisis.	1533841169687388161	No	4219
Desagrado	2023-03-30T21:33:09.172854Z	Si	1	8.436	Si	2023-03-30T21:33:09.172952Z	727	#AliasElIngeniero O alías el imputado?  Mejor #AliasElIngeniero porque el imputado ya está ocupado...	1533639031216644096	No	4220
Desagrado	2023-03-30T21:35:17.520858Z	Si	1	127.989	Si	2023-03-30T21:35:17.520897Z	728	Gustavo Petro sigue subiendo en intención de voto, mientras la candidatura de #AliasElIngeniero va en declive. Colombia no puede tener un presidente que se limpie el culo con la ley.	1533786542027710464	No	4221
Asco	2023-03-30T21:35:27.459411Z	Si	1	9.561	Si	2023-03-30T21:35:27.459449Z	729	#AliasElIngeniero es Psicópata ó Sociópata ?	1533939553035223047	Si	4222
Miedo	2023-03-30T21:35:39.312204Z	Si	1	11.484	Si	2023-03-30T21:35:39.312261Z	730	@darcyquinnr #UnaVerdadEs que voten por cualquiera, menos por un culebrero ni en blanco .	1534115920293072896	No	4223
	2023-03-30T21:35:45.271812Z		1	5.59	No	2023-03-30T21:35:45.271877Z	731	#UnaVerdadEs que Colombia es un País maravilloso de gente especial	1534148151577305091		4224
Asco	2023-03-30T21:35:58.599891Z	Si	1	12.938	Si	2023-03-30T21:35:58.599929Z	732	#UnaVerdadEs que con Rodolfo estan:  Las maquinarias que Ingrid criticaba.  La despojadora de tierras Cabal.  El oportunismo de Gaviria.  El cianuro de Nestor Humberto.  ¿De cuál cambio hablan?	1534150130265468929	No	4225
	2023-03-30T21:36:06.521029Z		1	7.549	No	2023-03-30T21:36:06.521101Z	733	🚨 ATENCIÓN  #UnaVerdadEs que la plataforma SIMO de la @CNSCColombia está caída y nos es posible ingresar para inscribirse a los concurso de méritos de cargos públicos.	1534187388729282560		4226
Agrado	2023-03-30T21:36:23.633786Z	Si	1	16.758	Si	2023-03-30T21:36:23.633838Z	734	@WRadioColombia #UnaVerdadEs que nadie, nadie extraña a @AlvaroUribeVel así es mejor, calladito. Que disfrute su retiro y prepare la defensa de su juicio.	1534206998312632320	No	4227
Desagrado	2023-03-30T21:36:48.262646Z	Si	1	24.256	Si	2023-03-30T21:36:48.262693Z	735	#UnaVerdadEs saber que el viejito groserón solo quiere cumplir su último capricho, y es jugar a querer ser presidente. Solo porque tiene dinero para cumplirlo.	1534317916446986240	Si	4228
Miedo	2023-03-30T21:37:06.327029Z	Si	1	17.678	Si	2023-03-30T21:37:06.327072Z	736	#VotarEnBlancoEs. Darle a los guerristas ( Petro, y su famoso Pacto Histórico ),  la oportunidad de salirse con las suyas, y dejar en manos del padre del terrorismo este país. No permitamos la noche oscura del comunismo en Colombia. #PetroNuncaSeraPresidente	1534225507079823360	No	4229
Decepción	2023-03-30T21:37:14.575354Z	Si	1	7.865	Si	2023-03-30T21:37:14.575391Z	737	#UnaBurlaEs La JEP que poco pareciera importarles las víctimas.	1534489926821154816	No	4230
	2023-03-30T21:37:28.948518Z		1	14.012	No	2023-03-30T21:37:28.948556Z	738	@lcvelez @lafm #unaburlaes hacer creer que nació en un lugar cuando en verdad nació en otro. Alias el kakas.	1534492269818044418		4231
Decepción	2023-03-30T21:37:43.840570Z	Si	1	14.52	Si	2023-03-30T21:37:43.840612Z	739	#UnaBurlaEs Burlarse de nuestra maravillosa Colombia y VOTAR EN BLANCO. Tengamos pantalones y votemos por uno de los candidatos. Colombia nos NECESITA!!	1534500094191587328	No	4232
{"choices": ["Ira", "Decepción"]}	2023-03-30T21:37:58.986905Z	Si	1	14.76	Si	2023-03-30T21:37:58.986943Z	740	#UnaBurlaEs  que un imputado por corrupción quiera ser presidente llevando la bandera anticorrupción. #LaVerdadSeaDicha  Vitalogic es un escándalo que quieren meter bajo la mesa.	1534572048076492800	No	4233
Decepción	2023-03-30T21:38:18.671664Z	Si	1	19.297	Si	2023-03-30T21:38:18.671709Z	741	@Danielbricen Piedad Córdoba está suspendida, cierre el hocico, y #UnaBurlaEs que un imputado pueda posicionarse a presidencia	1534583970716954634	No	4234
Desagrado	2023-03-30T21:38:28.236937Z	Si	1	9.186	Si	2023-03-30T21:38:28.236982Z	742	#UnaBurlaEs la hoja de vida  solicitando trabajo por parte de Petro	1534648881211969537	Si	4235
Ira	2023-03-30T21:38:43.324538Z	Si	1	14.709	Si	2023-03-30T21:38:43.324573Z	743	@T13 Haciendo campaña del Terror ? Por qué no se preocupan mejor del terrorismo que está dejando muertos y nadie dice nada ?? Caras de raja 😡 #TerrorismoNuncaMas #UnaBurlaEs la Asamblea Constituyente	1534661672232689670	No	4236
Confianza	2023-03-30T21:38:57.035216Z	Si	1	13.34	Si	2023-03-30T21:38:57.035251Z	744	No se cobrarán peajes en distancias de menos de 200 kilómetros. @petrogustavo lo prometió y le creo.   #YoContratoAPetro #ConPetroGanasTU	1534638454734217217	No	4237
Confianza	2023-03-30T21:39:08.750463Z	Si	1	11.328	Si	2023-03-30T21:39:08.750503Z	745	Contratado con 2 horas de almuezo, horas extra y recargo nocturno  #YoContratoAPetro	1534666063337639936	No	4238
Confianza	2023-03-30T21:39:27.529630Z	Si	1	18.326	Si	2023-03-30T21:39:27.529688Z	746	con mi familia le apostamos a #YoContratoAPetro , y usted?	1534678799815688192	No	4239
Miedo	2023-03-30T21:39:37.396214Z	Si	1	9.4	Si	2023-03-30T21:39:37.396251Z	747	#NoQuiero Que el presidente sea un peligro para la democracia, que su principal razón para ser presidente sea llegar a la "comisión de absoluciones".	1534489000886640649	No	4240
Alegria	2023-03-30T21:39:57.609984Z	Si	1	19.848	Si	2023-03-30T21:39:57.610043Z	748	#NoQuiero más silencio del expresidente Uribe porque me ilusiona el pensar que entendió que tiene que dedicarse a descansar 🙃	1534491079453679626	Si	4241
Ira	2023-03-30T21:40:11.935867Z	Si	1	13.936	Si	2023-03-30T21:40:11.935907Z	749	#NoQuiero ver en la casa de Nariño y como representación de Colombia a un Individuo que secuestró, extorsionó y se unió con el narcotrafico para incendiar el palacio de Justicia	1534538511474466816	No	4242
{"choices": ["Ira", "Miedo"]}	2023-03-30T21:40:26.323706Z	Si	1	14.014	Si	2023-03-30T21:40:26.323747Z	750	#NoQuiero más política en tercera persona. Vamos a hacer buena política en primera persona, porque si no la hacemos nosotros, nos la hacen a las malas los delincuentes.	1534662637493043202	No	4243
Asco	2023-03-30T21:40:49.962736Z	Si	1	23.263	Si	2023-03-30T21:40:49.962772Z	751	@AlonsoVaney @jzamora80 @petrogustavo Esa afirmación es parecida a la muy criticada frase del presidente Uribe "no estarían recogiendo café" La inquisición se acabó hace muchos años #NoQuiero más polarización mi voto es por #RodolfoPresidente2022	1534667169862406144	No	4244
Desagrado	2023-03-30T21:41:07.038491Z	Si	1	16.679	Si	2023-03-30T21:41:07.038543Z	752	#UnaVerdadEs que  Álvaro Uribe Vélez está en su finca con su hermosa Doña Lina y Gustavo Petro dando lora.  Es hora de que Petro se vaya de la política, agarré su bolsa de basura y se vaya a vivir sabroso a Cuba o en  Venezuela.  🕳️💩🪠	1534415270021894144	No	4245
Desagrado	2023-03-30T21:41:45.184116Z	Si	1	37.724	Si	2023-03-30T21:41:45.184155Z	753	@GustavoBolivar #UnaBurlaEs que les dijeron a sus empleados que si no ganaba @FicoGutierrez se quedarian sin empleo y se iban a vivir o invertir en otro país. Vieron que no llegó y nada pasó. Todo era miedo y mentira.✌️ #ConPetroGanasTu #UnaVerdadEs que debemos elegir a conciencia!.	1534642575063261195	No	4246
Confianza	2023-03-30T21:41:56.683096Z	Si	1	11.075	Si	2023-03-30T21:41:56.683136Z	754	Con Petro ganamos todos, la niñez y un presente -futuro de prosperidad que necesita ser construido desde ya #ConPetroGanasTú	1534564264563859457	No	4247
{"choices": ["Miedo", "Confianza"]}	2023-03-30T21:42:07.571381Z	Si	1	10.44	Si	2023-03-30T21:42:07.571435Z	755	Hay que derrotar con nuestros votos al #PetrismoSucio	1534843239341203456	No	4248
Asco	2023-03-30T21:42:27.800164Z	Si	1	19.791	Si	2023-03-30T21:42:27.800201Z	756	@jarizabaletaf Al mamerto corriente q dista de ser una persona pensante, esto no le importará, están adoctrinados, es más, pueden ver a Petro en video violando un bebé y lo seguirán defendiendo. El resto del país, q se preocupa x el futuro, se está dando cuenta de que #PetrismoSucio es lo peor	1534868041305149440	No	4249
Asco	2023-03-30T21:42:39.849230Z	Si	1	11.666	Si	2023-03-30T21:42:39.849265Z	757	@petrogustavo Ahora el culpado es quien presenció el delito y no no el que cometió el delito. Inversión de valores. #PetrismoSucio	1534887646908096513	Si	4250
Desagrado	2023-03-30T22:04:58.331111Z	Si	1	1338.106	Si	2023-03-30T22:04:58.331182Z	758	#PetrismoSucio una inquietud, en LA W callaron a Coronel porque se dieron cuenta que la campaña sucia que le estaba haciendo al Ingeniero no estaba funcionando??	1534909497809977344	Si	4251
Desagrado	2023-03-30T22:06:33.074399Z	Si	1	94.315	Si	2023-03-30T22:06:33.074437Z	759	@DionisioHermes @LuchyB Es que saben que con un gobierno del Ingeniero no van a tener acceso a la mermelada de la cual han vivido toda la vida, pero con los del "CAMBIO" saben que con tal de perpetuarse van a recibir dinero a montones. #PetrismoAsqueante #PetrismoSucio	1534909652349108233	No	4252
Asco	2023-03-30T22:06:43.301298Z	Si	1	9.851	Si	2023-03-30T22:06:43.301340Z	760	La campaña Petrista transgredio todos los límites éticos y morales y está rayando en lo delincuencial #PetrismoSucio	1534919672293900291	No	4253
{"choices": ["Decepción", "Asco"]}	2023-03-30T22:07:04.394898Z	Si	1	20.714	Si	2023-03-30T22:07:04.394933Z	761	#PetrismoSucio... sucias son todas las campañas. ¿Cuál se salva? ¿Ya olvidaron 2014? ¿2018? O ¿es que la memoria es selectiva? Es política de la más baja calidad.  ¡Qué desesperanza Colombia con esos dos políticos que están en carrera presidencial y con los que quedaron atrás! 🤢	1534933165873168385	No	4254
Asco	2023-03-30T22:07:24.945430Z	Si	1	20.168	Si	2023-03-30T22:07:24.945467Z	762	@LauraMedinaRuiz @petrogustavo Amiga se ven patéticos armando todo este show mediático #PetrismoSucio #PactoDeCorruptos Se les  nota el miedo...🤣🤣🤣 al menos ellos no están imputados!	1534993540425695253	Si	4255
{"choices": ["Desagrado", "Miedo"]}	2023-03-30T22:07:49.818436Z	Si	1	24.503	Si	2023-03-30T22:07:49.818483Z	763	@VickyDavilaH Los #PetroVideos demuestran el #PactoDeCorruptos y como el cambio es “acabar” con los que piensan diferente a través de estrategias de #PetrismoSucio ¿#PactoDeLaPicota una explosión controlada?	1534996420515741696	No	4256
Desagrado	2023-03-30T22:08:00.148661Z	Si	1	9.925	Si	2023-03-30T22:08:00.148697Z	764	Todas las escorias políticas hacen parte del #PetrismoSucio	1535029015299477510	No	4257
Miedo	2023-03-30T22:08:19.694441Z	Si	1	19.155	Si	2023-03-30T22:08:19.694478Z	765	#PetrismoSucio solo cierre los ojos imagínese a un gobierno dirigido por este nido de ratas haciendo lo que se les d la gana. Da susto cierto no vote en blanco	1535032228740321281	No	4258
Ira	2023-03-30T22:10:46.293822Z	Si	1	146.167	Si	2023-03-30T22:10:46.293858Z	766	@NanyPardo Obvio no ve que esas 50 camionetas las pagamos nosotros #PetrismoSucio. No engañan al pueblo la gente está cansada de su bazofia!	1535048051181617158	No	4259
Admiración	2023-03-30T22:10:56.298977Z	Si	1	9.612	Si	2023-03-30T22:10:56.299022Z	767	Nunca ví a una persona soportar tanto, y mantener la calma, como @petrogustavo  #RumboALaVictoria	1535003277129138178	No	4260
{"choices": ["Asco", "Miedo"]}	2023-03-30T22:11:14.325407Z	Si	1	17.633	Si	2023-03-30T22:11:14.325441Z	768	#LosPetroVideosSon #PetroVideos Son la evidencia de la combinación de todas las formas de lucha, como guerrillo está enseñado a esto. Crueldad, maldad y criminal es lo que dicen en esos videos. @lafm @lcvelez @santiagoangelp @calderonwiliams	1534875498874122241	No	4261
Miedo	2023-03-30T22:11:27.033978Z	Si	1	12.334	Si	2023-03-30T22:11:27.034022Z	769	Calientan las Águilas Negras y las Autodefensas Gaitanistas. #PetroVideos	1534882052482424832	No	4262
Desagrado	2023-03-30T22:11:54.277577Z	Si	1	26.851	Si	2023-03-30T22:11:54.277619Z	770	@nataliareyesg Claro que no! Pero hay que ser un miserable ignorante al que la corrupción y el #todovale no le importa. Pero que tipeja. #PetroVideos	1534882402950074371	No	4263
{"choices": ["Desagrado", "Alegria"]}	2023-03-30T22:12:04.693313Z	Si	1	10.011	Si	2023-03-30T22:12:04.693352Z	771	@petrogustavo Lo bueno de los #PetroVideos  es q petro no podrá decir q todo fue hecho a sus espaldas 😂 #PactoDeLaPicota	1534902959452069888	Si	4264
Desagrado	2023-03-30T22:12:30.147613Z	Si	1	25.054	Si	2023-03-30T22:12:30.147674Z	772	Para nadie es un secreto que el marketing en redes sociales es la mejor jugada política, pero me parece que infiltrar y grabar reuniones ya es ilegalidad... ¿De qué política sucia hablan? ¿De la misma que ustedes fomentan? #PetroVideos #RevistaSemana	1534999651006439426	No	4265
Desagrado	2023-03-30T22:12:48.151311Z	Si	1	17.59	Si	2023-03-30T22:12:48.151391Z	773	#MeDaVergüenza que a Rodolfo que no lo han llamado para preguntarle porque sería capaz de limpiarse el cuatro letras con la ley.	1534951768844603393	No	4266
Ira	2023-03-30T22:13:03.856593Z	Si	1	15.305	Si	2023-03-30T22:13:03.856629Z	774	#NoTodoVale claro que todo vale para sacar a los hps corruptos del poder 20 años aguantando tanta mrkcada ya estuvo bueno, pero ahora los hps se fueron pa don RH ratas malparidas del uribismo	1534999353298935818	No	4267
