annotator	created_at	tweet_id	sentimento	text	answer	id	ironia	emocion	annotation_id	updated_at	relevancia	lead_time
1	2023-02-15T12:47:30.971729Z	1528931674905526273	{"choices": ["Admiración", "Desagrado"]}	Vea, @FicoGutierrez se acaba de quedar sin nada que hacer en #ElDebateDefinitivo.  @petrogustavo de nuevo le ha dado una cátedra de economía y desarrollo al país. #PetroGanaDebate   #DebateElTiempoSemana		102	No	Si	102	2023-02-15T12:47:30.971834Z	Si	36.235
1	2023-02-15T12:47:38.819848Z	1528933041535598593	Desagrado	#ElDebateDefinitivo Fico ¿50 billones de dónde? Que tipo tan bruto. Tergiversando la realidad como siempre.		103	No	Si	103	2023-02-15T12:47:38.819922Z	Si	7.292
1	2023-02-15T12:48:00.091957Z	1528933046015107072	{"choices": ["Admiración", "Desagrado"]}	Fico se aprende lo que va a decir antes de los debates cómo hacía Duque hace 4 años, hablando por hablar luego de esa peinada de Petro al profesor 😂 #ElDebateDefinitivo		104	No	Si	104	2023-02-15T12:48:00.092028Z	Si	20.654
1	2023-02-15T12:48:18.126763Z	1528933743200718848	{"choices": ["Admiración", "Desagrado"]}	En #ElDebateDefinitivo Fajardo con sus preguntas hizo subir de votos a @petrogustavo en los votos de los indecisos. La ausencia del ingeniero ayudó a Petro, Fico pierde sólo. #PetroGanaDebate, es el único candidato que gana con argumentos.		105	No	Si	105	2023-02-15T12:48:18.126838Z	Si	17.576
1	2023-02-15T12:48:32.612285Z	1528935468351504384	Desagrado	Comenzo el entrampamiento público en el debate presidencial. Ya ni disimulan. #ElDebateDefinitivo		106	No	Si	106	2023-02-15T12:48:32.612367Z	Si	13.992
1	2023-02-15T12:48:46.974550Z	1528934860546523138	Desagrado	#ElDebateDefinitivo petro no supera a Uribe Vélez en su intervención, lo primero que le sale de la boca es Uribe. Así gana votos; es su bandera del engaño, lo convirtió en el malo del paseo cuando los violentos fueron otros !!		107	No	Si	107	2023-02-15T12:48:46.974671Z	Si	13.9
1	2023-02-15T12:49:05.093620Z	1528934091428593665	Desagrado	A Vicky Dávila le fue mejor conduciendo el debate hace 4 años. Cuando no fue nadie.  #ElDebateDefinitivo		108	Si	Si	108	2023-02-15T12:49:05.093694Z	Si	17.623
1	2023-02-15T12:49:31.773502Z	1528935646378840066	{"choices": ["Admiración", "Confianza"]}	#ElDebateDefinitivo @petrogustavo no tiene competencia, definitivamente es el ganador. Gana con argumentos claros y bueno, al parecer le va a enseñar a sumar a Fajardo.		109	No	Si	109	2023-02-15T12:49:31.773576Z	Si	26.188
1	2023-02-15T12:49:38.747667Z	1528935706625773568	Desagrado	Fajardo quedo tan peinado que ya se quiere ir #ElDebateDefinitivo		110	No	Si	110	2023-02-15T12:49:38.747746Z	Si	6.466
1	2023-02-15T12:49:51.722542Z	1528937331113218048	Desagrado	nadie pero de verdad nadie, Fico:  Cuando yo fui alcalde   #ElDebateDefinitivo		111	No	Si	111	2023-02-15T12:49:51.722616Z	Si	12.521
1	2023-02-15T12:49:58.294332Z	1528938119038488576	Admiración	Conclusión del Debate, quiero tener la paciencia de Petro para aguantar a gente como Fico  #ElDebateDefinitivo		112	No	Si	112	2023-02-15T12:49:58.294409Z	Si	6.085
1	2023-02-15T12:50:13.085261Z	1528938096313737222	Desagrado	Pues si es re tibio, además como hablas de respeto si ahorita insultaste re paila a Petro, wtf   #DebateElTiempoSemana  #ElDebateDefinitivo		113	No	Si	113	2023-02-15T12:50:13.085356Z	Si	14.319
1	2023-02-15T12:50:21.629424Z	1528936806045171712	Admiración	Hace preguntas y no le gustan las respuestas. El presidente profesor es Petro. A todos nos enseña!! #ElDebateDefinitivo		114	No	Si	114	2023-02-15T12:50:21.629497Z	Si	8.085
1	2023-02-15T12:50:32.305319Z	1528940661742915584	{"choices": ["Decepción", "Desagrado"]}	Qué desespero oír a Fico. Es desastroso. Qué nivel de argumentación y de conocimiento tan bajo. #ElDebateDefinitivo		115	No	Si	115	2023-02-15T12:50:32.305413Z	Si	10.217
1	2023-02-15T12:50:53.570385Z	1528940342694842368	{"choices": ["Asco", "Miedo"]}	En conclusión #ElDebateDefinitivo deja claro que Petro es un peligro. Mentiroso, arrogante, tramposo, encubridor, manipulador, violento, pasivo agresivo, resentido. En resumen, una porquería de ser humano, qué digo humano... un demonio.  Petro es el Pol Pot de Ciénaga de Oro		116	No	Si	116	2023-02-15T12:50:53.570458Z	Si	20.831
1	2023-02-15T12:51:03.098429Z	1528940800427556865	Asco	Hey respeten a @sergio_fajardo el tipo ya tiene sueño y estas no son horas para preocuparse por un país JAJAJAJAJAJAJAUAJAJAJAJA  Tibiazo de mierda!!!!! #PetroPresidente  #DebateElTiempoSemana  #ElDebateDefinitivo		117	No	Si	117	2023-02-15T12:51:03.098501Z	Si	9.097
1	2023-02-15T12:51:20.004846Z	1528939321939591168	Desagrado	Pobre #Fico me hace recordar mis primeras clases de Cálculo Integral: no sabía ni 💩 , pero de todas formas asistía, para que el profe me viera.  #ElDebateDefinitivo		118	Si	Si	118	2023-02-15T12:51:20.004927Z	Si	16.433
1	2023-02-15T12:51:37.751029Z	1528940068672524290	{"choices": ["Decepción", "Desagrado"]}	No quería decir grocerias pero que maricada, ni los animadores se respetan la palabra. #PetroGanaDebate #ElDebateDefinitivo		119	No	Si	119	2023-02-15T12:51:37.751106Z	Si	17.291
1	2023-02-15T12:51:47.909936Z	1528943628432904195	{"choices": ["Decepción", "Miedo"]}	Discursos de odio, promesas pretensiosas, inviables y muchos egos #ElDebateDefinitivo  Que Dios se apiade de COLOMBIA 🙏		120	No	Si	120	2023-02-15T12:51:47.910017Z	Si	9.667
1	2023-02-15T12:52:05.699297Z	1528942476647706624	Decepción	#ElDebateDefinitivo @VickyDavilaH Deberían aprender hacer un debate cómo el que realizó la universidad externado, dónde los candidatos hablaban de sus propuestas y no de ataques a otros candidatos. Les quedó grande hacer un buen debate. #PetroGanaDebate @ELTIEMPO @RevistaSemana		121	No	Si	121	2023-02-15T12:52:05.699373Z	Si	17.333
1	2023-02-15T12:52:16.470004Z	1528944593894526976	Desagrado	Petro una vez más dijo que Colombia es igual a Venezuela. A ese señor se le ve la cara de satisfacción cuando inserta mentiras descaradas en los cerebros vulnerables de los petristas.  #ElDebateDefinitivo		122	No	Si	122	2023-02-15T12:52:16.470068Z	Si	10.276
1	2023-02-15T12:52:24.962016Z	1528945925271461889	Desagrado	En #ElDebateDefinitivo el mitómano de Petro negó haber dicho que va expropiar las pensiones de los colombianos en los fondos privados.		123	No	Si	123	2023-02-15T12:52:24.962089Z	Si	8.011
1	2023-02-15T12:52:46.677995Z	1528945830828310529	Admiración	#ElDebateDefinitivo  Vicky a Fajardo: Pero es que Maria Angela Holgüin la tiene en la casa. Fajardo: Ella no tiene que estar allá,  ella está donde quiere estar.  Una respuesta hermosa que resalta la importancia de la mujer en la sociedad y que no debe estar en la casa unicamente		124	No	Si	124	2023-02-15T12:52:46.678102Z	Si	21.226
1	2023-02-15T12:53:03.757315Z	1528944740732915712	Desagrado	Incendiaron el país por una reforma tributaria mal presentada de 21 billones para que su Mesías diga que quiere una de 50...adivinen de donde los piensa sacar. #ElDebateDefinitivo  @RevistaSemana		125	No	Si	125	2023-02-15T12:53:03.757388Z	Si	16.625
1	2023-02-15T12:53:09.697297Z	1528948873640689664	Desagrado	¿Qué tienen en común Sergio Fajardo y el Manchester United este mes?  Que ambos dieron sueño. #ElDebateDefinitivo		126	No	Si	126	2023-02-15T12:53:31.069643Z	Si	8.333
1	2023-02-15T12:53:44.369306Z	1528946633701998593	Desagrado	@ingrodolfohdez  ¿cual es el miedo de ir a los debates ? Se le acabo el discurso “anti corrupción” o es por la escasez de propuestas 🧐🤔 #ElDebateDefinitivo		127	No	Si	127	2023-02-15T12:53:44.369391Z	Si	11.38
1	2023-02-15T12:54:03.119318Z	1528947981612883970	Desagrado	Después de almuerzo soy Fajardo #ElDebateDefinitivo		128	No	Si	128	2023-02-15T12:54:03.119387Z	Si	18.293
1	2023-02-15T12:54:44.379828Z	1528954945441091584	Decepción	Es que @sergio_fajardo,  si hasta @VickyDavilaH que no es santa de mi devoción, le dice que si va a asumir la presidencia tiene que acostrumbrarse a extenderse en el tiempo, como pasó en el debate, amigo, usted está en la olla.  #ElDebateDefinitivo		129	No	Si	129	2023-02-15T12:54:44.379912Z	Si	40.732
1	2023-02-15T12:54:56.600975Z	1528957102936432640	Desagrado	Quién no se va a querer ir a dormir oyendo a @petrogustavo con esa voz sexy y ahogada, recitar trabalenguas sin sentido para confundir a sus focas, haciéndoles creer que sabe más de matemáticas que @sergio_fajardo 😂 Que sueño profe! #ElDebateDefinitivo #FajardoPresidente		130	No	Si	130	2023-02-15T12:54:56.601065Z	Si	11.753
1	2023-02-15T12:55:01.987117Z	1529044725524844547	Decepción	Por lo que leo, el odio, la desinformación, los ataques y la polarización fueron protagonistas en el #ElDebateDefinitivo. Propuestas y debate real muy poquito 🤐.		131	No	Si	131	2023-02-15T12:55:01.987239Z	Si	4.91
1	2023-02-15T12:56:16.609010Z	1529052116177801217	Desagrado	En #ElDebateDefinitivo Fico le refutó a Petro que su exfuncionario Villegas hubiese tenido contactos con la oficina de Envigado, si mal no recuerdo, Villegas reconoció esos contactos en el acuerdo con la Fiscalía. ¿Necesitamos más evidencias del nivel de cinismo del greñaldo?		132	No	Si	132	2023-02-15T12:56:16.609105Z	Si	74.114
1	2023-02-15T12:56:35.107599Z	1529077752376311810	Decepción	#ElDebateDefinitivo porque si @sergio_fajardo y @petrogustavo están planteando los mismos modelos pensiones por que al de fajardo no se le ha criticado como el de Petro?		133	No	Si	133	2023-02-15T12:56:35.107678Z	Si	17.918
1	2023-02-15T12:56:46.207719Z	1529083489991245824	Desagrado	En #ElDebateDefinitivo, Fajardo es el único personaje que se enoja porque tiene publicidad gratuita en TV y redes, pero a la misma vez recoje dinero en Vaki para aparecer en TV de manera no gratuita. Las matemáticas le fallaron al profesor.		134	No	Si	134	2023-02-15T12:56:46.207794Z	Si	10.502
1	2023-02-15T12:57:01.390780Z	1529094981515878403	Asco	Me da risa que "intelectuales" estén pensando en votar por el anciano corrupto cuando éste ni plan de gobierno tiene, jamás se le ha escuchado de su boca más que decretos a dedo y a la fuerza. Quiero ver cómo lo destruyen en los debates q faltan. #ElDebateDefinitivo		135	No	Si	135	2023-02-15T12:57:01.390856Z	Si	14.588
1	2023-02-15T12:57:32.535707Z	1529110594477076480	Admiración	#ElDebateDefinitivo  Pensé que Fajardo y Fico traían propuestas pero no. Han copiado las de @petrogustavo pero no saben como implementarlas. Petro en cambio explica el como de sus propuestas, les corrige los cálculos, les explica malentendidos y como resultado los hace ver mal		136	No	Si	136	2023-02-15T12:57:32.535778Z	Si	30.558
1	2023-02-15T12:57:51.549868Z	1529115912237993985	Admiración	Pueden ponerse de cabeza pero @JuanManSantos tuvo tan buen gobierno, que la mayoría de sus exfuncionarios están hoy en todas las campañas:  Prada con #Petro  Henao con #Fico  Cristo con #Fajardo   #ElDebateDefinitivo demostró que Santos unió a distintas corrientes políticas.		137	No	Si	137	2023-02-15T12:57:51.549963Z	Si	18.405
1	2023-02-15T12:58:00.462405Z	1529169653620162562	Admiración	Petro en #ElDebateDefinitivo estuvo sencillo y claro. Y decirlo con esa palabrita que le encanta al gobierno uribista de @IvanDuque: CONTUNDENTE.   Su síntesis:   Colombianos, hay tres posturas: i) La del gobierno uribista, defendida acá; más de lo mismo; más uribismo.		138	No	Si	138	2023-02-15T12:58:00.462481Z	Si	8.304
1	2023-02-15T12:58:08.187070Z	1529176465329242112	Desagrado	#ElDebateDefinitivo En cualquier momento ese Fico comenzaba a dirigirse a los presentes cómo Cucho: "pero mirándome a losh ojosh Cucho"		139	No	Si	139	2023-02-15T12:58:08.187249Z	Si	7.148
1	2023-02-15T12:58:23.430714Z	1529041350749995009	{"choices": ["Miedo", "Incertidumbre"]}	#AColombiaLePreocupa la falta de alimento que se avecina, la seguridad alimentaria está en riesgo. El trigo se escasea y la falta de soluciones por parte del gobierno.		140	No	Si	140	2023-02-15T12:58:23.430806Z	Si	14.67
1	2023-02-15T12:58:38.494176Z	1529042913623171073	{"choices": ["Miedo", "Incertidumbre"]}	#AColombiaLePreocupa el empleo, la comida, la seguridad, la injusticia.....y poco le preocupa las agresiones entre los candidatos, es más, les aburren esas broncas.		141	No	Si	141	2023-02-15T12:58:38.494245Z	Si	14.485
1	2023-02-15T12:58:46.189244Z	1529056078700466176	Decepción	#AColombiaLePreocupa la pérdida de empatia y la polarización.		142	No	Si	142	2023-02-15T12:58:46.189327Z	Si	7.109
1	2023-02-15T12:58:54.782340Z	1529068797537271808	{"choices": ["Ira", "Decepción"]}	#AColombiaLePreocupa NADA, es tal el inconformismo con los gobernantes que la contienda se basa solo en quien ladra mas, triste pero es en lo que nos han convertido estas ratas manipuladoras		143	No	Si	143	2023-02-15T12:58:54.782407Z	Si	7.985
1	2023-02-15T12:59:07.650021Z	1529074762265284615	Miedo	#AColombiaLePreocupa es la relación de @AndresPastrana_ con la Unión Temporal Disproel, que es la que hace el conteo corrupto desde hace más de 20 años. ¿Pasos de animal grande sobre el control de las elecciones?		144	No	Si	144	2023-02-15T12:59:07.650142Z	Si	12.268
1	2023-02-15T12:59:27.932927Z	1529104683901628416	{"choices": ["Ira", "Incertidumbre"]}	#AColombiaLePreocupa que está madrugada una funcionaria de la Andi en tierra de sueños de rcn haya dicho que Colombia es autosuficiente para todo el 2022 en insumos agrícolas..y que hasta hay para exportar..entonces porque los alimentos nacionales se han subido hasta en un.200%		145	No	Si	145	2023-02-15T12:59:27.933006Z	Si	19.696
1	2023-02-15T12:59:41.507897Z	1529105618988056577	Miedo	Hoy no es un #FelizMartes Hoy es el dia del golpe de estado que anunció Gustavo Petro hace unos días. Que nervios! 😬 #AColombiaLePreocupa		146	No	Si	146	2023-02-15T12:59:41.507975Z	Si	12.983
1	2023-02-15T12:59:50.596526Z	1529105460586074112	Asco	#AColombiaLePreocupa tanto bruto que salen a decir.que lo que  expuso el hampon del cacas es una gran propuesta de Economía hágame el favor esa gente que clase de 💩💩💩 tiene en la cabeza		147	No	Si	147	2023-02-15T12:59:50.596608Z	Si	8.534
1	2023-02-15T12:59:57.855926Z	1529125117552386048	Miedo	#AColombiaLePreocupa que la carne de res se convierta en un recuerdo romántico como alimento.		148	No	Si	148	2023-02-15T12:59:57.855998Z	Si	6.686
1	2023-02-15T13:00:02.446758Z	1529129369079275522	Miedo	#AColombiaLePreocupa el freno en la economía que se verá en los próximos 4 años, el horizonte no es prometedor. 🤦‍♂️🇨🇴😥		149	No	Si	149	2023-02-15T13:00:02.446830Z	Si	3.998
1	2023-02-15T13:00:21.733448Z	1529150539837104130	Desagrado	Yo le hago una pregunta a los colombianos Uribistas extranjeros les preocupa que Colombia se convierta en una Venezuela, por que decidieron irse de Colombia cuando supuestamente estamos en un mar de rosas y todo es paz y amor?? #AColombiaLePreocupa		150	No	Si	150	2023-02-15T13:00:21.733582Z	Si	18.732
1	2023-02-15T13:00:31.066752Z	1529044948309393413	Confianza	Un sueño a un cambio a una esperanza a una segunda oportunidad que nos está dando la vida política petro presidente #LeApuestoA		151	No	Si	151	2023-02-15T13:00:31.066859Z	Si	8.783
1	2023-02-15T13:00:37.932312Z	1529046298749435905	Miedo	@lafm #LeApuestoA Colombia terminará otra vez vendiéndole a Venezuela el 33% de su producción o más.		152	No	Si	152	2023-02-15T13:00:37.932433Z	Si	6.378
1	2023-02-15T13:00:52.507525Z	1529062806435274754	Confianza	Esta mañana #leapuestoa que los que votarán por el que no debe ser, no serán capaces de devolvernos el país de los derechos. Hoy tenemos la posibilidad de decidir. Después quedaremos sumidos en el NO, si no estás de acuerdo con un gobierno ruin perpetuo.		153	No	Si	153	2023-02-15T13:00:52.507606Z	Si	14.124
1	2023-02-15T13:00:56.942603Z	1528908549681717254	Desagrado	#UnTramposoEs el señor de las bolsas		154	No	Si	154	2023-02-15T13:00:56.942678Z	Si	3.958
1	2023-02-15T13:01:00.438657Z	1528920313811111936	Desagrado	#UnTramposoEs Federico Gutiérrez que se copia de las propuestas de otros candidatos.		155	No	Si	155	2023-02-15T13:01:00.438753Z	Si	3.007
1	2023-02-15T13:01:10.020214Z	1528919348567494658	Desagrado	@lcvelez @lafm #UnTramposoEs aquel periodista que es imparcial con los candidatos y a uno le hace reto rockero al otro ni le deja hablar para explicar una reforma pensional. Asi son los tramposos y canallas 😅 por lo menos que haga un acto de caballerosidad @lcvelez		156	No	Si	156	2023-02-15T13:01:10.020339Z	Si	9.115
1	2023-02-15T13:01:13.726405Z	1528959723965390851	Desagrado	Es el que quiere vender un guerrillero como el cambio #UnTramposoEs		157	No	Si	157	2023-02-15T13:01:13.726481Z	Si	3.259
1	2023-02-15T13:01:21.032592Z	1529126348517785607	{"choices": ["Asco", "Desagrado"]}	#UnTramposoEs el que descubriremos cuando levantemos el tapete de la Casa de Nariño y veamos el mugre escondido.		158	No	Si	158	2023-02-15T13:01:21.032664Z	Si	6.848
1	2023-02-15T13:01:28.313416Z	1529162247557337089		#GrandezaEs alcanzar esas metas por las que trabajas a diario.		159			159	2023-02-15T13:01:28.313535Z	No	6.817
1	2023-02-15T13:01:33.403937Z	1529161557342420992		Oigan yo no sabía lo rica que es Natumalta, y además no engorda, es pura y me cuida #GrandezaEs		160			160	2023-02-15T13:01:33.404043Z	No	4.605
1	2023-02-15T13:01:35.585199Z	1529160306059923456		#GrandezaEs que nos guste el asado con Natumalta		161			161	2023-02-15T13:01:35.585276Z	No	1.751
1	2023-02-15T13:01:37.703424Z	1529160550403526656		#GrandezaEs comerse la bandeja paisa completa		162			162	2023-02-15T13:01:37.703503Z	No	1.673
1	2023-02-15T13:01:39.499368Z	1529167213864927233		#GrandezaEs la energía que da Natumalta pal almuercito 😍		163			163	2023-02-15T13:01:39.499443Z	No	1.317
1	2023-02-15T13:01:53.957252Z	1529403760224641026		#VotoPor el candidato que obligue a @McDonaldsCol a poner pimienta otra vez.		164		No	164	2023-02-15T13:01:53.957328Z	Si	14.016
1	2023-02-15T13:02:06.845756Z	1529407183498223616	{"choices": ["Ira", "Confianza"]}	@darcyquinnr   #VotoPor  ti, Voto por mi voto por todos y que se acabe esta sinverguenceria mal llamada elecciones, que son una excusa de infamias,  atropeyos, mentiras, engaños,hipocrecias y degravios.		165	No	Si	165	2023-02-15T13:02:06.845848Z	Si	12.412
1	2023-02-15T13:02:18.707502Z	1529419440084885505		@lafm #VotoPor la creación de oportunidades artificiales para darle curso a la economía.		166		No	166	2023-02-15T13:02:18.707588Z	Si	11.359
1	2023-02-15T13:02:23.146756Z	1529449043042107393	Asco	@darcyquinnr #votoPor que la NARCO CORRUPTELA comience a pagar impuestos como el resto de Colombianos.		167	No	Si	167	2023-02-15T13:02:23.146835Z	Si	3.952
1	2023-02-15T13:02:32.336446Z	1529458768798523393	Asco	#VotoPor quien no tiene que acudir al populismo, politiquería y engaños para ganar votantes, llegó la hora de votar objetivamente.		168	No	Si	168	2023-02-15T13:02:32.336516Z	Si	8.73
1	2023-02-15T13:02:37.800154Z	1529463101942276096	Confianza	#VotoPor un cambio, voto por Petro		169	No	Si	169	2023-02-15T13:02:37.800221Z	Si	4.989
1	2023-02-15T13:02:52.740033Z	1529471073716256770	{"choices": ["Admiración", "Confianza"]}	@lafm #VotoPor #FajardoPresidente #UnPresidenteProfesor 💚, porque sus propuestas son reales, por su serenidad y porque ha hecho juicioso la tarea de presentar un programa a favor del medio ambiente 💚		170	No	Si	170	2023-02-15T13:02:52.740156Z	Si	14.409
1	2023-02-15T13:03:11.032089Z	1529549160805974017	Confianza	#VotoPor...FICO, jamás le daría mi voto a una persona que siempre le ha deseado el mal al pais.		171	No	Si	171	2023-02-15T13:03:11.032171Z	Si	17.815
1	2023-02-15T13:03:25.397412Z	1529557468027801600	{"choices": ["Desagrado", "Miedo"]}	Yo no #VotoPor x alguien q haya dañado o atentado contra la vida o dignidad de una persona, menos por alguien cuya actitud o comportamiento no sea coherente o respetuosa de los derechos fundamentales y menos si tiene  propósitos de dividir, incitar y promover diferencias y odios.		172	No	Si	172	2023-02-15T13:03:25.397501Z	Si	13.859
1	2023-02-15T13:03:40.214252Z	1529598699789336578	{"choices": ["Asco", "Miedo"]}	#VotoPor la libre empresa, por mi pensión, por la No democratización, por no terminar en los semáforos de un país extranjeros pidiendo limosna.		173	No	Si	173	2023-02-15T13:03:40.214320Z	Si	14.327
1	2023-02-15T13:03:44.916034Z	1529599896264880128		#VotoPor el candidato con mayor capacidad intelectual.		174		No	174	2023-02-15T13:03:44.916110Z	Si	4.227
1	2023-02-15T13:04:06.728299Z	1529413621968961536		#YaEsSuficiente el seguir creyendo  que el problema en #EEUU es por las armas legales, el problema es de salud mental; si la prohibición fuese la solución #Colombia sería un paraíso sin muertes violentas. @WRadioColombia		175		No	175	2023-02-15T13:04:06.728392Z	Si	21.347
1	2023-02-15T13:04:15.546492Z	1529415854890287104	Desagrado	#YaEsSuficiente La hegemonía de los mismos partidos de siempre		176	No	Si	176	2023-02-15T13:04:15.546644Z	Si	8.317
1	2023-02-15T13:05:04.989751Z	1529425668525674497	{"choices": ["Ira", "Asco"]}	#YaEsSuficiente la corrupción estatal que es la evidencia de nuestra falta de ética como pueblo. La educación es nuestro camino.		177	No	Si	177	2023-02-15T13:05:04.989832Z	Si	48.956
1	2023-02-15T13:05:14.864497Z	1529434388546699264	{"choices": ["Desagrado", "Confianza"]}	#YaEsSuficiente que el país siga en manos de las mafias políticas que han coptado el Estado en cabeza del uribismo; éstas merecen ser liquidadas  para que Colombia tenga otra historia con paz, justicia social y democracia. Por eso #VotoPor @petrogustavo y @FranciaMarquezM		178	No	Si	178	2023-02-15T13:05:14.864592Z	Si	9.341
1	2023-02-15T13:05:24.732953Z	1529438468434190337	Desagrado	#YaEsSuficiente de comerle cuento a Rodolfo Hernández, no va a debates por que no tiene nada que decir, no maneja cifras, no tiene claridad en sus propuestas.		179	No	Si	179	2023-02-15T13:05:24.733045Z	Si	9.38
1	2023-02-15T13:05:33.748034Z	1529443571777957890	Desagrado	@Enrique_GomezM Ud hablando de ética cuando trata de explotar la imagen de su tío quien no pudo ser presidente porque el pueblo le cobró en las urnas lo de su abuelo laureano que acabó las libertades dando sable y sotana mientras tenía al país en estado de sitio. #yaessuficiente de usted		180	No	Si	180	2023-02-15T13:05:33.748135Z	Si	8.531
1	2023-02-15T13:05:41.526561Z	1529444366275825671		#YaEsSuficiente que  no me den cafe sin dos panes como minimo		181			181	2023-02-15T13:05:41.526639Z	No	7.292
1	2023-02-15T13:05:50.312576Z	1529507767261794305		#YaEsSuficiente Baste ya el tiempo pasado para haber hecho lo que agrada a los gentiles, andando en lascivias, concupiscencias, embriagueces, orgías, disipación y abominables idolatrías. 1 Pedro 4: 3.		182			182	2023-02-15T13:05:50.312662Z	No	8.281
1	2023-02-15T13:06:01.776506Z	1529468360983040001	Desagrado	No le dará vergüenza a Gutiérrez andar de copietas de las propuestas de Petro y, para completar, hacerlo mal!  El nivel de mediocridad es insuperable.  #ElDebateDefinitivo		183	No	Si	183	2023-02-15T13:06:01.776598Z	Si	10.984
1	2023-02-15T13:06:24.653229Z	1529464259402420224		#VanessaPregúnteleAFico si va hacer el proceso de paz ,como lo impremento  con santos y además el dió el si		184		No	184	2023-02-15T13:06:24.653327Z	Si	22.36
1	2023-02-15T13:06:32.313575Z	1529478294525165573	Desagrado	#VanessaPregúnteleAFico cuáles son sus vínculos con las cementeras proveedoras para obras en su alcaldía , y por qué cobraban el bulto de cemento con un costo extra de 95%		185	No	Si	185	2023-02-15T13:06:32.313654Z	Si	7.172
1	2023-02-15T13:06:40.589517Z	1529494967965536256	{"choices": ["Decepción", "Asco", "Desagrado"]}	#VanessaPregúnteleAFico Voté por este sujeto en Medellín porque la otra opción era @jcvelezuribe  Escoger entre gonorrea y sífilis		186	No	Si	186	2023-02-15T13:06:40.589670Z	Si	7.731
1	2023-02-15T13:06:45.107354Z	1529567083268284422	Confianza	#ConvenceUnoMásPorPetro para no desaprovechar esta oportunidad histórica de elegir #ElCambioEnPrimera.		187	No	Si	187	2023-02-15T13:06:45.107453Z	Si	3.977
1	2023-02-15T13:06:59.836325Z	1529611482857713664	Confianza	#convenceunomasporPetro todos los días 3 y 4 personas no perdono unos votos mas, por las  generaciones futuras doy mi granito de arena. #VivirSabroso #PactoHistorico		188	No	Si	188	2023-02-15T13:06:59.836424Z	Si	14.164
1	2023-02-15T13:07:02.963059Z	1529781689794404353	Confianza	Por el bien de Colombia  #FicoElGanador		189	No	Si	189	2023-02-15T13:07:02.963134Z	Si	2.644
1	2023-02-15T13:07:06.723657Z	1529787150631374855	Confianza	#FicoElGanador por que colombia no puede perder la democracia		190	No	Si	190	2023-02-15T13:07:06.723727Z	Si	3.278
1	2023-02-15T13:07:12.172999Z	1529824506637713410	Confianza	@FicoGutierrez Propuestas viables y que favorecen la economía de todos los colombianos, este 29 de mayo yo me sumo y me identiFICO🇨🇴 #FicoElGanador		191	No	Si	191	2023-02-15T13:07:12.173115Z	Si	4.948
1	2023-02-15T13:08:04.471065Z	1529834290636267521	{"choices": ["Desagrado", "Confianza"]}	@jcpastrana Y por las jugaditas logisticas politicas; despertaron a nuestros compatriotas #FicoElGanador		192	No	Si	192	2023-02-15T13:08:04.471179Z	Si	51.804
1	2023-02-15T13:08:14.967923Z	1529843575814504451	{"choices": ["Admiración", "Confianza"]}	#FicoElGanador Fico debe ganar en primera vuelta tiene el mejor programa de gobierno		193	No	Si	193	2023-02-15T13:08:14.968014Z	Si	9.897
1	2023-02-15T13:08:21.337204Z	1529871959038775300	{"choices": ["Asco", "Desagrado"]}	@jarizabaletaf Oiga pues, por eso este corrupto y misogeno señor no puede ser presidente. #FicoElGanador		194	No	Si	194	2023-02-15T13:08:21.337273Z	Si	5.704
1	2023-02-15T13:08:42.168806Z	1529876993252151297		#FicoElGanador #ElMejorCandidatoEs  #DebateDefinitivo  Sin recurrir a fanatismo y basandonos en los dos últimos debates definitivos y sobretodo con sus Argumentos, ¿con cual candidato se queda?  Por favor RT para que llegue a mas gente ☺️🤗.. Feliz Día a Todos 👍		195		No	195	2023-02-15T13:08:42.168876Z	Si	20.264
1	2023-02-15T13:08:46.429390Z	1529900848033189905	Confianza	Se siente en Bogotá, se siente en Colombia #FicoElGanador @FicoGutierrez		196	No	Si	196	2023-02-15T13:08:46.429504Z	Si	3.64
1	2023-02-15T13:08:56.025911Z	1529965222215180343	Confianza	@VickyDavilaH Duque en menos de 2 meses se apuntó 2 golazos.  Matamba y Gentil quietos en primera.  El pueblo ya decidió. #FicoElGanador  #FicoElGanador  #FicoElGanador		197	No	Si	197	2023-02-15T13:08:56.026002Z	Si	8.932
1	2023-02-15T13:08:59.344397Z	1529970563606798346	Confianza	La esperanza está en lo más alto #FicoElGanador		198	No	Si	198	2023-02-15T13:08:59.344517Z	Si	2.7
1	2023-02-15T13:09:03.265187Z	1529782233095184385	Confianza	#elmejorcandidatoes PETRO SIN LUGAR A DUDAS		199	No	Si	199	2023-02-15T13:09:03.265300Z	Si	3.263
1	2023-02-15T13:09:07.618369Z	1529789075787489285	Confianza	#ElMejorCandidatoEs #RodolfoPresidente un hombre que reconoce sus errores y que sabe que hay que hacer		200	No	Si	200	2023-02-15T13:09:07.618482Z	Si	3.723
1	2023-02-15T13:09:34.217329Z	1529795931389952000	{"choices": ["Admiración", "Confianza"]}	#ElMejorCandidatoEs el que piensa en los más de 50 millones de colombianos, especialmente los excluidos, marginados, que han tenido pocas oportunidades y que sus propuestas conviertan a Colombia en sostenible.		201	No	Si	201	2023-02-15T13:09:34.217438Z	Si	26.032
