text,emotion,date
@lauraaherreral @OlgaMirandaV Ay mor que violencia 🥵🤣 maravilloso,Enojo,2021-04-08T00:00:00Z
@AidyRoa Cuanta violencia.,Enojo,2021-04-08T00:00:00Z
"Dentro del lanzamiento de la Ruta de Atención Integral para Mujeres Víctimas de la Violencia en la Casa de Justicia de @SlisCBolivar, acompañados por @OmairaOrduzR y @ClaudiaLopez conversamos con el equipo de la Comisaría de Familia #MásTerritorio https://t.co/FbbkHEbfcc",Enojo,2021-04-08T00:00:00Z
Me tomé un vinito que había en la nevera y mi mamá se enojo porque no le compartí jajaja,Enojo,2021-04-08T00:00:00Z
"Estoy harto de los hijueputas venezolanos que solo vinieron a Colombia a robar, a incrementar todos los índices de criminalidad y violencia que de por sí ya estaban altos.",Enojo,2021-04-08T00:00:00Z
"Hay que dejar la tibia indignación, que es la forma imbécil del cobarde y apuntarle a resignificar un concepto práctico, vivencial y estratégico de violencia. https://t.co/UBWOu8oCHH",Enojo,2021-04-08T00:00:00Z
"@valuvalevali Muchxs piensan que es la violencia, como Marx proclamaba ferozmente, pero yo no sé. Lo único que tengo claro, es que el Estado es una maquinaria muy bien hecha, y no es suficiente con la participación política en este para hacer ese cambio tan radical que estoy criticando",Enojo,2021-04-08T00:00:00Z
"Quien de tantos amig@s, irá a estar con migo cuando llegue al pueblo, para ir por unas chevechas 🍺🍻",Enojo,2021-04-08T00:00:00Z
"@DionisioHermes @Margaritarosadf Aterrado con ese trino, pero bueno la vida es un espejo",Miedo,2021-04-08T00:00:00Z
"Marica ya ahora no puedes exigir que ten tu lugar o pedir que te respeten porque ya eres tóxico, para la gente ahora todo es tóxico, horror.",Miedo,2021-04-08T00:00:00Z
#EstamosConLaProfeSandra esta bien enseñarle a los niños la verdadera historia de este país. Para que estas historias de horror no se repitan.,Miedo,2021-04-08T00:00:00Z
Tengo la canción Nyanpasu Remix pegadísima en la cabeza. Qué horror,Miedo,2021-04-08T00:00:00Z
@MONYRODRIGUEZOF @merv59 @AcueductoBogota @Superservicios Que horror estamos a expensan de los corruptos monica,Miedo,2021-04-08T00:00:00Z
"Uy, la verdad lo de Antioquia está dando terror. Ese ritmo esta terrible. https://t.co/f67WnyV7h4",Miedo,2021-04-08T00:00:00Z
"@MayorDavid_EJC @ReservaBR4 @Laurapinzonb @isamg6 @Dona_Pily2 @DMARCELAMAR @Carolicek @mauroville @AlvaroUribeVel @clarasandoval @duvanedo Quien habla asi por Dios? Un integrante de las FFAA de mi pais, Colombia? Uyyyy que susto!!! No lo puedo creer. HORROR DE HORRORES!!",Miedo,2021-04-08T00:00:00Z
Fav si también te emputas cuando tienes horror tweet en la cabeza pero se te olvida😭😭,Miedo,2021-04-08T00:00:00Z
@MJDuzan Es que usted produce e infunde terror para el pais,Miedo,2021-04-08T00:00:00Z
@omantoni1 @manuel0853 @ANIABELLO_R @GustavoBolivar Qué horror el odio que trasluce en sus palabras!,Miedo,2021-04-08T00:00:00Z
"No es momento de crear terror, por qué todos tenemos televisor, radio, redes sociales. Es momento de pedir a Dios misericordia y sanación a todo aquel que lo necesita. 🙏🙏",Miedo,2021-04-08T00:00:00Z
"o sea que dependemos de estos politicos , que horror!   en lugar de un  pais  entero estar en contra  del  fracking,  que tan  cuidadores de nuestro planeta seran estos millonarios que toman la decision de acabar con el agua https://t.co/QiEk1eKpRz",Miedo,2021-04-08T00:00:00Z
"@ValenciaGuille8 @BluRadioCo @NestorMoralesC Su infundada pregunta carece de razón y nos es posible que por una pregunta, que pudo ser mal formulada, se atreva a calificar a la docente de terrorista. La más ferviente demostración de quiénes causan terror al país. Ponen la vida de los maestros en  bandeja a los violentos.",Miedo,2021-04-08T00:00:00Z
@sayonaratupoino @sebaspascuas @AVCSantiago @KenSimancas @Light_kiing @V13NROSA El que no me conozca se deja convencer de estás mks jajajaja... Que horror,Miedo,2021-04-08T00:00:00Z
"@caro3111811 @fecode @petrogustavo @ComunesCoL por qué sufres si también sos de Medellín?, O es que no viste nunca la cara de sufrimiento y de terror de personas más desfavorecidas?. A si que no te sientas con derechos de decir a boca llena revocatoria a Daniel Quintero, nunca van a pensar por nosotros Medellínimparable.",Miedo,2021-04-08T00:00:00Z
"Qué horror... entre el cine basura y el fútbol caen como moscas en lámpara insecticida.
""En diciembre vamos a estrenar 'El paseo 6'"": Dago García https://t.co/svh26PtIe5",Miedo,2021-04-08T00:00:00Z
Dios nos libre de caer en la lengua de esa gente que horror 😖,Miedo,2021-04-08T00:00:00Z
"Lean este artículo lleno de datos y pruebas q sustentan señalamientos contra Álvaro Uribe y su relación directa con narcos de la Oficina de Envigado. Todos los caminos del crimen, el terror, la corrupción y la muerte llegan hasta Uribe ¿Cuándo nos vamos a librar de ese hp? https://t.co/lT8hVP1UNZ",Miedo,2021-04-08T00:00:00Z
@ElAraquese93 ¡Que horror!,Miedo,2021-04-08T00:00:00Z
@jrftorres ¡Qué horror! ¿Cómo se es antifascista siendo fascista? Así. Nada más «antidemocrático y fascista» que boicotear y bloquear actos públicos y manifestaciones abiertas de los opositores políticos.,Miedo,2021-04-08T00:00:00Z
"Pésimo actor resultó ""alias Tornillo"", al no aprenderse el libreto que le pasaron sus cómplices activistas de extrema izquierda. Solo sabe secuestrar  violar, asesinar y aterrorizar a colombianos ese ahora dizque congresista, gracias al traidor @JuanManSantos y su combo corrupto. https://t.co/6zHQTW3qtR",Miedo,2021-04-08T00:00:00Z
Que horror. https://t.co/bErXV3m8VB,Miedo,2021-04-08T00:00:00Z
@andres1111201 @Frankia25Elena @Juan_Florez La envidia los mata que horror,Miedo,2021-04-08T00:00:00Z
@Jotatellez24 Terror,Miedo,2021-04-08T00:00:00Z
"Nueva #masacre en el #Cauca, Presidente @IvanDuque pare este horror.",Miedo,2021-04-08T00:00:00Z
"La peor y más denigrante censura a la libertad de expresión es la AUTOCENSURA.

No dejemos que la “corrección política” y el terror que infunden los neoinquisidores a quien desafíe las ideologías identitarias nos callen. 

Periodistas defiendan la libertad de expresión!",Miedo,2021-04-08T00:00:00Z
@aguapanelasoy Qué horror. Es que parecen un secta.,Miedo,2021-04-08T00:00:00Z
Maldita sea. Que terror la cantidad de veces a la semana que leo este tipo de reportes 💔 https://t.co/LhPA18SW3r,Miedo,2021-04-08T00:00:00Z
La chimba con sus historias de terror a esta hora 😒.,Miedo,2021-04-08T00:00:00Z
"Anoche sentí el verdadero terror. 

Ese estruendo 🌩⛈⛈ me ha despertado asustada,  no pude dormir 😴  igual.

Hoy ha iniciado a llover, solo no quiero tener miedo.",Miedo,2021-04-08T00:00:00Z
Yo me quiero mudar para ro a la vez me da terror que sea tna lejos,Miedo,2021-04-08T00:00:00Z
Terror.? Yo lo llamaría CHANTAJE.!!! https://t.co/dD88ni2Wlo,Miedo,2021-04-08T00:00:00Z
Que horror ver esta gráfica. https://t.co/AFq0aYHE2W,Miedo,2021-04-08T00:00:00Z
"@Brujasorda @T_SerranoA @emtothea @leidynatha @VelaDaniel_ Tenemos hijos feos, que horror. Jajajajajajajajajajjaa pero te amo 🥰",Miedo,2021-04-08T00:00:00Z
"@RobertoMTico Que horror . De este partido ""que entre el diablo y escoja""",Miedo,2021-04-08T00:00:00Z
@JulianJaraUribe Que horror de ortografia y también de pensamiento. Pídale una foto y recele las 9 noches. Quemándole incienso,Miedo,2021-04-08T00:00:00Z
@LaArangurenc Que asco de tipo.,Repulsión,2021-04-08T00:00:00Z
Qué asco. https://t.co/hpTU7J1672,Repulsión,2021-04-08T00:00:00Z
"@MONYRODRIGUEZOF @AcueductoBogota @Superservicios Una razón más para cambiar esa plaga!!!!!...... Por favor no producen sino asco, que falta de gestión y solidaridad con los menos favorecidos!! @ebarrantes41 @olgabehar1 @MdeFrancisco12 @ClaudiaLopez",Repulsión,2021-04-08T00:00:00Z
@linnammaria @victorrpolo Fastidia que politiqueros que se las dan de periodistas traten de sacar provecho de una catastrofe mundial para hacer politica con la muerte dan asco.,Repulsión,2021-04-08T00:00:00Z
"@tomasuribeEco Corrupción sin asco, dónde va?",Repulsión,2021-04-08T00:00:00Z
Terminé de hacer ejercicio y NO HAY AGUA NECESITO BAÑARME QUE ASCO EL SUDOOOOOR,Repulsión,2021-04-08T00:00:00Z
No está de más recordar el asco de presidente que nos mandamos en Polombia,Repulsión,2021-04-08T00:00:00Z
Será a usted cerdo asqueroso https://t.co/mzAB383GSE,Repulsión,2021-04-08T00:00:00Z
Que asco desgobierno total vergüenza mundial pobre país desastre total https://t.co/5Qt7Jw74q7,Repulsión,2021-04-08T00:00:00Z
"Puros hombres, blancos, viejos chuchumecos. Ninguna representación de mujeres, ni de minorías ni territorios, ni de @fecode , ni de profesores de colegios privados. Que asco. https://t.co/65PW0qzNkx",Repulsión,2021-04-08T00:00:00Z
"@darosselli @NanyPardo Puros hombres, blancos, viejos chuchumecos. Ni mujeres, ni representación de minorías ni territorios. Que asco.",Repulsión,2021-04-08T00:00:00Z
Que asco 😶,Repulsión,2021-04-08T00:00:00Z
Q asco https://t.co/KKtE2pWDED,Repulsión,2021-04-08T00:00:00Z
@CristoBustos Que asco de estado 😠,Repulsión,2021-04-08T00:00:00Z
Que asco da el UAE.,Repulsión,2021-04-08T00:00:00Z
Asco de país... Hasta en esto. https://t.co/8mWOuAYN4X,Repulsión,2021-04-08T00:00:00Z
"Un parcerito mio que consumía bazuko empezó rehabilitarse hace poquito y se le ve la mejoría, no hay nada más hermoso que ver a alguien salir de ese fondo tan asqueroso, me siento muy feliz por él y su familia.",Repulsión,2021-04-08T00:00:00Z
@CarlosS79276657 @MabelLaraNews Asco por sus comentarios.,Repulsión,2021-04-08T00:00:00Z
La guasona @ClaudiaLopez es detestable se hace coger rabia con lo que hace con lo que dice como manotea cuando es un verdadero asco 🤮🤮🤮 https://t.co/6MsqcrhQHR,Repulsión,2021-04-08T00:00:00Z
"@elespectador No le alcanzaría la vida y la oficina para recibirnos a todos los polombianos preocupados, parfavaaaaarrr...q excusa. Fueron como lo q son, los hijos del q manda, del más más, los q nos van a salvar de ser la suiza que somos hoy. Están buscando como ungirlo, y de frente. Sin asco",Repulsión,2021-04-08T00:00:00Z
"El funcionario público colombiano para poder trabajar primero tiene que hacer curso de comemierda, porque atienden con asco, son déspotas y mala gente...
Gas parce....",Repulsión,2021-04-08T00:00:00Z
"@pedroferneyc @clarasandoval Pero peor la. que esta de alcalde inepta,  menirosa, prepotente, que asco de vieja...",Repulsión,2021-04-08T00:00:00Z
@silviafernan16 La vdd es que planificar es un asco:(.,Repulsión,2021-04-08T00:00:00Z
Tenerle asco a la comida es lo peor que le puede pasar a uno.,Repulsión,2021-04-08T00:00:00Z
@FabiMoli2 @Nessnio @CeDemocratico @JoeBiden @petrogustavo @FiscaliaCol El que da asco es USTED... Que haya estudiado me queda la duda... La forma como se expresa y la Ignorancia que ha mostrado en los temas que opina demuestra hizo los mismos semestre en la San Marino!!! Y el único que defiende Delincuentes amnistiados es usted y a padre e hijo!!,Repulsión,2021-04-08T00:00:00Z
"Entre más crezco más asco me dan las personas, y prefiero los perritos",Repulsión,2021-04-08T00:00:00Z
"Me da mucho asco la comida tan dulce, empalagosa, es asquerosooo https://t.co/XEZQ6hctw3",Repulsión,2021-04-08T00:00:00Z
"@PaolaHolguin @HassNassar Que ASCO, la HEREDERA del Extraditado Testaferro del Cartel de Medellín y su Dinero MALDITO Frank Holguín Ortiz y Sobrina de SICARIO, aspirando a la presidencia? No sea CÍNICA  SINVERGUENZA.",Repulsión,2021-04-08T00:00:00Z
"@JetzbelOrtiz @NATANMG2 @karmenfreile @juandylvg @BluRadioCo Se le nota a usted cómo le ha servido ser religioso, se le ve ese amor por el prójimo y que respeta a los demás, típico borrego que se da golpes de pecho en una iglesia y sale a hacerle mal a los demás, que asco da ud",Repulsión,2021-04-08T00:00:00Z
La piña en la pizza es un Ascó.,Repulsión,2021-04-08T00:00:00Z
Y este bicho asqueroso cada vez se está volviendo más desfachatado. https://t.co/I7F52EakwI,Repulsión,2021-04-08T00:00:00Z
Que asco la corrupción y “gobernantes” de este país. Mil veces Hijueputas @SectorSalud @IvanDuque https://t.co/DUGKV0DVO6,Repulsión,2021-04-08T00:00:00Z
Que asco de desgobierno desastre total pobre país vergüenza mundial https://t.co/flDA1qidQK,Repulsión,2021-04-08T00:00:00Z
"@NanyPardo @NanyPardo mi esposa fue lo primero qué me enamoro y me trajo a esta bella tierra, lo segundo fue esté maravilloso patacón de papoche con suero y queso.",Sorpresa,2021-04-08T00:00:00Z
"Yo ayudo a mis amigos a sorprender a sus chicas, algún día pueda que yo sea la sorprendida 🤩🤩",Sorpresa,2021-04-08T00:00:00Z
@limoncitoCnRon @Marce_Tabares @margaritavela @xiomy1110 @osli2021 @madelenrod @pattyko111 @senrik6 @GabrielaVarP @clarasandoval Son un trío maravilloso💚💛❤️,Sorpresa,2021-04-08T00:00:00Z
Finjamos sorpresa https://t.co/LB3ZqJmQaA,Sorpresa,2021-04-08T00:00:00Z
"@porlagoma En esta nueva era, dónde está la repeticiones y todo eso, es sorprendente que se hayan equivocado con la decisión.",Sorpresa,2021-04-08T00:00:00Z
"@KJuandy @Virgin_MobileCo Eso ya lo tenían de antes, y fue toda una sorpresa recien volví",Sorpresa,2021-04-08T00:00:00Z
@GuayoyoDulce Sharon dará la gran sorpresa...,Sorpresa,2021-04-08T00:00:00Z
Finjan sorpresa😒😤 https://t.co/UGRGcA8HUk,Sorpresa,2021-04-08T00:00:00Z
Finjan Sorpresa 😎 https://t.co/UauiXhcR2D,Sorpresa,2021-04-08T00:00:00Z
"@Reytorre @Richardfernandb No es sorprendente observar que en estas redes existan personas que se esconden detrás de un perfil, precisamente para opacar el excelente trabajo de los demás. Deberia conocer el trabajo de los concejales y la Alcaldía, para que asi sus opiniones puedan tener coherencia.",Sorpresa,2021-04-08T00:00:00Z
"Y llegó mi sorpresa 🥳🥳🥳.
Que deliciaaa 🤤, gracias a la persona que tuvo ese lindo detalle, me sorprendiste demasiado y sabes que te adoro con todo mi corazón 🥰😘 y gracias a @LoriTessa69 por ser cómplice y hacer algo tan ricooo 😏 https://t.co/m04zQ1zCwO",Sorpresa,2021-04-08T00:00:00Z
"Seguimos de celebración... 
Mil gracias por tan linda sorpresa @mateocastromusic @william_varon @naty.mejia1 @atehomanager  los quiero
 🤗🤗🤗🤗 
.

.
.
.

#cumpleaños #feliz #friends en Palacio de Bellas Artes - Medellin https://t.co/gfhe4ym2Fu",Sorpresa,2021-04-08T00:00:00Z
"Volver a Actuar, es maravilloso 🎬🙌🏻",Sorpresa,2021-04-08T00:00:00Z
Un embarazo no debe ser sorpresa papi si culiaste sin condón ¿que esperabas? ¿Una moto?,Sorpresa,2021-04-08T00:00:00Z
"Estaba solicitando a @Corpocaldas permiso d aprovechamiento d guadua d mi finca y gran sorpresa es q el funcionario q me atendió dijo q el permiso se puede demorar hasta 3 meses. Yo desistí d aprovechamiento, pero creo que la gestión ambiental no puede ser tan excesivamente lenta",Sorpresa,2021-04-08T00:00:00Z
¡Maravilloso! https://t.co/HvokqBanXV,Sorpresa,2021-04-08T00:00:00Z
"@lylyflower2007 @williamfer94 Funciona con normalidad, recordar q el objeto de ellos es es domicilio, para estos tiempos de restricciones maravilloso",Sorpresa,2021-04-08T00:00:00Z
"@NoticiasCaracol Ay que sorpresa, el agua moja 🙄 era más que obvio, tenemos un mafioso moviendo los hilos, ¿en serio esperan transparencia del gobierno o nos creen tan ingenuos?",Sorpresa,2021-04-08T00:00:00Z
Aquí va mi cara de sorpresa 😲 https://t.co/2bSDsOh38O,Sorpresa,2021-04-08T00:00:00Z
@TorreBianka Que maravilloso masajearte 🔥,Sorpresa,2021-04-08T00:00:00Z
"@kahtiuzk Bonita anécdota para enseñar a los hijos y a los jóvenes.

 Me imagino la cara de sorpresa cuando te diste cuenta. 

Y la risa, en vez de la rabia. 

No hay como reírse de uno mismo, hermosa Kaht.

#FirmesConUribe2022",Sorpresa,2021-04-08T00:00:00Z
"¡Mi admiración! Un periodista que cumple con rigurosidad y objetividad su labor - y pasión - de informar.  
Me alegra sus logros en @ImpactoTIC  y la forma como han consolidado un maravilloso equipo. 👏👏👏 https://t.co/Yv7vQCsS80",Sorpresa,2021-04-08T00:00:00Z
Ya me acordé por que nunca le llegaba de sorpresa a la nena con la que salía. https://t.co/iI5pcrezbO,Sorpresa,2021-04-08T00:00:00Z
Desayunó sorpresa personalizado para mamá en su día en Kiutcakesymuffins https://t.co/P5qvo8Pk4U,Sorpresa,2021-04-08T00:00:00Z
@Elmaelm76619974 Mundo maravilloso 🍹 Sensible 🤤,Sorpresa,2021-04-08T00:00:00Z
"Suspirar, respirar muy profundo.. Maravilloso regalo del COVID.
También tengo cosas que agradecerle al bicho.",Sorpresa,2021-04-08T00:00:00Z
@asalazarmoda Eres maravilloso ❤,Sorpresa,2021-04-08T00:00:00Z
"Mi amigo está afuera de mi casa con la sorpresa que le envié a mi mami, estoy temblando",Sorpresa,2021-04-08T00:00:00Z
@Tatiana6892 Que paso a paso más maravilloso 😋 que gustó sería visitarte y dejar todo ese relato en tu cuerpo 🔥🖐🏼🍹,Sorpresa,2021-04-08T00:00:00Z
"Viento, quiero volar. 
Lucas es un ser maravilloso!! https://t.co/89EBGOFwyy",Sorpresa,2021-04-08T00:00:00Z
Camino al éxito 💯 camino a descubrir lo maravilloso del mundo y de las personas 🖐🏼 solo tu mente será tu guía 🚵,Sorpresa,2021-04-08T00:00:00Z
"Disfrutar lo maravilloso, lo que te gusta, sin tabúes 🍹 deja todo para sentirte bien, no mires lo de los demás sino disfruta de lo que eres...",Sorpresa,2021-04-08T00:00:00Z
"@Daniela77912741 Y adivinen quien va a ser.... 
Ya están haciendo todo para que vuelva, solo que no lo hacen público y darán la sorpresa.",Sorpresa,2021-04-08T00:00:00Z
"Este día fue tan maravilloso, que lo tengo que subir a todos lados✨💙. https://t.co/mtRkQHlNXR",Sorpresa,2021-04-08T00:00:00Z
"Los jueves de episodio nuevo en @podcasteltopo son una deliciosa sorpresa. 
Pasen y escuchen en su app favorita el episodio  ""Parirse a sí misma""  donde Natalia Chaparro nos habla de la fuerza femenina y el concepto de la MADRE! 
https://t.co/yBCIuz3GVz",Sorpresa,2021-04-08T00:00:00Z
"Le planeé una sorpresa a mi mamá desde la distancia, espero que le guste 🥺",Sorpresa,2021-04-08T00:00:00Z
"@ChatoSalsa1 @Malangaking1 @edithmo40731859 @Eric16033951 @kDeleon02 @_barbao @capenata @LaNanisUribista @AndreitaCardi @Karen_Milestki @Campesinocol2 @DAVID10_04 @olgamariaruiza2 @MarySol8920 @Bonbangar Gracias profe, un maravilloso día! https://t.co/a0OK6sW5Xb",Sorpresa,2021-04-08T00:00:00Z
Quisiera fingir sorpresa.... https://t.co/Su1FKIE1Q5,Sorpresa,2021-04-08T00:00:00Z
Oh vaya sorpresa https://t.co/QecJZplon3,Sorpresa,2021-04-08T00:00:00Z
Fingir cara de sorpresa... https://t.co/9HhBIg2WcA,Sorpresa,2021-04-08T00:00:00Z
#Inquebrantables @tonyrobbins Maravilloso ! 💪🏼✅💎🏖🏃🏽‍♂️💨😎 con mi @isabelcrodriguezr y mis amadas @isabs97 y @g_butkiewicz 😍 @zuanabeachresort 🌅 en Zuana Beach Resort https://t.co/OsbBCA7w96,Sorpresa,2021-04-08T00:00:00Z
"Oh, qué sorpresa! https://t.co/AvdNyHzvFW",Sorpresa,2021-04-08T00:00:00Z
"Vas al gimnasio? Tienes rutina de ejercicios y no vez resultado? Con gusto te cuento mas de este maravilloso producto natural, lo consumen los astronautas para su masa muscular WhatsApp https://t.co/VpCDnDuxVB https://t.co/ccm7hvRAnC",Sorpresa,2021-04-08T00:00:00Z
"@ArielAnaliza Relea su trino, imbécil...
Siente vergüenza , y eso está bien,  por insultar, como lo ha hecho siempre, a la senadora Cabal.
Y ,con el asombro de un idiota, reconoce que la senadora Cabal, tiene un título profesional.",Sorpresa,2021-04-08T00:00:00Z
Feliz día ☕️☕️ y que tengas un día maravilloso 📈,Sorpresa,2021-04-08T00:00:00Z
"Ayer mi papá y mi amor me llegaron de sorpresa, sin duda han sido de mis mejores cumpleaños, Gracias Dios 🙏🏻🥺",Sorpresa,2021-04-08T00:00:00Z
"@WRadioColombia @sanvalgo ¡Vaya sorpresa! miren quién está en lista de denunciantes, dizque también figura el ""doctor"" @JOSEOBDULIO https://t.co/XTE4mBV95R",Sorpresa,2021-04-08T00:00:00Z
"Jueputa ustedes quieren reivindicarlo todo. 
Puse “qué payasada”en una historia para burlarme de algo y me contestan: “ser payaso es algo maravilloso, respeta su ser artístico”. 

🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",Sorpresa,2021-04-08T00:00:00Z
¡¡Ohhh SORPRESA!! Sres @ClaroColombia el Deco nuevo que Uds. me instalaron como gran solución para reemplazar el según Uds. estaba mal  hoy ya NO ARRANCA!! https://t.co/47c9iUzWJb,Sorpresa,2021-04-08T00:00:00Z
"@unamarcelita Bendiciones para ti hermosa, que tengas un día maravilloso 💋💋💋",Sorpresa,2021-04-08T00:00:00Z
"Hey....hey...no ronquen más, ya es hora de iniciar labores.

Hoy más que nunca pondré a prueba ese tal #Perrenque del que tanto hablo.

Gracias Dios por las infinitas oportunidades, eres eternamente maravilloso. 

#VamosQueVamos https://t.co/YxWPzKM7DU",Sorpresa,2021-04-08T00:00:00Z
@Yaya_blondie Maravilloso día en el Señor y MUCHAS Felicidades 🙏🏻🌻🙏🏻,Sorpresa,2021-04-08T00:00:00Z
Paradójicamente ese sujeto merece un agradecimiento por dar a conocer ese maravilloso trabajo educativo. Nada tan pedagógico como darle a conocer a los jóvenes los riesgos que corren sus vidas ante un gobierno cuyo ejército asesina jóvenes para agradar a sus jefes. https://t.co/1YcybPZzbA,Sorpresa,2021-04-08T00:00:00Z
@Dona_Pily2 El primer principio para ser candidato ¿ Siempre tienen la solución a todo ... y en verdad nunca fue así ? Llegan al poder y ¡ Oh ! Sorpresa cambian sus programas con los que se hicieron elegir.,Sorpresa,2021-04-08T00:00:00Z
"@BluRadioCo Será que están planeando montar más notarias en el país,, o quizás preparando alguna fiesta sorpresa para alvarito????",Sorpresa,2021-04-08T00:00:00Z
Ese pescado envenenado suena en @NetflixLAT capítulo 10 de Snowpiercer que grande @chocquibtown que grata sorpresa 🎉,Sorpresa,2021-04-08T00:00:00Z
"Recibo con mucho orgullo, pero sobretodo con mucho compromiso y sentido de pertenencia esta nominación.
Agradecido con DIOS, y con todas las personas que hacen parte de este maravilloso proyecto.
Yo solamente soy la carátula de un gran equipo de hombres y mujeres que trabajan",Sorpresa,2021-04-08T00:00:00Z
@ClubPerseus @guiagaycolombia @HotHouseBgta maravilloso lanzamiento https://t.co/PawLA8aK1Y,Sorpresa,2021-04-08T00:00:00Z
"Cuando tienes un día strezante y te das cuenta Cuan maravilloso es Dios
Cuando estás en  casa y a salvó

Gracias Dios por un día más
Gracias alma mía por estar siempre presente...
Buenas noches☄️🌟✨🌙 https://t.co/Pb09qBYMnO",Sorpresa,2021-04-08T00:00:00Z
"@derihan01 Exactamente, después de tantos años logra impresionar te y sorprender. Y sii, la piedra filosofal y las escenas de la escoba si se ve unos efectos super randoms pero siempre se supera",Sorpresa,2021-04-08T00:00:00Z
Me mandaron una salchipapa sorpresa 🤔,Sorpresa,2021-04-08T00:00:00Z
@lauraaherreral @OlgaMirandaV Ay mor que violencia 🥵🤣 maravilloso,Sorpresa,2021-04-08T00:00:00Z
"Fresco en el día, frío en la noche, Este clima de #Bucaramanga simplemente es maravilloso. https://t.co/txb9Q7h56a",Sorpresa,2021-04-08T00:00:00Z
@Atnavia @VickyDavilaH Hace más de 60 semanas no tengo caja ! Que hacemos ahí ! Sin trabajo encerrado y sin ventas ! Maravilloso que tengan empatía de que se siente estar pelado,Sorpresa,2021-04-08T00:00:00Z
A mi sí me gusta que me sorprendan con detallitos tipo: llego a tu oficina de sorpresa para llevarte las fresas con crema que tanto te gustan. 🥺,Sorpresa,2021-04-08T00:00:00Z
Torta kínder sorpresa 🎉 con chocolates 🍫 @misterpanbarranquilla en Misterpan Barranquilla sas https://t.co/wxUetJILQY,Sorpresa,2021-04-08T00:00:00Z
@juanduribe61 Maravilloso a vercsi no queda ninguno,Sorpresa,2021-04-08T00:00:00Z
@DiegoVelezGar . . . Que tan maravilloso hubiera sido con el Metro subterráneo . . .,Sorpresa,2021-04-08T00:00:00Z
"Más laureles para mí cortico, ¡maravilloso!
🎉🎉🎉💅💅💅
https://t.co/B2ah5BBInB",Sorpresa,2021-04-08T00:00:00Z
Profe @EDWARDRUIDIAZ los lei todos y para mi sorpresa cumple los 30 😯 https://t.co/QZYcXkpGQQ,Sorpresa,2021-04-08T00:00:00Z
@GUSMALDONADOS @Salu_Macallan8 @JuanchoVela @triplecerosiete @DiegoFi27933574 @CarlosAndresEA @yonaytu @Cana__Triste @Jufo1 @JCFloriant @Ferrandoso @condeContar8 @Venancioopinon @LHINMO_Reloaded @MisterIntruso2 Listo seguidas todas ✔️✔️✔️,Tristeza,2021-04-08T00:00:00Z
@MdeFrancisco12 Usted y su hermanita son muchos TARUPIDOS ...la IGNORANCIA . ..que tristeza no tener un poquitico de materia gris. .,Tristeza,2021-04-08T00:00:00Z
"@Margaritarosadf Tu nunca tuviste hijos, eso es muy triste, deja la amargura.",Tristeza,2021-04-08T00:00:00Z
@andresmarinji87 Que tristeza!,Tristeza,2021-04-08T00:00:00Z
@charoguerra @CamaraColombia @CeDemocratico Que triste . Que pensamiento inadecuado . Ojalá nunca sufras  d e dolor . Somos un país tercer mundista,Tristeza,2021-04-08T00:00:00Z
@oscarecastilloa @MinSaludCol @Fruizgomez @infopresidencia @IvanDuque @INSColombia @urnadecristal @ViceColombia @MinInterior @Supersalud Lo triste es que según los informes tu ya estás recuperado .... mi amiga duro 18 días con dolores pero el invento es que a los 8 días si o si estás recuperado .... y tal vez no es así 🥺,Tristeza,2021-04-08T00:00:00Z
Yo estoy re triste,Tristeza,2021-04-08T00:00:00Z
"Si los muertos, estando muertos votan, ¿por qué no tiene derecho a ser vacunados? Que triste, conozco a gente no están dentro de la población priorizada y ya recibieron su dosis. Que bacano por ellos, pero que triste que no se hagan las cosas como deben ser. https://t.co/nj9Lsqaman",Tristeza,2021-04-08T00:00:00Z
"@MaoVidalGarcia Aún así, CADENA menosprecio a la gente que quería al Doblemente Glorioso, lo cuál provocó la desafiliación y posteriormente su liquidación judicial, y aún así, a Cadena le dieron ésa ficha para fundar nuevo equipo en otra plaza, es qué, tristemente el FPC en Colombia es así 🤦🏻‍♂️🤦🏻‍♂️.",Tristeza,2021-04-08T00:00:00Z
Triste realidad. Disparado el coronavirus en Colombia. Vacunación a paso de tortuga. https://t.co/JXJfVqyf6t,Tristeza,2021-04-08T00:00:00Z
@ClaraLuzRoldan @IvanDuque @MinSaludCol Esta señora si habla es mierda se parece al alcalde de #palmira y al final no hacen es nada y el departamento jodido que triste,Tristeza,2021-04-08T00:00:00Z
@fredyparada90 @AlvaroUribeVel @IvanDuque De cuando acá los hijos de Álvaro Uribe Vélez no pueden dialogar con su amigo Presidente Duque sobre el acontecer político nacional. Lo triste y cruel sería que atendiera a los hijos de los opositores mermelados. Cada loro en su estaca.,Tristeza,2021-04-08T00:00:00Z
"Estar sudando y que no sea por ella, muy triste me parece.",Tristeza,2021-04-08T00:00:00Z
Tristeza. https://t.co/sUgPJRhiuY,Tristeza,2021-04-08T00:00:00Z
@LaDeLosSoles Jajajajajajajaja que triste,Tristeza,2021-04-08T00:00:00Z
Que triste que la gente no sepa diferenciar realidad y ficción  y siempre ataquen a los actores por X o Y papel que protagonizaron. Definitivamente no se como seguimos vivos como especie.,Tristeza,2021-04-08T00:00:00Z
